grower_id,deliver_date,Bog,LotID,GTL,Rot,Debris,Color,Variety,GTL,Pack Out %,kqf_pre,kqf_final,Lot Pack Out,Useable w3% allow,"Useable 
w 3 % Allow",GTLID,BogID,# Totes,"Ave Bin 
Wgt.",NetWeight
Hann02,10/21/2015,B3,"3,330",4370,1,0,26,HO,"57,900",97.11%,5,7,"56,225",,"56,225",,,,,
Hann02,10/21/2015,B3,"3,333",4375,0.61,0,22,HO,"11,140",96.81%,5,7,"10,785",,"10,785",,,,,
Hann02,10/21/2015,B1,"3,336",4381,1.73,0,29,ST,"25,800",96.19%,5,7,"24,816",,"24,816",,,,,
Hann02,10/21/2015,B4,"3,339",4385,2.62,0,42,ST,"50,520",96.03%,5,7,"48,512",,"48,512",,,,,
Lamb01,10/21/2015,A,"3,340",4387,5.02,0,31,OS,"37,800",95.01%,5,7,"35,915",,"35,915",,,,,
Norr01,10/21/2015,A-3,"3,335",4379,1.87,0,46,MX,"39,360",92.95%,5,7,"36,586",,"36,586",,,,,
Norr01,10/21/2015,A-3,"3,337",4382,1.98,0,37,MX,"38,000",90.28%,5,7,"34,305",,"34,305",,,,,
Paqu04,10/21/2015,LP5,"3,334",4378,1.18,0,28,ST,"30,360",96.71%,5,7,"29,361",,"29,361",,,,,
Paqu04,10/21/2015,LP5,"3,334",4384,1.18,0,28,ST,"10,500",96.71%,5,7,"10,154",,"10,154",,,,,
Shur02,10/21/2015,1,"3,331",4371,1.8,0,33,MX,"8,680",92.96%,5,7,"8,069",,"8,069",,,,,
Ashl02,10/22/2015,11 S,"3,342",4392,10.18,0,28,ST,"45,820",85.08%,5,7,"38,982",,"36,183",,,,,
Ashl02,10/22/2015,11 S,"3,342",4396,10.18,0,28,ST,"13,900",85.08%,5,7,"11,825",,"10,976",,,,,
Deca01,10/22/2015,Tink1,"3,344",4397,2.1,0,38,HO,"12,600",95.25%,5,7,"12,002",,"12,002",,,,,
Deca01,10/22/2015,Tink3,"3,349",4403,3.17,0,38,HO,"3,060",94.38%,5,7,"2,888",,"2,888",,,,,
Deca01,10/22/2015,Tink2,"3,353",4408,0,0,38,HO,"14,760",93.46%,5,7,"13,795",,"13,795",,,,,
Deca03,10/22/2015,ZPD,"3,348",4404,,,,PD,"5,140",95.60%,5,7,"4,914",,"4,914",,,,,
Dvor01,10/22/2015,High 2,"3,346",4400,0.7,0,25,HO,"14,540",94.02%,5,7,"13,671",,"13,671",,,,,
Dvor01,10/22/2015,High 2,"3,359",4415,0.9,0,35,HO,"14,320",97.02%,5,7,"13,893",,"13,893",,,,,
Grew01,10/22/2015,ELBOW,"",,,,,MX,"","",5,7,"",,"",,,,,
Hann01,10/22/2015,D-1,"3,355",4410,2.45,0,35,ST,"57,820",95.47%,5,7,"55,202",,"55,202",,,,,
Hann01,10/22/2015,D-1,"3,355",4412,2.45,0,35,ST,"19,680",95.47%,5,7,"18,789",,"18,789",,,,,
Hann02,10/22/2015,B4,"3,339",4388,2.62,0,42,ST,"57,600",96.03%,5,7,"55,311",,"55,311",,,,,
Hann02,10/22/2015,B4,"3,339",4393,2.62,0,42,ST,"34,220",96.03%,5,7,"32,860",,"32,860",,,,,
Lamb01,10/22/2015,A,"3,340",4389,5.02,0,31,OS,"37,700",95.01%,5,7,"35,820",,"35,820",,,,,
Lamb01,10/22/2015,A,"3,340",4390,5.02,0,31,OS,"10,620",95.01%,5,7,"10,090",,"10,090",,,,,
Norr01,10/22/2015,A-3,"3,347",4401,3.23,0,37,MX,"42,620",92.24%,5,7,"39,311",,"39,221",,,,,
Norr01,10/22/2015,A-7,"3,354",4409,4.41,0,48,MX,"38,480",88.47%,5,7,"34,045",,"33,565",,,,,
Rust01,10/22/2015,UPPER,"3,350",4405,9.35,0,51,MX,"14,120",91.10%,5,7,"12,864",,"12,047",,,,,
Shur02,10/22/2015,1,"3,345",4399,2.1,0,45,MX,"22,300",95.17%,5,7,"21,222",,"21,222",,,,,
Shur02,10/22/2015,2,"3,351",4406,1.01,0,26,MX,"18,840",91.92%,5,7,"17,317",,"17,317",,,,,
Shur02,10/22/2015,2,"3,357",4413,1.2,0,35,MX,"22,440",91.61%,5,7,"20,558",,"20,558",,,,,
Wain02,10/22/2015,DAD,"3,343",4395,3.12,0,35,ST,"18,880",90.13%,5,7,"17,017",,"17,017",,,,,
Wain02,10/22/2015,DAD,"3,343",4398,3.12,0,35,ST,"15,920",90.13%,5,7,"14,349",,"14,349",,,,,
Wain02,10/22/2015,DAD,"3,343",4402,3.12,0,35,ST,"17,960",90.13%,5,7,"16,188",,"16,188",,,,,
Wain02,10/22/2015,DAD,"3,352",4407,2.9,0,34,ST,"15,060",94.21%,5,7,"14,188",,"14,188",,,,,
Wain02,10/22/2015,DAD,"3,356",4411,2.5,0,35,ST,"18,560",87.60%,5,7,"16,258",,"16,258",,,,,
Wain02,10/22/2015,DAD,"3,358",4414,2.3,0,34,ST,"15,800",91.28%,5,7,"14,422",,"14,422",,,,,
Wain02,10/22/2015,DAD,"3,358",4416,2.3,0,34,ST,"18,540",91.28%,5,7,"16,923",,"16,923",,,,,
West04,10/22/2015,Bog#3,"3,341",4391,1.9,0,38,BL,"11,460",86.54%,5,7,"9,917",,"9,917",,,,,
Bett01,10/23/2015,7A,"3,364",4422,3.8,0,44,ST,"57,780",94.50%,5,7,"54,602",,"54,602",,,,,
Bett01,10/23/2015,7A,"3,366",4425,4.94,0,35,ST,"48,160",92.73%,5,7,"44,660",,"44,660",,,,,
Bett01,10/23/2015,7A,"3,366",4432,4.94,0,35,ST,"56,760",92.73%,5,7,"52,635",,"52,635",,,,,
Bett01,10/23/2015,7A,"3,366",4437,4.94,0,35,ST,"48,780",92.73%,5,7,"45,235",,"45,235",,,,,
Bett01,10/23/2015,7A,"3,366",4439,4.94,0,35,ST,"23,380",92.73%,5,7,"21,681",,"21,681",,,,,
Bett01,10/23/2015,3,"3,377",4443,5.81,0,44,ST,"58,120",94.48%,5,7,"54,910",,"53,367",,,,,
Chan01,10/23/2015,CHAN#2,"3,363",4421,4.69,0,37,ST,"29,280",92.42%,5,7,"27,062",,"26,605",,,,,
Chan01,10/23/2015,CHAN#2,"3,368",4428,7.39,0,39,ST,"28,960",91.95%,5,7,"26,627",,"25,458",,,,,
Chan01,10/23/2015,CHAN#2,"3,368",4433,7.39,0,39,ST,"26,560",91.95%,5,7,"24,421",,"23,349",,,,,
Deca03,10/23/2015,ZPD,"3,365",4423,,,,PD,"1,740",91.36%,5,7,"1,590",,"1,590",,,,,
Deca03,10/23/2015,ZPD,"3,365",4424,,,,PD,"5,660",91.36%,5,7,"5,171",,"5,171",,,,,
Deca03,10/23/2015,ZPD,"3,365",4427,,,,PD,"5,520",91.36%,5,7,"5,043",,"5,043",,,,,
Deca03,10/23/2015,ZPD,"3,365",4430,,,,PD,"5,520",91.36%,5,7,"5,043",,"5,043",,,,,
Deca03,10/23/2015,ZPD,"3,365",4435,,,,PD,"6,500",91.36%,5,7,"5,938",,"5,938",,,,,
Dvor01,10/23/2015,High 2,"3,369",4429,1.87,0,33,HO,"13,820",95.04%,5,7,"13,134",,"13,134",,,,,
Dvor01,10/23/2015,High 2,"3,373",4438,1.1,0,40,HO,"14,700",94.84%,5,7,"13,941",,"13,941",,,,,
Hann01,10/23/2015,D-11,"3,360",4417,2.8,0,44,MX,"42,600",97.37%,5,7,"41,480",,"41,480",,,,,
Hann01,10/23/2015,D12,"3,361",4418,0.6,0,34,HO,"17,020",95.62%,5,7,"16,274",,"16,274",,,,,
Hann01,10/23/2015,C 4,"3,367",4426,2.12,0,38,HO,"7,860",95.46%,5,7,"7,503",,"7,503",,,,,
Hann01,10/23/2015,C11,"3,370",4431,2.52,0,34,HO,"57,160",97.16%,5,7,"55,537",,"55,537",,,,,
Hann01,10/23/2015,D2,"3,375",4441,2.92,0,53,ST,"59,120",94.93%,5,7,"56,120",,"56,120",,,,,
Norr01,10/23/2015,A-8,"3,371",4434,3,0,27,ST,"26,240",92.90%,5,7,"24,377",,"24,377",,,,,
Norr01,10/23/2015,A-6,"3,374",4440,4.6,0,67,EB,"22,400",93.10%,5,7,"20,855",,"20,521",,,,,
Paqu04,10/23/2015,LP1,"3,372",4436,3.5,0,40,HO,"30,120",95.38%,5,7,"28,729",,"28,729",,,,,
Paqu04,10/23/2015,LP1,"3,376",4442,1.6,0,32,HO,"14,640",94.39%,5,7,"13,818",,"13,818",,,,,
Wain02,10/23/2015,DAD,"3,362",4419,2.7,0,35,ST,"18,160",89.81%,5,7,"16,310",,"16,310",,,,,
Wain02,10/23/2015,DAD,"3,362",4420,2.7,0,35,ST,"9,280",89.81%,5,7,"8,335",,"8,335",,,,,
Ashl02,10/24/2015,4 STAR,"3,382",4449,2,0,27,MX,"43,220",94.75%,5,7,"40,951",,"40,951",,,,,
Ashl02,10/24/2015,4 STAR,"3,388",4456,2.9,0,39,MX,"45,920",93.80%,5,7,"43,072",,"43,072",,,,,
Bett01,10/24/2015,3,"3,377",4444,5.81,0,44,ST,"42,740",94.48%,5,7,"40,379",,"39,245",,,,,
Bett01,10/24/2015,3,"3,379",4446,2.91,0,40,ST,"46,260",90.75%,5,7,"41,982",,"41,982",,,,,
Bett01,10/24/2015,9,"3,390",4458,2.7,0,37,HO,"60,960",92.64%,5,7,"56,475",,"56,475",,,,,
Bett01,10/24/2015,9,"3,390",4461,2.7,0,37,HO,"50,940",92.64%,5,7,"47,193",,"47,193",,,,,
Bett01,10/24/2015,9,"3,392",4463,3.1,0,38,HO,"24,800",92.23%,5,7,"22,874",,"22,851",,,,,
Deca01,10/24/2015,CARM09,"3,386",4453,2.83,0,69,EB,"16,320",93.74%,5,7,"15,299",,"15,299",,,,,
Deca01,10/24/2015,CARM10,"3,389",4457,1.6,0,52,ST,"11,040",94.18%,5,7,"10,398",,"10,398",,,,,
Dvor01,10/24/2015,High 2,"3,384",4451,1.5,0,35,HO,"10,640",96.09%,5,7,"10,224",,"10,224",,,,,
Hann01,10/24/2015,D2,"3,378",4445,2.98,0,44,ST,"50,500",95.89%,5,7,"48,423",,"48,423",,,,,
Hann01,10/24/2015,D2,"3,380",4447,2.4,0,49,ST,"16,240",95.62%,5,7,"15,529",,"15,529",,,,,
Hann01,10/24/2015,D17,"3,387",4454,2.5,0,30,ST,"51,380",96.18%,5,7,"49,415",,"49,415",,,,,
Hann01,10/24/2015,D17,"3,387",4460,2.5,0,30,ST,"58,780",96.18%,5,7,"56,532",,"56,532",,,,,
Hann01,10/24/2015,D17,"3,387",4462,2.5,0,30,ST,"22,380",96.18%,5,7,"21,524",,"21,524",,,,,
Pink01,10/24/2015,CHER01,"3,383",4450,8.7,0,38,HO,"17,420",87.38%,5,7,"15,222",,"14,354",,,,,
Shur02,10/24/2015,3,"3,381",4448,2.69,0,30,MX,"19,600",93.55%,5,7,"18,335",,"18,335",,,,,
Shur02,10/24/2015,3,"3,385",4452,1.28,0,30,MX,"22,860",91.62%,5,7,"20,945",,"20,945",,,,,
Shur02,10/24/2015,3,"3,385",4455,1.28,0,30,MX,"19,400",91.62%,5,7,"17,774",,"17,774",,,,,
Shur02,10/24/2015,3,"3,391",4459,1.3,0,40,MX,"17,600",92.85%,5,7,"16,342",,"16,342",,,,,
Ashl02,10/26/2015,4 STAR,"3,397",4468,0.93,0,30,MX,"43,500",95.00%,5,7,"41,327",,"41,327",,,,,
Ashl02,10/26/2015,13H,"3,398",4469,3.31,0,33,HO,"41,460",95.37%,5,7,"39,540",,"39,540",,,,,
Ashl02,10/26/2015,13H,"3,406",4477,2.6,0,28,HO,"43,740",96.60%,5,7,"42,253",,"42,253",,,,,
Ashl02,10/26/2015,13H,"3,412",4482,2.7,0,40,HO,"40,960",95.24%,5,7,"39,012",,"39,012",,,,,
Ashl02,10/26/2015,13H,"3,420",4493,2.9,0,47,HO,"44,260",93.97%,5,7,"41,592",,"41,592",,,,,
Beat01,10/26/2015,Upspl,"3,405",4476,2.1,0,40,HO,"6,800",92.38%,5,7,"6,282",,"6,282",,,,,
Beat01,10/26/2015,Upspl,"3,413",4485,5.71,0,34,HO,"1,740",91.21%,5,7,"1,587",,"1,544",,,,,
Bett01,10/26/2015,9,"3,393",4464,10,0,52,HO,"55,120",92.36%,5,7,"50,908",,"47,344",,,,,
Bett01,10/26/2015,8,"3,401",4472,7.5,0,40,ST,"50,820",88.90%,5,7,"45,180",,"43,147",,,,,
Bett01,10/26/2015,8,"3,410",4481,10.69,0,47,ST,"59,480",90.49%,5,7,"53,822",,"49,683",,,,,
Bett01,10/26/2015,8,"3,416",4488,4.7,0,47,ST,"34,840",88.42%,5,7,"30,805",,"30,281",,,,,
Cako01,10/26/2015,Bog 1,"3,446",4484,4.2,0,52,OS,"13,040",81.27%,5,7,"10,597",,"10,470",,,,,
Deca01,10/26/2015,CARM11,"3,396",4467,1.16,0,56,ST,"15,800",91.30%,5,7,"14,426",,"14,426",,,,,
Deca01,10/26/2015,CAR12,"3,404",4474,1.12,0,47,ST,"18,820",93.80%,5,7,"17,654",,"17,654",,,,,
Deca01,10/26/2015,CAR17,"3,411",4483,2.3,0,52,ST,"30,240",96.67%,5,7,"29,233",,"29,233",,,,,
Deca01,10/26/2015,CARM17,"3,421",4494,1.4,0,52,ST,"26,760",96.23%,5,7,"25,751",,"25,751",,,,,
Deca03,10/26/2015,ZPD,"3,403",4475,,,,PD,"2,680",94.07%,5,7,"2,521",,"2,521",,,,,
Hamb01,10/26/2015,MH ST,"3,394",4465,2.7,0,48,ST,"27,080",95.47%,5,7,"25,854",,"25,854",,,,,
Hamb03,10/26/2015,COOMBE,"3,425",4489,2.3,0,48,EB,"43,100",93.99%,5,7,"40,509",,"40,509",,,,,
Hann01,10/26/2015,C19,"3,400",4471,2,0,41,ST,"58,540",96.39%,5,7,"56,426",,"56,426",,,,,
Hann01,10/26/2015,C19,"3,407",4478,0.68,0,43,ST,"51,320",97.04%,5,7,"49,803",,"49,803",,,,,
Hann01,10/26/2015,C18,"3,414",4486,2.75,0,40,ST,"60,460",96.23%,5,7,"58,178",,"58,178",,,,,
Hann01,10/26/2015,C18,"3,422",4495,3.6,0,38,ST,"52,680",95.92%,5,7,"50,530",,"50,227",,,,,
Norr01,10/26/2015,A-9,"3,419",4492,3,0,60,HO,"36,840",84.93%,5,7,"31,289",,"31,289",,,,,
Paqu05,10/26/2015,PH1,"3,408",4479,2.3,0,63,ST,"30,320",95.55%,5,7,"28,970",,"28,970",,,,,
Paqu05,10/26/2015,PH1,"3,418",4491,2,0,57,ST,"21,920",96.39%,5,7,"21,128",,"21,128",,,,,
Pink01,10/26/2015,CHER02,"3,395",4466,5.69,0,36,HO,"17,660",88.24%,5,7,"15,584",,"15,165",,,,,
Pink01,10/26/2015,CHER03,"3,402",4473,3.52,0,28,HO,"17,000",90.08%,5,7,"15,313",,"15,233",,,,,
Pink01,10/26/2015,CHER03,"3,415",4487,6.11,0,37,HO,"17,660",93.24%,5,7,"16,466",,"15,954",,,,,
Ross02,10/26/2015,LS New,"3,399",4470,1.6,0,40,ST,"16,140",94.24%,5,7,"15,211",,"15,211",,,,,
Shur02,10/26/2015,4,"3,409",4480,2.3,0,34,HO,"23,140",89.37%,5,7,"20,680",,"20,680",,,,,
Shur02,10/26/2015,4,"3,417",4490,1.5,0,34,HO,"22,280",88.41%,5,7,"19,697",,"19,697",,,,,
Ashl02,10/27/2015,13H,"3,430",4505,2.8,0,40,HO,"46,160",94.55%,5,7,"43,642",,"43,642",,,,,
Ashl02,10/27/2015,13H,"3,440",4518,1.6,0,40,HO,"42,580",95.92%,5,7,"40,842",,"40,842",,,,,
Ashl02,10/27/2015,13H,"3,445",4529,2.7,0,42,HO,"28,480",89.62%,5,7,"25,525",,"25,525",,,,,
Bett01,10/27/2015,10,"3,428",4503,4.3,0,54,ST,"56,560",94.29%,5,7,"53,332",,"53,332",,,,,
Bett01,10/27/2015,10,"3,437",4514,1.3,0,52,ST,"48,420",94.03%,5,7,"45,530",,"45,530",,,,,
Bett01,10/27/2015,11,"3,442",4521,2,0,35,ST,"54,180",93.72%,5,7,"50,776",,"50,776",,,,,
Chan01,10/27/2015,CHAN#3,"3,432",4506,29.5,0,28,ST,"30,680",84.36%,5,7,"25,882",,"19,023",,,,,
Chan01,10/27/2015,CHAN#3,"3,432",4522,29.5,0,28,ST,"13,040",84.36%,5,7,"11,000",,"8,085",,,,,
Deca01,10/27/2015,CAR17,"3,427",4502,2.9,0,52,ST,"31,020",96.29%,5,7,"29,868",,"29,868",,,,,
Deca01,10/27/2015,CAR17,"3,434",4510,2.25,0,52,ST,"30,400",96.59%,5,7,"29,364",,"29,364",,,,,
Deca01,10/27/2015,CAR17,"3,434",4512,2.25,0,52,ST,"18,520",96.59%,5,7,"17,889",,"17,889",,,,,
Deca01,10/27/2015,CARM13,"3,447",4532,3.3,0,52,ST,"11,180",93.97%,5,7,"10,506",,"10,506",,,,,
Deca03,10/27/2015,ZPD,"3,423",4496,,,,PD,"2,340",96.13%,5,7,"2,249",,"2,249",,,,,
Deca03,10/27/2015,ZPD,"3,423",4498,,,,PD,"1,640",96.13%,5,7,"1,576",,"1,576",,,,,
Deca03,10/27/2015,ZPD,"3,423",4499,,,,PD,"2,040",96.13%,5,7,"1,961",,"1,961",,,,,
Deca03,10/27/2015,ZPD,"3,423",4500,,,,PD,"1,980",96.13%,5,7,"1,903",,"1,903",,,,,
Deca03,10/27/2015,ZPD,"3,423",4526,,,,PD,"5,320",96.13%,5,7,"5,114",,"5,114",,,,,
Deca03,10/27/2015,ZPD,"3,423",4528,,,,PD,"5,580",96.13%,5,7,"5,364",,"5,364",,,,,
Deca03,10/27/2015,ZPD,"3,423",4530,,,,PD,"6,420",96.13%,5,7,"6,171",,"6,171",,,,,
Gate03,10/27/2015,FRONT,"3,424",4497,2,0,34,MX,"30,580",95.05%,5,7,"29,067",,"29,067",,,,,
Gate03,10/27/2015,FRONT,"3,429",4504,2.1,0,52,MX,"29,440",92.97%,5,7,"27,371",,"27,371",,,,,
Gate03,10/27/2015,FRONT,"3,435",4511,1.8,0,39,MX,"55,580",96.27%,5,7,"53,506",,"53,506",,,,,
Gate03,10/27/2015,FRONT,"3,435",4519,1.8,0,39,MX,"7,180",96.27%,5,7,"6,912",,"6,912",,,,,
Hann01,10/27/2015,C18,"3,433",4509,2.45,0,38,ST,"60,740",96.21%,5,7,"58,440",,"58,440",,,,,
Hann01,10/27/2015,C18,"3,433",4515,2.45,0,38,ST,"37,120",96.21%,5,7,"35,715",,"35,715",,,,,
Hann01,10/27/2015,C17,"3,444",4525,2.5,0,40,ST,"58,440",96.98%,5,7,"56,672",,"56,672",,,,,
Hann01,10/27/2015,C17,"3,444",4527,2.5,0,40,ST,"51,320",96.98%,5,7,"49,768",,"49,768",,,,,
Morr02,10/27/2015,Thomst,"3,431",4507,3.75,0,26,ST,"52,540",92.00%,5,7,"48,335",,"48,335",,,,,
Morr02,10/27/2015,Thomst,"3,431",4508,3.75,0,26,ST,"16,100",92.00%,5,7,"14,812",,"14,812",,,,,
Paqu05,10/27/2015,PH2,"3,439",4517,2.2,0,49,ST,"30,820",96.40%,5,7,"29,711",,"29,711",,,,,
Pink01,10/27/2015,Canal,"3,426",4501,2.9,0,37,HO,"15,220",94.26%,5,7,"14,347",,"14,347",,,,,
Pink02,10/27/2015,#8,"3,438",4516,2,0,52,ST,"25,200",92.93%,5,7,"23,419",,"23,419",,,,,
Shur02,10/27/2015,5,"3,436",4513,8.7,0,34,HO,"19,260",81.44%,5,7,"15,686",,"14,792",,,,,
Shur02,10/27/2015,6,"3,443",4524,2.3,0,39,EB,"7,940",85.94%,5,7,"6,824",,"6,824",,,,,
Ward01,10/27/2015,#7,"3,441",4520,2,0,35,ST,"50,600",94.85%,5,7,"47,995",,"47,995",,,,,
Ward01,10/27/2015,#7,"3,441",4523,2,0,35,ST,"40,600",94.85%,5,7,"38,510",,"38,510",,,,,
Ashl02,10/28/2015,13H,"3,448",4533,2.1,0,21,HO,"43,460",94.39%,5,7,"41,023",,"41,023",,,,,
Deca01,10/28/2015,CARM14,"3,454",4539,0.4,0,72,ST,"13,160",97.01%,5,7,"12,766",,"12,766",,,,,
Deca01,10/28/2015,CARM15,"3,458",4546,2.5,0,54,ST,"26,820",96.37%,5,7,"25,847",,"25,847",,,,,
Deca01,10/28/2015,CARM16,"3,469",4563,3.2,0,63,ST,"29,860",92.72%,5,7,"27,687",,"27,687",,,,,
Deca03,10/28/2015,ZPD,"3,451",4531,,,,PD,820,97.89%,5,7,803,,803,,,,,
Deca03,10/28/2015,ZPD,"3,451",4537,,,,PD,"1,080",97.89%,5,7,"1,057",,"1,057",,,,,
Deca03,10/28/2015,ZPD,"3,451",4552,,,,PD,"5,380",97.89%,5,7,"5,267",,"5,267",,,,,
Gate03,10/28/2015,BACKWO,"3,462",4550,3.73,0,39,HO,"29,200",94.87%,5,7,"27,702",,"27,702",,,,,
Gate03,10/28/2015,BACKWO,"3,462",4554,3.73,0,39,HO,"53,580",94.87%,5,7,"50,831",,"50,831",,,,,
Gate03,10/28/2015,BACKWO,"3,462",4558,3.73,0,39,HO,"29,180",94.87%,5,7,"27,683",,"27,683",,,,,
Gate03,10/28/2015,BACKWO,"3,462",4560,3.73,0,39,HO,"2,680",94.87%,5,7,"2,542",,"2,542",,,,,
Hamb03,10/28/2015,COOMBE,"3,464",4553,0.9,0,48,MX,"16,020",93.45%,5,7,"14,970",,"14,970",,,,,
Hann01,10/28/2015,C17,"3,453",4538,3.1,0,48,ST,"58,600",96.90%,5,7,"56,786",,"56,786",,,,,
Hann01,10/28/2015,C17,"3,453",4543,3.1,0,48,ST,"51,600",96.90%,5,7,"50,002",,"50,002",,,,,
Hann01,10/28/2015,C17,"3,453",4544,3.1,0,48,ST,"31,460",96.90%,5,7,"30,486",,"30,486",,,,,
Hann01,10/28/2015,C12,"3,460",4548,2.1,0,55,HO,"19,360",97.77%,5,7,"18,928",,"18,928",,,,,
Hann01,10/28/2015,C 1,"3,466",4557,2.6,0,49,HO,"37,600",94.54%,5,7,"35,546",,"35,546",,,,,
Hann01,10/28/2015,C 2,"3,467",4561,4.4,0,52,HO,"16,040",95.60%,5,7,"15,335",,"15,120",,,,,
Harj01,10/28/2015,BYR 12,"3,449",4534,7.25,0,47,ST,"52,220",94.26%,5,7,"49,223",,"47,131",,,,,
Harj01,10/28/2015,BYR 12,"3,449",4540,7.25,0,47,ST,"49,200",94.26%,5,7,"46,376",,"44,405",,,,,
Harj01,10/28/2015,BYR 12,"3,450",4535,4.4,0,47,ST,"45,800",93.12%,5,7,"42,648",,"42,648",,,,,
Harj01,10/28/2015,BYR 12,"3,456",4542,3.8,0,47,ST,"53,600",92.12%,5,7,"49,378",,"49,378",,,,,
Harj01,10/28/2015,BYR 12,"3,459",4547,4.5,0,47,ST,"45,880",93.57%,5,7,"42,930",,"42,930",,,,,
Harj01,10/28/2015,BYR 13,"3,463",4551,2.7,0,45,ST,"49,680",93.57%,5,7,"46,484",,"46,484",,,,,
Harj01,10/28/2015,BYR 13,"3,465",4556,3,0,45,ST,"52,520",91.59%,5,7,"48,105",,"48,105",,,,,
Harj01,10/28/2015,BYR 13,"3,465",4559,3,0,45,ST,"45,200",91.59%,5,7,"41,400",,"41,400",,,,,
Kopa01,10/28/2015,Satuit,"",,,,,BL,"","",5,7,"",,"",,,,,
Paqu05,10/28/2015,PH2,"3,452",4536,3.2,0,64,ST,"30,820",95.22%,5,7,"29,346",,"29,346",,,,,
Paqu05,10/28/2015,PH3,"3,468",4562,1.4,0,64,ST,"23,840",95.89%,5,7,"22,860",,"22,860",,,,,
Pink01,10/28/2015,Swamp,"3,455",4541,1.2,0,63,HO,"17,420",92.57%,5,7,"16,126",,"16,126",,,,,
Pink01,10/28/2015,Orig.,"3,457",4545,3.2,0,37,HO,"11,740",94.89%,5,7,"11,140",,"11,118",,,,,
Ross02,10/28/2015,LS Old,"3,461",4549,2.2,0,48,MX,"30,920",95.14%,5,7,"29,416",,"29,416",,,,,
Ashl02,10/29/2015,10 H,"3,475",4571,2,0,44,HO,"43,160",92.60%,5,7,"39,967",,"39,967",,,,,
Ashl02,10/29/2015,10 H,"3,480",4579,2.25,0,44,HO,"44,620",92.29%,5,7,"41,181",,"41,181",,,,,
Ashl02,10/29/2015,10 H,"3,480",4582,2.25,0,44,HO,"34,000",92.29%,5,7,"31,380",,"31,380",,,,,
Deca01,10/29/2015,CARM16,"3,469",4565,3.2,0,63,ST,"9,960",92.72%,5,7,"9,235",,"9,235",,,,,
Deca01,10/29/2015,CAR21,"3,472",4568,3.42,0,60,ST,"30,180",92.33%,5,7,"27,865",,"27,748",,,,,
Deca01,10/29/2015,CAR21,"3,474",4570,4.63,0,71,ST,"29,400",92.74%,5,7,"27,265",,"26,821",,,,,
Deca01,10/29/2015,CAR21,"3,476",4572,3.55,0,52,MX,"46,920",90.60%,5,7,"42,509",,"42,276",,,,,
Deca01,10/29/2015,CAR21,"3,476",4576,3.55,0,52,MX,"18,420",90.60%,5,7,"16,689",,"16,597",,,,,
Deca01,10/29/2015,CAR21,"3,479",4577,3,0,60,MX,"13,300",93.53%,5,7,"12,439",,"12,439",,,,,
Deca01,10/29/2015,CAR21,"3,482",4583,2.7,0,60,MX,"4,120",90.73%,5,7,"3,738",,"3,738",,,,,
Deca03,10/29/2015,ZPD,"3,451",4573,,,,PD,"5,120",97.89%,5,7,"5,012",,"5,012",,,,,
Deca03,10/29/2015,ZPD,"3,451",4580,,,,PD,"4,240",97.89%,5,7,"4,151",,"4,151",,,,,
Hamb01,10/29/2015,MM,"3,481",4581,2.1,0,42,MX,"41,800",93.93%,5,7,"39,262",,"39,262",,,,,
Hann01,10/29/2015,C 3,"3,473",4569,2.3,0,42,HO,"18,780",95.52%,5,7,"17,939",,"17,939",,,,,
Harj01,10/29/2015,BYR 13,"3,470",4564,4.6,0,42,ST,"48,740",91.26%,5,7,"44,480",,"43,768",,,,,
Harj01,10/29/2015,BYR 14,"3,471",4566,5.1,0,44,ST,"52,340",90.75%,5,7,"47,497",,"47,497",,,,,
Harj01,10/29/2015,BYR 14,"3,471",4567,5.1,0,44,ST,"45,840",90.75%,5,7,"41,598",,"41,598",,,,,
Harj01,10/29/2015,BYRN11,"3,478",4575,5.9,0,44,ST,"50,480",92.09%,5,7,"46,489",,"46,489",,,,,
Harj01,10/29/2015,BYRN11,"3,478",4578,5.9,0,44,ST,"52,740",92.09%,5,7,"48,571",,"48,571",,,,,
Pink01,10/29/2015,Sand,"3,477",4574,1.8,0,41,HO,"14,160",93.62%,5,7,"13,256",,"13,256",,,,,
Ashl02,10/30/2015,10 H,"3,484",4585,2.2,0,44,HO,"28,260",92.65%,5,7,"26,182",,"26,182",,,,,
Deca01,10/30/2015,STU4,"3,488",4591,1,0,60,MX,"28,400",95.15%,5,7,"27,022",,"27,022",,,,,
Deca01,10/30/2015,CARM17,"3,491",4594,2.8,0,68,ST,"25,600",93.15%,5,7,"23,846",,"23,846",,,,,
Deca01,10/30/2015,STU4,"3,493",4596,1.77,0,60,MX,"51,440",95.25%,5,7,"48,996",,"48,996",,,,,
Deca01,10/30/2015,STU4,"3,493",4598,1.77,0,60,MX,"28,380",95.25%,5,7,"27,031",,"27,031",,,,,
Deca01,10/30/2015,STU4,"3,493",4602,1.77,0,60,MX,"12,800",95.25%,5,7,"12,192",,"12,192",,,,,
Deca03,10/30/2015,ZPD,"3,483",4584,,,,PD,"6,800",100.28%,5,7,"6,819",,"6,819",,,,,
Deca03,10/30/2015,ZPD,"3,483",4586,,,,PD,"3,220",100.28%,5,7,"3,229",,"3,229",,,,,
Deca03,10/30/2015,ZPD,"3,483",4589,,,,PD,"4,360",100.28%,5,7,"4,372",,"4,372",,,,,
