grower_id,deliver_date,Bog,LotID,GTL,Rot,Debris,Color,Variety,GTL,Pack Out %,kqf_pre,kqf_final,Lot Pack Out,Useable w3% allow,"Useable 
w 3 % Allow",GTLID,BogID,# Totes,"Ave Bin 
Wgt.",NetWeight
Reze02,9/29/2014,#4,"2,468",3158,3.89,0,27,BL,"55,900",95.91%,2,4,"53,613","53,613",,,,,,
Reze02,9/29/2014,#4,"2,473",3163,0.5,0,32,BL,"45,040",96.54%,2,4,"43,480","43,480",,,,,,
Reze02,9/29/2014,#4,"2,476",3167,2.42,0,32,BL,"56,020",97.31%,2,4,"54,511","54,511",,,,,,
Reze02,9/29/2014,#4,"2,476",3169,2.42,0,32,BL,"10,320",97.31%,2,4,"10,042","10,042",,,,,,
Shur02,9/29/2014,1,"2,466",3154,2.3,0,38,MX,"23,040",94.12%,2,4,"21,686","21,686",,,,,,
Shur02,9/29/2014,1,"2,466",3156,2.3,0,38,MX,"20,160",94.12%,2,4,"18,975","18,975",,,,,,
Shur02,9/29/2014,1,"2,466",3157,2.3,0,38,MX,"8,680",94.12%,2,4,"8,170","8,170",,,,,,
Deca03,9/30/2014,ZPD,"2,470",3176,0,0,,PD,"2,760",98.62%,2,4,"2,722","2,722",,,,,,
Deca03,9/30/2014,ZPD,"2,470",3179,0,0,,PD,"6,480",98.62%,2,4,"6,390","6,390",,,,,,
Hann03,9/30/2014,B3,"2,482",3175,0.7,0,60,EB,"42,260",95.31%,2,4,"40,280","40,280",,,,,,
Hann03,9/30/2014,B2,"2,484",3178,1.03,0,50,EB,"56,160",95.36%,2,4,"53,557","53,557",,,,,,
Hann03,9/30/2014,B2,"2,484",3180,1.03,0,50,EB,"36,000",95.36%,2,4,"34,331","34,331",,,,,,
Reze01,9/30/2014,Lanz 8,"2,483",3177,18.09,0,34,BL,"20,080",83.10%,2,4,"16,686","14,168",,,,,,
Deca03,10/1/2014,ZPD,"2,485",3181,0,0,,PD,"2,220",98.22%,2,4,"2,181","2,181",,,,,,
Deca03,10/1/2014,ZPD,"2,485",3182,0,0,,PD,"3,120",98.22%,2,4,"3,064","3,064",,,,,,
Hann03,10/1/2014,B4,"2,486",3183,0.45,0,39,BL,"11,560",97.47%,2,4,"11,267","11,267",,,,,,
Hann03,10/1/2014,B1,"2,489",3187,0.62,0,28,ST,"14,280",96.20%,2,4,"13,737","13,737",,,,,,
Hann03,10/1/2014,B5a,"2,500",3197,2.95,0,45,BL,"47,700",90.62%,2,4,"43,228","43,228",,,,,,
John03,10/1/2014,1,"2,487",3184,3.96,0,34,MX,"17,460",92.88%,2,4,"16,217","16,217",,,,,,
John03,10/1/2014,1,"2,491",3188,1.38,0,31,MX,"6,760",90.56%,2,4,"6,122","6,122",,,,,,
Medi01,10/1/2014,A3,"2,493",3190,0.8,0,41,BL,"7,300",96.51%,2,4,"7,045","7,045",,,,,,
Medi01,10/1/2014,A4,"2,496",3193,2.52,0,41,MX,"7,860",96.26%,2,4,"7,566","7,566",,,,,,
Medi01,10/1/2014,A5,"2,499",3196,1.1,0,37,EB,"7,380",94.04%,2,4,"6,940","6,940",,,,,,
Pava01,10/1/2014,1,"2,490",3186,28.42,0,35,EB,"5,120",75.39%,2,4,"3,860","2,879",,,,,,
Pink01,10/1/2014,BShant,"2,492",3189,13.19,0,42,EB,"16,900",92.19%,2,4,"15,580","13,992",,,,,,
Pink01,10/1/2014,BShant,"2,494",3191,10.6,0,38,EB,"17,920",91.48%,2,4,"16,394","15,148",,,,,,
Pink01,10/1/2014,BShant,"2,497",3194,10.56,0,52,EB,"9,460",92.61%,2,4,"8,761","8,099",,,,,,
Reze01,10/1/2014,Lanz 6,"2,488",3185,3.51,0,27,BL,"7,040",88.49%,2,4,"6,230","6,198",,,,,,
Reze01,10/1/2014,Lanz 4,"2,495",3192,1.24,0,32,BL,"54,360",94.08%,2,4,"51,143","51,143",,,,,,
Reze01,10/1/2014,Lanz 4,"2,498",3195,1.83,0,35,BL,"34,960",94.93%,2,4,"33,188","33,188",,,,,,
Ashl02,10/2/2014,7 E,"2,503",3200,0.81,0,39,BL,"42,680",96.84%,2,4,"41,331","41,331",,,,,,
Ashl02,10/2/2014,7 E,"2,503",3201,0.81,0,39,BL,"43,660",96.84%,2,4,"42,281","42,281",,,,,,
Ashl02,10/2/2014,7 E,"2,505",3203,1.24,0,27,BL,"43,040",96.90%,2,4,"41,706","41,706",,,,,,
Ashl02,10/2/2014,7 E,"2,505",3208,1.24,0,27,BL,"46,460",96.90%,2,4,"45,021","45,021",,,,,,
Ashl02,10/2/2014,7 E,"2,513",3214,1.2,0,20,BL,"37,120",96.47%,2,4,"35,811","35,811",,,,,,
Bett01,10/2/2014,4,"2,510",3211,6.19,0,20,ST,"39,900",93.92%,2,4,"37,475","36,280",,,,,,
Hann01,10/2/2014,C 8,"2,501",3198,0.76,0,49,EB,"4,360",92.32%,2,4,"4,025","4,025",,,,,,
Hann01,10/2/2014,C19,"2,504",3202,1.26,0,25,ST,"57,380",98.18%,2,4,"56,334","56,334",,,,,,
Hann01,10/2/2014,C19,"2,504",3209,1.26,0,25,ST,"39,600",98.18%,2,4,"38,878","38,878",,,,,,
Hann01,10/2/2014,C18,"2,511",3212,1.01,0,22,ST,"57,340",96.70%,2,4,"55,450","55,450",,,,,,
Medi01,10/2/2014,A2,"2,502",3199,0.72,0,41,EB,"26,200",92.54%,2,4,"24,246","24,246",,,,,,
Medi01,10/2/2014,A2,"2,508",3206,1.8,0,38,EB,"21,080",95.33%,2,4,"20,096","20,096",,,,,,
Medi01,10/2/2014,A2,"2,512",3213,2.9,0,29,EB,"17,900",94.80%,2,4,"16,970","16,970",,,,,,
Norr02,10/2/2014,BS2,"2,506",3204,2.6,0,32,ST,"31,220",90.57%,2,4,"28,275","28,275",,,,,,
Perr03,10/2/2014,2,"2,509",3207,10.39,0,22,BL,"23,320",92.31%,2,4,"21,527","19,936",,,,,,
Reze01,10/2/2014,Ell 4,"2,507",3205,1.07,0,30,BL,"53,280",96.14%,2,4,"51,225","51,225",,,,,,
Reze01,10/2/2014,Ell 4,"2,507",3210,1.07,0,30,BL,"41,600",96.14%,2,4,"39,995","39,995",,,,,,
Bett01,10/3/2014,4,"2,515",3219,2.7,0,21,ST,"27,480",94.59%,2,4,"25,993","25,993",,,,,,
Bett01,10/3/2014,5,"2,519",3223,5.56,0,20,ST,"38,060",92.78%,2,4,"35,311","34,407",,,,,,
Bett01,10/3/2014,5,"2,519",3226,5.56,0,20,ST,"36,220",92.78%,2,4,"33,604","32,743",,,,,,
Bett01,10/3/2014,5,"2,519",3229,5.56,0,20,ST,"24,840",92.78%,2,4,"23,046","22,456",,,,,,
Deca03,10/3/2014,ZPD,"2,522",3228,0,0,,PD,"10,140",99.07%,2,4,"10,046","10,046",,,,,,
Hamb01,10/3/2014,MH EB,"2,517",3221,1.8,0,23,EB,"12,160",96.22%,2,4,"11,700","11,700",,,,,,
Hann01,10/3/2014,C18,"2,511",3217,1.01,0,22,ST,"16,740",96.70%,2,4,"16,188","16,188",,,,,,
Hann01,10/3/2014,C18,"2,511",3218,1.01,0,22,ST,"49,600",96.70%,2,4,"47,965","47,965",,,,,,
Hann01,10/3/2014,C17,"2,516",3220,0.5,0,20,ST,"57,700",97.44%,2,4,"56,223","56,223",,,,,,
Hann01,10/3/2014,C17,"2,520",3224,0.52,0,31,ST,"49,940",97.69%,2,4,"48,787","48,787",,,,,,
Hann01,10/3/2014,C17,"2,523",3230,1.23,0,30,ST,"57,460",97.58%,2,4,"56,071","56,071",,,,,,
Hann01,10/3/2014,C17,"2,523",3231,1.23,0,30,ST,"50,300",97.58%,2,4,"49,085","49,085",,,,,,
Medi01,10/3/2014,A6,"2,521",3225,2.5,0,26,EB,"29,440",95.28%,2,4,"28,050","28,050",,,,,,
Medi01,10/3/2014,A6,"2,521",3227,2.5,0,26,EB,"21,840",95.28%,2,4,"20,808","20,808",,,,,,
Medi01,10/3/2014,A6,"2,524",3232,2.28,0,32,EB,"29,140",96.05%,2,4,"27,988","27,988",,,,,,
Reze01,10/3/2014,Ell 3,"2,514",3215,0.9,0,21,BL,"53,300",97.92%,2,4,"52,192","52,192",,,,,,
Reze01,10/3/2014,Ell 3,"2,514",3216,0.9,0,21,BL,"6,400",97.92%,2,4,"6,267","6,267",,,,,,
Reze01,10/3/2014,Lanz 7,"2,518",3222,2.4,0,21,BL,"14,880",85.54%,2,4,"12,729","12,729",,,,,,
Medi01,10/4/2014,A6,"2,525",3233,1.21,0,37,EB,"21,540",95.47%,2,4,"20,564","20,564",,,,,,
Medi01,10/4/2014,A6,"2,525",3235,1.21,0,37,EB,"16,680",95.47%,2,4,"15,925","15,925",,,,,,
Reze01,10/4/2014,Lanz 3,"2,526",3234,0.6,0,24,ST,"42,440",92.63%,2,4,"39,314","39,314",,,,,,
Bott05,10/6/2014,1,"2,535",3249,2.6,0,33,EB,"48,740",93.79%,2,4,"45,711","45,711",,,,,,
Deca01,10/6/2014,C AR01,"2,531",3240,5.27,0,44,EB,"39,960",94.26%,2,4,"37,668","36,813",,,,,,
Deca01,10/6/2014,C AR01,"2,531",3243,5.27,0,44,EB,"6,900",94.26%,2,4,"6,504","6,357",,,,,,
Deca03,10/6/2014,ZPD,"2,538",3254,0,0,,PD,"7,380",101.23%,2,4,"7,471","7,471",,,,,,
Hann01,10/6/2014,C15,"2,529",3238,2.04,0,39,BL,"59,560",96.73%,2,4,"57,613","57,613",,,,,,
Hann01,10/6/2014,C15,"2,529",3242,2.04,0,39,BL,"51,180",96.73%,2,4,"49,507","49,507",,,,,,
Hann01,10/6/2014,C15,"2,529",3245,2.04,0,39,BL,"59,060",96.73%,2,4,"57,129","57,129",,,,,,
Hann01,10/6/2014,C15,"2,529",3247,2.04,0,39,BL,"52,240",96.73%,2,4,"50,532","50,532",,,,,,
Hann01,10/6/2014,C15,"2,529",3250,2.04,0,39,BL,"60,940",96.73%,2,4,"58,947","58,947",,,,,,
Hann01,10/6/2014,C15,"2,529",3251,2.04,0,39,BL,"52,600",96.73%,2,4,"50,880","50,880",,,,,,
Hann01,10/6/2014,C15,"2,529",3256,2.04,0,39,BL,"40,480",96.73%,2,4,"39,156","39,156",,,,,,
Medi01,10/6/2014,A7,"2,530",3239,1.7,0,30,ST,"20,480",94.33%,2,4,"19,318","19,318",,,,,,
Medi01,10/6/2014,A8,"2,534",3248,2.54,0,36,EB,"22,500",97.23%,2,4,"21,877","21,877",,,,,,
Norr02,10/6/2014,BS3,"2,527",3236,14.62,0,30,ST,"33,860",84.86%,2,4,"28,732","25,393",,,,,,
Pink01,10/6/2014,Ramp,"2,528",3237,2.04,0,40,EB,"17,800",94.03%,2,4,"16,737","16,737",,,,,,
Pink01,10/6/2014,3House,"2,532",3241,4.71,0,58,EB,"14,300",96.01%,2,4,"13,729","13,729",,,,,,
Pink01,10/6/2014,Center,"2,536",3252,1.74,0,56,EB,"16,660",95.38%,2,4,"15,891","15,891",,,,,,
Pink01,10/6/2014,Center,"2,536",3255,1.74,0,56,EB,"15,800",95.38%,2,4,"15,070","15,070",,,,,,
Reze02,10/6/2014,#6,"2,533",3244,1.03,0,35,BL,"56,180",95.53%,2,4,"53,668","53,668",,,,,,
Reze02,10/6/2014,#6,"2,533",3246,1.03,0,35,BL,"40,020",95.53%,2,4,"38,231","38,231",,,,,,
Reze02,10/6/2014,#16,"2,537",3253,0.6,0,26,ST,"54,840",95.46%,2,4,"52,351","52,351",,,,,,
Bott05,10/7/2014,2,"2,539",3257,1.69,0,42,EB,"36,640",96.05%,2,4,"35,194","35,194",,,,,,
Dvor01,10/7/2014,High 4,"2,544",3263,0.89,0,57,EB,"13,700",94.43%,2,4,"12,937","12,937",,,,,,
Hamb03,10/7/2014,COOMBE,"2,550",3271,1.5,0,37,EB,"20,080",96.90%,2,4,"19,458","19,458",,,,,,
Hann01,10/7/2014,C16,"2,540",3258,1.07,0,34,BL,"50,220",97.53%,2,4,"48,979","48,979",,,,,,
Hann01,10/7/2014,C16,"2,547",3267,1.12,0,40,BL,"59,380",96.76%,2,4,"57,459","57,459",,,,,,
Hann01,10/7/2014,C16,"2,547",3268,1.12,0,40,BL,"50,460",96.76%,2,4,"48,827","48,827",,,,,,
Paqu04,10/7/2014,LP3,"2,548",3269,3.84,0,27,EB,"26,800",96.47%,2,4,"25,854","25,854",,,,,,
Pink01,10/7/2014,Center,"2,542",3260,7.34,0,41,EB,"13,080",94.38%,2,4,"12,345","11,809",,,,,,
Reze02,10/7/2014,#15,"2,541",3259,0.73,0,26,ST,"52,040",96.81%,2,4,"50,377","50,377",,,,,,
Reze02,10/7/2014,#15,"2,541",3261,0.73,0,26,ST,"47,500",96.81%,2,4,"45,983","45,983",,,,,,
Reze02,10/7/2014,#9,"2,545",3264,0.98,0,23,ST,"52,400",96.30%,2,4,"50,459","50,459",,,,,,
Reze02,10/7/2014,#9,"2,545",3266,0.98,0,23,ST,"22,240",96.30%,2,4,"21,416","21,416",,,,,,
Reze02,10/7/2014,#14,"2,549",3270,0.88,0,26,ST,"52,880",96.57%,2,4,"51,066","51,066",,,,,,
Youn01,10/7/2014,Mdw St,"2,543",3262,0.6,0,37,BL,"21,020",93.53%,2,4,"19,660","19,660",,,,,,
Youn01,10/7/2014,Mdw St,"2,546",3265,1.8,0,38,MX,"20,880",96.04%,2,4,"20,054","20,054",,,,,,
Deca01,10/8/2014,CAR23,"2,567",3292,6.32,0,41,BL,"40,160",94.83%,2,4,"38,082","36,818",,,,,,
Deca03,10/8/2014,ZPD,"2,552",3275,0,0,,PD,"8,080",94.22%,2,4,"7,613","7,613",,,,,,
Deca03,10/8/2014,ZPD,"2,552",3281,0,0,,PD,"4,260",94.22%,2,4,"4,014","4,014",,,,,,
Dvor01,10/8/2014,High 4,"2,556",3279,2.67,0,52,EB,"11,400",96.63%,2,4,"11,016","11,016",,,,,,
Hann01,10/8/2014,C16,"2,547",3272,1.12,0,40,BL,"58,160",96.76%,2,4,"56,278","56,278",,,,,,
Hann01,10/8/2014,C16,"2,547",3273,1.12,0,40,BL,"31,520",96.76%,2,4,"30,500","30,500",,,,,,
Hann01,10/8/2014,C14,"2,557",3280,1.63,0,55,EB,"59,780",95.03%,2,4,"56,808","56,808",,,,,,
Hann01,10/8/2014,C10,"2,564",3289,1.41,0,53,EB,"57,620",95.86%,2,4,"55,234","55,234",,,,,,
Hann01,10/8/2014,C10,"2,564",3291,1.41,0,53,EB,"16,460",95.86%,2,4,"15,778","15,778",,,,,,
Harj01,10/8/2014,BRUF#1,"2,551",3274,0.71,0,45,EB,"33,120",95.13%,2,4,"31,506","31,506",,,,,,
Harj01,10/8/2014,BRUF#2,"2,561",3285,2.11,0,44,EB,"34,920",94.37%,2,4,"32,955","32,955",,,,,,
Norr01,10/8/2014,A-3,"2,565",3288,19.52,0,40,ST,"41,720",81.20%,2,4,"33,875","28,279",,,,,,
Paqu04,10/8/2014,LP2,"2,562",3286,2,0,27,EB,"21,680",98.51%,2,4,"21,357","21,357",,,,,,
Pett02,10/8/2014,#4,"2,559",3283,5.3,0,38,BL,"21,340",96.75%,2,4,"20,647","20,647",,,,,,
Pett02,10/8/2014,#4,"2,566",3290,4.06,0,37,BL,"9,080",98.12%,2,4,"8,909","8,909",,,,,,
Pink01,10/8/2014,Reserv,"2,554",3277,16.9,0,51,EB,"16,060",94.51%,2,4,"15,178","13,068",,,,,,
Pink01,10/8/2014,road,"2,563",3287,2.54,0,56,EB,"8,420",96.02%,2,4,"8,085","8,085",,,,,,
Reze02,10/8/2014,#14,"2,555",3278,0.82,0,27,ST,"48,960",97.01%,2,4,"47,496","47,496",,,,,,
Youn01,10/8/2014,Mdw St,"2,553",3276,2,0,44,EB,"20,920",96.16%,2,4,"20,117","20,117",,,,,,
Youn01,10/8/2014,Mdw St,"2,558",3282,1.74,0,51,EB,"20,860",95.84%,2,4,"19,993","19,993",,,,,,
Youn01,10/8/2014,Mdw St,"2,560",3284,2.05,0,40,EB,"14,180",96.37%,2,4,"13,665","13,665",,,,,,
Bott05,10/9/2014,4,"2,583",3315,1.4,0,26,EB,"34,640",92.68%,2,4,"32,105","32,105",,,,,,
Deca01,10/9/2014,CAR23,"2,567",3293,6.32,0,41,BL,"31,640",94.83%,2,4,"30,003","29,007",,,,,,
Deca03,10/9/2014,ZPD,"2,552",3294,0,0,,PD,"9,100",94.22%,2,4,"8,574","8,574",,,,,,
Deca03,10/9/2014,ZPD,"2,552",3299,0,0,,PD,"3,320",94.22%,2,4,"3,128","3,128",,,,,,
Deca03,10/9/2014,ZPD,"2,572",3301,0,0,,PD,"1,700",98.24%,2,4,"1,670","1,670",,,,,,
Hann01,10/9/2014,C 9,"2,569",3296,1.6,0,58,EB,"50,240",95.92%,2,4,"48,188","48,188",,,,,,
Hann01,10/9/2014,C13,"2,570",3297,1.54,0,55,EB,"39,100",95.57%,2,4,"37,368","37,368",,,,,,
Hann01,10/9/2014,C 7,"2,573",3302,1.68,0,42,EB,"26,220",95.79%,2,4,"25,117","25,117",,,,,,
Hann01,10/9/2014,C 5,"2,577",3307,1.87,0,41,EB,"30,940",96.64%,2,4,"29,901","29,901",,,,,,
Harj01,10/9/2014,BYR 12,"2,579",3309,5.24,0,27,ST,"48,200",95.67%,2,4,"46,113","46,113",,,,,,
Harj01,10/9/2014,BYR 12,"2,579",3313,5.24,0,27,ST,"45,060",95.67%,2,4,"43,109","43,109",,,,,,
Padu01,10/9/2014,Rock#5,"2,574",3304,9.76,0,41,EB,"15,080",93.58%,2,4,"14,112","13,158",,,,,,
Padu01,10/9/2014,Rock#5,"2,578",3308,9.68,0,72,EB,"12,760",94.00%,2,4,"11,995","11,194",,,,,,
Paqu04,10/9/2014,LP2,"2,568",3295,2.9,0,50,EB,"13,440",96.63%,2,4,"12,987","12,987",,,,,,
Pink02,10/9/2014,#22,"2,576",3306,10.62,0,41,BL,"26,740",92.46%,2,4,"24,723","22,839",,,,,,
Pink02,10/9/2014,#3,"2,581",3311,4.82,0,41,BL,"27,140",91.47%,2,4,"24,825","24,373",,,,,,
Reze02,10/9/2014,#10,"2,571",3298,1.49,0,26,ST,"54,340",97.93%,2,4,"53,212","53,212",,,,,,
Reze02,10/9/2014,#10,"2,571",3300,1.49,0,26,ST,"46,240",97.93%,2,4,"45,281","45,281",,,,,,
Reze02,10/9/2014,#10,"2,571",3303,1.49,0,26,ST,"47,760",97.93%,2,4,"46,769","46,769",,,,,,
Reze02,10/9/2014,#11,"2,582",3312,1.99,0,31,ST,"55,580",98.12%,2,4,"54,533","54,533",,,,,,
Reze02,10/9/2014,#11,"2,582",3314,1.99,0,31,ST,"42,640",98.12%,2,4,"41,836","41,836",,,,,,
Deca03,10/10/2014,ZPD,"2,584",3316,0,0,,PD,"8,080",96.89%,2,4,"7,829","7,829",,,,,,
Deca03,10/10/2014,ZPD,"2,584",3330,0,0,,PD,"7,260",96.89%,2,4,"7,034","7,034",,,,,,
Deca03,10/10/2014,ZPD,"2,584",3333,0,0,,PD,820,96.89%,2,4,795,795,,,,,,
Dvor01,10/10/2014,High 1,"2,595",3329,1.16,0,42,EB,"13,780",95.07%,2,4,"13,100","13,100",,,,,,
Dvor01,10/10/2014,High 1,"2,595",3338,1.16,0,42,EB,"9,760",95.07%,2,4,"9,279","9,279",,,,,,
Hamb01,10/10/2014,Pond V,"2,589",3322,0.8,0,45,EB,"15,240",94.05%,2,4,"14,333","14,333",,,,,,
Hann01,10/10/2014,C 6,"2,585",3317,3.14,0,53,EB,"49,620",95.71%,2,4,"47,491","47,491",,,,,,
Hann01,10/10/2014,D-15,"2,593",3327,2.75,0,47,BL,"55,740",93.17%,2,4,"51,931","51,931",,,,,,
Harj01,10/10/2014,BYR 12,"2,587",3319,1.66,0,30,ST,"48,340",97.51%,2,4,"47,138","47,138",,,,,,
Harj01,10/10/2014,BYR 12,"2,587",3320,1.66,0,30,ST,"38,040",97.51%,2,4,"37,095","37,095",,,,,,
Harj01,10/10/2014,BYR 12,"2,588",3321,1.1,0,33,ST,"44,560",96.90%,2,4,"43,177","43,177",,,,,,
Harj01,10/10/2014,BYR 13,"2,594",3328,1.6,0,22,ST,"48,740",95.72%,2,4,"46,653","46,653",,,,,,
Harj01,10/10/2014,BYR 13,"2,597",3334,1.39,0,28,ST,"51,700",95.63%,2,4,"49,439","49,439",,,,,,
Harj01,10/10/2014,BYR 13,"2,597",3336,1.39,0,28,ST,"44,820",95.63%,2,4,"42,859","42,859",,,,,,
Harj01,10/10/2014,BYR 14,"2,602",3342,2.4,0,33,ST,"48,760",92.62%,2,4,"45,163","45,163",,,,,,
Paqu04,10/10/2014,LP6,"2,599",3337,3.2,0,30,ST,"29,040",97.61%,2,4,"28,346","28,346",,,,,,
Pink02,10/10/2014,#22,"2,586",3318,5.2,0,50,BL,"21,240",94.69%,2,4,"20,112","19,670",,,,,,
Pink02,10/10/2014,#23,"2,591",3324,3.7,0,52,BL,"27,060",91.22%,2,4,"24,683","24,510",,,,,,
Pink02,10/10/2014,#23,"2,596",3331,6.9,0,47,BL,"26,680",88.34%,2,4,"23,570","22,651",,,,,,
Pink02,10/10/2014,#23,"2,603",3343,3.1,0,37,MX,"28,740",93.34%,2,4,"26,826","26,799",,,,,,
Reze02,10/10/2014,#12,"2,590",3323,0.85,0,38,ST,"55,680",97.13%,2,4,"54,085","54,085",,,,,,
Reze02,10/10/2014,#12,"2,590",3326,0.85,0,38,ST,"35,520",97.13%,2,4,"34,502","34,502",,,,,,
Reze02,10/10/2014,#5A,"2,600",3339,2.2,0,32,ST,"55,780",97.32%,2,4,"54,283","54,283",,,,,,
Reze02,10/10/2014,#5A,"2,601",3340,1.87,0,31,ST,"46,360",96.61%,2,4,"44,790","44,790",,,,,,
Smit02,10/10/2014,SCR2&3,"2,592",3325,3.43,0,28,ST,"50,660",95.92%,2,4,"48,596","48,387",,,,,,
Smit02,10/10/2014,SCR2&3,"2,592",3332,3.43,0,28,ST,"48,600",95.92%,2,4,"46,619","46,419",,,,,,
Smit02,10/10/2014,LSHAW,"2,598",3335,3.46,0,25,ST,"47,780",96.17%,2,4,"45,948","45,736",,,,,,
Smit02,10/10/2014,LSHAW,"2,598",3341,3.46,0,25,ST,"29,280",96.17%,2,4,"28,157","28,028",,,,,,
Smit02,10/10/2014,USHAW,"2,604",3344,2.32,0,26,ST,"48,400",93.27%,2,4,"45,142","45,142",,,,,,
Bett01,10/11/2014,3,"2,622",3370,10.22,0,32,ST,"25,240",87.73%,2,4,"22,142","20,543",,,,,,
Cham01,10/11/2014,Asnet,"2,618",3372,12.14,0,28,ST,"25,080",95.19%,2,4,"23,874","21,692",,,,,,
Deca03,10/11/2014,ZPD,"2,584",3345,0,0,,PD,960,96.89%,2,4,930,930,,,,,,
Deca03,10/11/2014,ZPD,"2,584",3348,0,0,,PD,"5,440",96.89%,2,4,"5,271","5,271",,,,,,
Deca03,10/11/2014,ZPD,"2,610",3352,0,0,,PD,"8,700",93.59%,2,4,"8,142","8,142",,,,,,
Gate02,10/11/2014,E1,"2,609",3351,1.99,0,31,ST,"48,860",94.21%,2,4,"46,031","46,031",,,,,,
Gate02,10/11/2014,E1,"2,609",3354,1.99,0,31,ST,"44,920",94.21%,2,4,"42,320","42,320",,,,,,
Gate02,10/11/2014,E1,"2,612",3356,1.46,0,29,ST,"50,040",96.97%,2,4,"48,524","48,524",,,,,,
Gate02,10/11/2014,E1,"2,612",3359,1.46,0,29,ST,"51,140",96.97%,2,4,"49,591","49,591",,,,,,
Gate02,10/11/2014,E1,"2,612",3362,1.46,0,29,ST,"45,500",96.97%,2,4,"44,122","44,122",,,,,,
Gate02,10/11/2014,E1,"2,612",3368,1.46,0,29,ST,"38,480",96.97%,2,4,"37,314","37,314",,,,,,
Gate02,10/11/2014,E1,"2,619",3374,0.87,0,30,ST,"43,180",96.89%,2,4,"41,838","41,838",,,,,,
Gate02,10/11/2014,E2,"2,621",3376,2.53,0,29,ST,"48,940",97.33%,2,4,"47,635","47,635",,,,,,
Gate02,10/11/2014,E2,"2,621",3377,2.53,0,29,ST,"49,060",97.33%,2,4,"47,751","47,751",,,,,,
Hamb03,10/11/2014,COOMBE,"2,611",3355,0.48,0,34,EB,"10,600",94.64%,2,4,"10,032","10,032",,,,,,
Harj01,10/11/2014,BYR 14,"2,608",3350,3.05,0,31,ST,"55,700",94.72%,2,4,"52,759","52,759",,,,,,
Lamb01,10/11/2014,A,"2,605",3346,1.61,0,34,OS,"36,160",91.10%,2,4,"32,940","32,940",,,,,,
Lamb01,10/11/2014,A,"2,662",3369,8.3,0,37,OS,"35,180",92.99%,2,4,"32,715","30,981",,,,,,
Mere01,10/11/2014,Adrein,"2,613",3357,2.33,0,33,ST,"52,700",97.50%,2,4,"51,382","51,382",,,,,,
Mere01,10/11/2014,Adrein,"2,613",3361,2.33,0,33,ST,"51,160",97.50%,2,4,"49,880","49,880",,,,,,
Mere01,10/11/2014,Adrein,"2,613",3364,2.33,0,33,ST,"51,620",97.50%,2,4,"50,329","50,329",,,,,,
Mere01,10/11/2014,Adrein,"2,613",3367,2.33,0,33,ST,"50,780",97.50%,2,4,"49,510","49,510",,,,,,
Mere01,10/11/2014,Adrein,"2,648",3373,1.76,0,33,ST,"45,780",94.50%,2,4,"43,264","43,264",,,,,,
Padu01,10/11/2014,Rock#2,"2,615",3360,5.51,0,44,BL,"15,300",86.14%,2,4,"13,180","12,849",,,,,,
Padu01,10/11/2014,Rock#2,"2,615",3366,5.51,0,44,BL,"8,100",86.14%,2,4,"6,977","6,802",,,,,,
Paqu04,10/11/2014,LP5,"2,606",3347,1.81,0,27,ST,"22,280",98.51%,2,4,"21,949","21,949",,,,,,
Paqu04,10/11/2014,LP5,"2,616",3363,2.25,0,32,ST,"28,940",98.26%,2,4,"28,436","28,436",,,,,,
Reze02,10/11/2014,#13,"2,607",3349,0.64,0,25,ST,"53,860",95.64%,2,4,"51,510","51,510",,,,,,
Reze02,10/11/2014,#13,"2,607",3353,0.64,0,25,ST,"22,600",95.64%,2,4,"21,614","21,614",,,,,,
Reze02,10/11/2014,#5B,"2,617",3371,1.03,0,32,MX,"57,900",93.04%,2,4,"53,869","53,869",,,,,,
Smit02,10/11/2014,USHAW,"2,614",3358,3.59,0,24,ST,"50,860",91.94%,2,4,"46,760","46,484",,,,,,
Smit02,10/11/2014,USHAW,"2,614",3365,3.59,0,24,ST,"50,460",91.94%,2,4,"46,392","46,118",,,,,,
Smit02,10/11/2014,SCR4,"2,620",3375,4.04,0,47,EB,"53,320",88.41%,2,4,"47,142","47,142",,,,,,
Ashl02,10/13/2014,1 S,"2,629",3386,0.45,0,29,EB,"24,720",93.68%,2,4,"23,158","23,158",,,,,,
Ashl02,10/13/2014,15 A,"2,634",3390,1.8,0,39,EB,"46,220",96.96%,2,4,"44,816","44,816",,,,,,
Ashl02,10/13/2014,15 A,"2,641",3401,3.26,0,61,EB,"40,360",93.32%,2,4,"37,664","37,664",,,,,,
Ashl02,10/13/2014,15 A,"2,641",3404,3.26,0,61,EB,"48,820",93.32%,2,4,"45,558","45,558",,,,,,
Beat01,10/13/2014,Corwin,"2,633",3389,3.3,0,58,EB,"31,020",87.14%,2,4,"27,032","26,951",,,,,,
Bett01,10/13/2014,7A,"2,631",3387,3.4,0,37,ST,"41,720",90.68%,2,4,"37,831","37,831",,,,,,
Bett01,10/13/2014,7A,"2,636",3393,2.39,0,36,ST,"39,600",93.82%,2,4,"37,154","37,154",,,,,,
Bett01,10/13/2014,7A,"2,643",3403,5.56,0,37,ST,"21,740",95.32%,2,4,"20,723","20,192",,,,,,
Bott05,10/13/2014,5,"2,665",3396,3.54,0,38,EB,"28,580",87.58%,2,4,"25,031","25,031",,,,,,
