grower_id,Delivered,Bog,LotID,GTL,Rot,Debris,Color,Variety,GTL ,Lot Pack Out,Pack Out %,"Useable 
w 3 % Allow"
,,,,,,,,,,,,
,10/3/2017,Lanz 2,"4,453",6065,2.2,0,30,ST,"22,720","22,118",97.35%,"22,118"
,,,,,,,,,,,,
,10/3/2017,Lanz 6,"4,457",6069,2.25,0,24,BL,"51,660","49,776",96.35%,"49,776"
,,,,,,,,,,,,
,10/3/2017,Lanz 6,"4,457",6071,2.25,0,24,BL,"23,160","22,315",96.35%,"22,315"
,,,,,,,,,,,,
,10/3/2017,Lanz 5,"4,466",6079,1.34,0,39,BL,"36,580","35,664",97.50%,"35,664"
,,,,,,,,,,,,
,10/4/2017,Lanz 3,"4,472",6086,2.55,0,32,ST,"52,840","50,210",95.02%,"50,210"
,,,,,,,,,,,,
,10/4/2017,Lanz 3,"4,472",6088,2.55,0,32,ST,"25,740","24,459",95.02%,"24,459"
,,,,,,,,,,,,
,10/4/2017,Lanz 7,"4,480",6096,1.62,0,46,BL,"51,040","49,504",96.99%,"49,504"
,,,,,,,,,,,,
,10/4/2017,Lanz 7,"4,483",6099,1.61,0,58,BL,"50,880","48,253",94.84%,"48,253"
,,,,,,,,,,,,
,10/5/2017,Lanz 4,"4,487",6104,2.1,0,50,BL,"52,240","50,147",95.99%,"50,147"
,,,,,,,,,,,,
,10/5/2017,Lanz 4,"4,488",6105,0.84,0,43,BL,"38,500","36,969",96.02%,"36,969"
,,,,,,,,,,,,
,10/5/2017,Ell 7,"4,491",6108,2.5,0,20,ST,"46,400","42,928",92.52%,"42,928"
,,,,,,,,,,,,
,10/5/2017,Ell 7,"4,491",6109,2.5,0,20,ST,"7,240","6,698",92.52%,"6,698"
,,,,,,,,,,,,
,10/6/2017,Ell 6,"4,496",6114,1.47,0,26,ST,"35,580","34,624",97.31%,"34,624"
,,,,,,,,,,,,
,10/6/2017,Ell 5,"4,500",6119,0.45,0,23,ST,"47,340","46,325",97.86%,"46,325"
,,,,,,,,,,,,
,10/6/2017,Ell 5,"4,503",6122,1.02,0,28,ST,"52,320","50,556",96.63%,"50,556"
,,,,,,,,,,,,
,10/7/2017,Lyon 4,"4,507",6126,1.4,0,29,ST,"50,840","49,203",96.78%,"49,203"
,,,,,,,,,,,,
,10/7/2017,Lyon 4,"4,507",6128,1.4,0,29,ST,"47,520","45,990",96.78%,"45,990"
,,,,,,,,,,,,
,10/7/2017,Lyon 4,"4,507",6130,1.4,0,29,ST,"24,160","23,382",96.78%,"23,382"
,,,,,,,,,,,,
,10/7/2017,Lyon 3,"4,512",6133,0.84,0,24,ST,"49,220","47,521",96.55%,"47,521"
,,,,,,,,,,,,
,10/7/2017,Lyon 3,"4,516",6137,1.12,0,28,ST,"51,820","50,379",97.22%,"50,379"
,,,,,,,,,,,,
,10/7/2017,Lyon 3,"4,517",6138,1.18,0,30,ST,"23,700","23,103",97.48%,"23,103"
,,,,,,,,,,,,
,10/9/2017,Lyon 2,"4,521",6141,1.7,0,25,ST,"52,640","50,440",95.82%,"50,440"
,,,,,,,,,,,,
,10/9/2017,Lyon 2,"4,521",6144,1.7,0,25,ST,"47,460","45,476",95.82%,"45,476"
,,,,,,,,,,,,
,Reze01,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,10/9/2017,Lyon 2,"4,521",6147,1.7,0,25,ST,"20,580","19,720",95.82%,"19,720"
,,,,,,,,,,,,
,10/9/2017,Lyon 2,"4,523",6146,1.9,0,23,ST,"55,340","52,791",95.39%,"52,791"
,,,,,,,,,,,,
,10/9/2017,Ell 1,"4,525",6152,2,0,24,HO,"47,020","45,209",96.15%,"45,209"
,,,,,,,,,,,,
,10/10/2017,Ell 4,"4,529",6157,2.4,0,37,BL,"57,640","55,494",96.28%,"55,494"
,,,,,,,,,,,,
,10/10/2017,Ell 4,"4,529",6159,2.4,0,37,BL,"42,600","41,014",96.28%,"41,014"
,,,,,,,,,,,,
,10/10/2017,Lyon 1,"4,534",6166,4.92,0,23,ST,"48,860","41,435",84.80%,"40,639"
,,,,,,,,,,,,
,10/10/2017,Lyon 1,"4,534",6168,4.92,0,23,ST,"22,180","18,809",84.80%,"18,448"
,,,,,,,,,,,,
,10/11/2017,Lyon 1,"4,534",6171,4.92,0,23,ST,"19,560","16,588",84.80%,"16,269"
,,,,,,,,,,,,
,10/11/2017,Ell 3,"4,538",6174,2.62,0,24,BL,"32,780","31,423",95.86%,"31,423"
,,,,,,,,,,,,
,10/11/2017,Ell 2,"4,543",6181,0.59,0,20,HO,"46,040","44,579",96.83%,"44,579"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,30,,"1,518,100","1,448,526",95.42%,"1,447,051"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Reze02,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,9/26/2017,#1,"4,415",6011,1.84,0,25,BL,"51,660","48,258",93.41%,"48,258"
,,,,,,,,,,,,
,9/26/2017,#1,"4,415",6012,1.84,0,25,BL,"47,100","43,998",93.41%,"43,998"
,,,,,,,,,,,,
,9/26/2017,#2,"4,416",6013,2.34,0,28,BL,"58,300","56,099",96.23%,"56,099"
,,,,,,,,,,,,
,9/26/2017,#2,"4,416",6014,2.34,0,28,BL,"37,860","36,431",96.23%,"36,431"
,,,,,,,,,,,,
,9/26/2017,#3,"4,417",6015,3.19,0,38,BL,"47,200","43,739",92.67%,"43,656"
,,,,,,,,,,,,
,9/27/2017,#3,"4,417",6016,3.19,0,38,BL,"25,000","23,167",92.67%,"23,123"
,,,,,,,,,,,,
,9/27/2017,#6,"4,418",6018,1.39,0,33,BL,"48,780","45,859",94.01%,"45,859"
,,,,,,,,,,,,
,9/27/2017,#6,"4,419",6020,1.28,0,27,BL,"58,360","54,897",94.07%,"54,897"
,,,,,,,,,,,,
,9/27/2017,#6,"4,420",6021,1.95,0,33,BL,"52,180","49,310",94.50%,"49,310"
,,,,,,,,,,,,
,9/27/2017,#6,"4,420",6022,1.95,0,33,BL,"21,700","20,507",94.50%,"20,507"
,,,,,,,,,,,,
,9/28/2017,#7,"4,422",6024,2.45,0,28,BL,"47,060","44,933",95.48%,"44,933"
,,,,,,,,,,,,
,9/28/2017,#7,"4,423",6025,3.37,0,38,BL,"53,400","50,472",94.52%,"50,285"
,,,,,,,,,,,,
,9/28/2017,#7,"4,423",6027,3.37,0,38,BL,"50,080","47,334",94.52%,"47,159"
,,,,,,,,,,,,
,9/28/2017,#7,"4,423",6028,3.37,0,38,BL,"23,040","21,777",94.52%,"21,696"
,,,,,,,,,,,,
,9/28/2017,#8,"4,427",6032,2.2,0,30,BL,"49,300","47,510",96.37%,"47,510"
,,,,,,,,,,,,
,9/28/2017,#8,"4,427",6033,2.2,0,30,BL,"56,040","54,006",96.37%,"54,006"
,,,,,,,,,,,,
,9/28/2017,#8,"4,427",6036,2.2,0,30,BL,"54,760","52,772",96.37%,"52,772"
,,,,,,,,,,,,
,9/29/2017,#4,"4,431",6039,3.31,0,27,BL,"55,280","52,533",95.03%,"52,370"
,,,,,,,,,,,,
,9/29/2017,#4,"4,431",6041,3.31,0,27,BL,"51,020","48,484",95.03%,"48,334"
,,,,,,,,,,,,
,9/29/2017,#4,"4,431",6044,3.31,0,27,BL,"54,500","51,791",95.03%,"51,631"
,,,,,,,,,,,,
,9/29/2017,#4,"4,435",6045,2.9,0,24,BL,"50,000","48,512",97.02%,"48,512"
,,,,,,,,,,,,
,9/29/2017,#8,"4,436",6046,2,0,28,BL,"1,720","1,579",91.80%,"1,579"
,,,,,,,,,,,,
,10/12/2017,#16,"4,557",6199,2.13,0,28,ST,"49,400","46,258",93.64%,"46,258"
,,,,,,,,,,,,
,10/12/2017,#16,"4,560",6202,2.4,0,26,ST,"35,140","33,380",94.99%,"33,380"
,,,,,,,,,,,,
,10/12/2017,#9,"4,566",6213,2.66,0,25,ST,"51,520","48,906",94.93%,"48,906"
,,,,,,,,,,,,
,10/12/2017,#9,"4,566",6214,2.66,0,25,ST,"41,020","38,938",94.93%,"38,938"
,,,,,,,,,,,,
,10/13/2017,#5A,"4,577",6226,2.39,0,21,ST,"51,900","50,308",96.93%,"50,308"
,,,,,,,,,,,,
,Reze02,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,10/13/2017,#5A,"4,577",6230,2.39,0,21,ST,"47,740","46,275",96.93%,"46,275"
,,,,,,,,,,,,
,10/13/2017,#5A,"4,577",6233,2.39,0,21,ST,"15,080","14,617",96.93%,"14,617"
,,,,,,,,,,,,
,10/13/2017,#5A,"4,581",6232,2.9,0,26,ST,"54,060","51,337",94.96%,"51,337"
,,,,,,,,,,,,
,10/13/2017,#15,"4,590",6242,1.84,0,23,ST,"54,640","53,235",97.43%,"53,235"
,,,,,,,,,,,,
,10/14/2017,#15,"4,590",6245,1.84,0,23,ST,"50,600","49,299",97.43%,"49,299"
,,,,,,,,,,,,
,10/14/2017,#15,"4,590",6248,1.84,0,23,ST,"19,880","19,369",97.43%,"19,369"
,,,,,,,,,,,,
,10/14/2017,#10,"4,596",6250,2.4,0,31,ST,"55,640","52,545",94.44%,"52,545"
,,,,,,,,,,,,
,10/14/2017,#10,"4,601",6255,2.06,0,29,ST,"51,780","49,959",96.48%,"49,959"
,,,,,,,,,,,,
,10/14/2017,#10,"4,603",6257,1.92,0,31,ST,"47,760","44,959",94.14%,"44,959"
,,,,,,,,,,,,
,10/14/2017,#10,"4,604",6258,2.18,0,30,ST,"33,520","31,944",95.30%,"31,944"
,,,,,,,,,,,,
,10/14/2017,#14,"4,607",6261,1.27,0,49,ST,"50,460","47,664",94.46%,"47,664"
,,,,,,,,,,,,
,10/14/2017,#14,"4,609",6263,0.83,0,32,ST,"28,720","27,955",97.34%,"27,955"
,,,,,,,,,,,,
,10/14/2017,#14,"4,609",6266,0.83,0,32,ST,"30,160","29,357",97.34%,"29,357"
,,,,,,,,,,,,
,10/16/2017,#12,"4,619",6278,1.23,0,30,ST,"51,700","50,090",96.89%,"50,090"
,,,,,,,,,,,,
,10/16/2017,#12,"4,623",6283,2.54,0,26,ST,"47,300","45,754",96.73%,"45,754"
,,,,,,,,,,,,
,10/16/2017,#12,"4,623",6286,2.54,0,26,ST,"17,120","16,561",96.73%,"16,561"
,,,,,,,,,,,,
,10/16/2017,#11,"4,632",6294,1.67,0,25,ST,"46,820","45,070",96.26%,"45,070"
,,,,,,,,,,,,
,10/16/2017,#11,"4,636",6298,1.42,0,25,ST,"54,680","51,886",94.89%,"51,886"
,,,,,,,,,,,,
,10/17/2017,#11,"4,644",6306,1.96,0,23,ST,"45,520","43,156",94.81%,"43,156"
,,,,,,,,,,,,
,10/17/2017,#13,"4,653",6314,2.94,0,26,ST,"49,240","46,446",94.33%,"46,446"
,,,,,,,,,,,,
,10/17/2017,#13,"4,661",6324,2.63,0,35,ST,"60,520","54,216",89.58%,"54,216"
,,,,,,,,,,,,
,10/17/2017,#5B,"4,671",6335,1.78,0,26,MX,"53,860","50,766",94.26%,"50,766"
,,,,,,,,,,,,
,10/17/2017,#5B,"4,671",6338,1.78,0,26,MX,"47,060","44,357",94.26%,"44,357"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,29,,"2,237,180","2,128,573",95.15%,"2,127,530"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Rint01,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,11/2/2017,A-1,"4,873",6593,2.68,0,49,HO,"13,160","11,731",89.14%,"11,731"
,,,,,,,,,,,,
,11/3/2017,A-1,"4,881",6602,2.21,0,51,MX,"8,700","7,725",88.79%,"7,725"
,,,,,,,,,,,,
,11/7/2017,A-1,"4,903",6632,7.5,0,49,HO,"4,100","3,527",86.02%,"3,368"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,50,,"25,960","22,983",88.53%,"22,824"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Ross02,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,10/24/2017,LS New,"4,783",6471,3.79,0,33,ST,"16,000","15,553",97.21%,"15,553"
,,,,,,,,,,,,
,10/25/2017,LS New,"4,797",6491,3.55,0,40,ST,"28,660","26,868",93.75%,"26,868"
,,,,,,,,,,,,
,10/26/2017,LS MQ,"4,818",6513,5.4,0,44,MX,"24,300","22,404",92.20%,"21,866"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,40,,"68,960","64,825",94.00%,"64,287"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Ross03,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,10/28/2017,PIANO,,,,,,MX,,,,
,,,,,,,,,,,,
,Total For Grower:,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Ross04,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,11/20/2017,#2,"4,925",6672,6.36,0,41,OH,"17,000","14,941",87.89%,"14,439"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,41,,"17,000","14,941",87.89%,"14,439"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Rust01,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,11/2/2017,Lamp,"4,871",6591,7.55,0,47,HO,"18,700","13,995",74.84%,"13,358"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,47,,"18,700","13,995",74.84%,"13,358"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Smit02,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,10/16/2017,B-1,"4,625",6285,3.25,0,63,EB,"44,460","41,934",94.32%,"41,934"
,,,,,,,,,,,,
,10/16/2017,HIGH1,"4,634",6296,3.32,0,53,EB,"32,520","29,882",91.89%,"29,882"
,,,,,,,,,,,,
,10/17/2017,LSHAW,"4,643",6305,1.5,0,33,ST,"48,500","47,374",97.68%,"47,374"
,,,,,,,,,,,,
,10/17/2017,SCR2&3,"4,674",6332,6.92,0,33,ST,"50,780","46,639",91.85%,"44,811"
,,,,,,,,,,,,
,10/18/2017,USHAW,"4,691",6357,4.67,0,30,ST,"51,080","47,319",92.64%,"46,529"
,,,,,,,,,,,,
,10/18/2017,USHAW,"4,698",6367,4,0,31,ST,"38,180","34,707",90.90%,"34,360"
,,,,,,,,,,,,
,10/18/2017,USHAW,"4,700",6362,4.68,0,48,ST,"48,280","45,568",94.38%,"44,802"
,,,,,,,,,,,,
,10/20/2017,HIGH2,"4,743",6420,1.4,0,36,ST,"49,280","45,120",91.56%,"45,120"
,,,,,,,,,,,,
,10/20/2017,HIGH3,"4,745",6424,1.6,0,43,ST,"49,640","46,459",93.59%,"46,459"
,,,,,,,,,,,,
,10/21/2017,HIGH3,"4,759",6439,2.97,0,37,ST,"49,080","46,927",95.61%,"46,927"
,,,,,,,,,,,,
,10/23/2017,M-3,"4,775",6457,3.32,0,35,ST,"50,780","47,046",92.65%,"47,046"
,,,,,,,,,,,,
,10/24/2017,2-Mar,"4,791",6484,2,0,51,ST,"49,840","47,257",94.82%,"47,257"
,,,,,,,,,,,,
,10/26/2017,4-Mar,"4,809",6504,2.98,0,42,ST,"50,080","46,271",92.39%,"46,271"
,,,,,,,,,,,,
,10/26/2017,4-Mar,"4,814",6509,4.13,0,40,ST,"49,420","46,641",94.38%,"46,114"
,,,,,,,,,,,,
,10/26/2017,4-Mar,"4,816",6511,4.24,0,34,ST,"24,780","23,407",94.46%,"23,117"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,41,,"686,700","642,551",93.57%,"638,003"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Wain01,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,11/14/2017,#1,"4,919",6659,1.56,0,34,ST,"32,040","29,679",92.63%,"29,679"
,,,,,,,,,,,,
,11/14/2017,#1,"4,920",6660,6.48,0,38,ST,"41,300","38,082",92.21%,"36,757"
,,,,,,,,,,,,
,11/20/2017,#2,"4,926",6674,13.11,0,46,ST,"42,580","36,628",86.02%,"32,925"
,,,,,,,,,,,,
,11/20/2017,#2,"4,926",6675,13.11,0,46,ST,"44,700","38,452",86.02%,"34,564"
,,,,,,,,,,,,
,11/20/2017,#2,"4,926",6678,13.11,0,46,ST,"45,880","39,467",86.02%,"35,476"
,,,,,,,,,,,,
,11/21/2017,#2,"4,926",6679,13.11,0,46,ST,"23,900","20,559",86.02%,"18,481"
,,,,,,,,,,,,
,11/24/2017,#1,"4,931",6690,20.87,0,33,ST,"38,540","33,592",87.16%,"27,589"
,,,,,,,,,,,,
,11/24/2017,#1,"4,931",6691,20.87,0,33,ST,"10,200","8,891",87.16%,"7,302"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,41,,"279,140","245,349",87.89%,"222,773"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Wain02,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,10/27/2017,DAD,"4,823",6521,4.31,0,41,ST,"19,260","17,770",92.26%,"17,537"
,,,,,,,,,,,,
,10/27/2017,DAD,"4,823",6523,4.31,0,41,ST,"20,760","19,154",92.26%,"18,903"
,,,,,,,,,,,,
,10/27/2017,DAD,"4,829",6529,6.22,0,27,ST,"12,960","11,763",90.76%,"11,384"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,38,,"52,980","48,687",91.90%,"47,825"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Wain03,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,11/13/2017,2,"4,916",6653,8.41,0,34,ST,"31,780","29,268",92.09%,"27,684"
,,,,,,,,,,,,
,11/13/2017,2,"4,916",6654,8.41,0,34,ST,"37,720","34,738",92.09%,"32,859"
,,,,,,,,,,,,
,11/13/2017,2,"4,918",6656,2.17,0,34,ST,"43,400","40,011",92.19%,"40,011"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,34,,"112,900","104,017",92.13%,"100,554"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Ward01,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,9/29/2017,Big St,"4,432",6040,1.98,0,20,ST,"46,940","45,101",96.08%,"45,101"
,,,,,,,,,,,,
,10/18/2017,EarlyB,"4,690",6355,5.16,0,47,EB,"16,360","14,693",89.81%,"14,376"
,,,,,,,,,,,,
,10/18/2017,SmalSt,"4,695",6363,0.98,0,22,ST,"17,760","17,041",95.95%,"17,041"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,26,,"81,060","76,835",94.79%,"76,518"
,,,,,,,,,,,,
,,,,,,,,,,,,
,West04,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,10/19/2017,Bog#3,"4,721",6392,0.82,0,37,BL,"13,760","13,032",94.71%,"13,032"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,37,,"13,760","13,032",94.71%,"13,032"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Wils01,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,10/30/2017,RT 28,"4,845",6556,6.4,0,41,HO,"12,800","10,804",84.41%,"10,437"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,41,,"12,800","10,804",84.41%,"10,437"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Youn02,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,10/6/2017,1,"4,501",6120,0.34,0,43,BL,"20,100","19,241",95.73%,"19,241"
,,,,,,,,,,,,
,10/6/2017,1,"4,504",6123,1.67,0,41,BL,"20,080","18,978",94.51%,"18,978"
,,,,,,,,,,,,
,10/6/2017,4,"4,506",6125,2.2,0,42,EB,"20,600","19,468",94.50%,"19,468"
,,,,,,,,,,,,
,10/7/2017,23,"4,511",6132,1.8,0,40,MX,"19,300","18,418",95.43%,"18,418"
,,,,,,,,,,,,
,10/7/2017,23,"4,514",6135,0.71,0,49,MX,"6,200","5,928",95.61%,"5,928"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,42,,"86,280","82,033",95.08%,"82,033"
,,,,,,,,,,,,
,Grand Total,,,,,0,31.85,,"23,365,725","21,861,186",93.56%,"21,629,604.46"
