grower_id,deliver_date,Bog,LotID,GTL,Rot,Debris,Color,Variety,GTL ,Lot Pack Out,Pack Out %,"Useable 
w 3 % Allow",kqf_pre,kqf_final
Deca01,10/2/2015,MP1A,"3,038",3993,39,0,26,ST,"47,440","42,065",88.67%,"26,922",5,7
Deca01,10/2/2015,MP1B,"3,045",4003,6.59,0,26,ST,"25,720","23,482",91.30%,"22,639",5,7
Deca03,10/2/2015,ZPD,"3,036",3991,,,,PD,"5,380","5,336",99.18%,"5,336",5,7
Deca03,10/2/2015,ZPD,"3,036",3999,,,,PD,"5,880","5,832",99.18%,"5,832",5,7
Deca03,10/2/2015,ZPD,"3,044",4002,,,,PD,"5,960","5,906",99.09%,"5,906",5,7
Hann01,10/2/2015,D7,"3,032",3987,0.84,0,33,EB,"28,780","27,802",96.60%,"27,802",5,7
Hann01,10/2/2015,D6,"3,033",3988,2.2,0,30,EB,"13,640","13,098",96.03%,"13,098",5,7
Hann01,10/2/2015,D5,"3,037",3992,1.8,0,35,EB,"12,260","11,732",95.69%,"11,732",5,7
Hann01,10/2/2015,D8,"3,041",3996,1.9,0,40,EB,"20,220","19,282",95.36%,"19,282",5,7
Hann01,10/2/2015,D-15,"3,046",4004,1.72,0,30,BL,"38,040","36,196",95.15%,"36,196",5,7
Medi01,10/2/2015,A3,"3,031",3986,3.3,0,23,MX,"13,980","13,160",94.13%,"13,121",5,7
Medi01,10/2/2015,A2,"3,042",4000,4.8,0,33,EB,"29,040","26,692",91.91%,"26,212",5,7
Padu01,10/2/2015,Rock#5,"3,035",3990,2.95,0,37,EB,"12,840","12,047",93.82%,"12,047",5,7
Padu01,10/2/2015,Rock#5,"3,040",3995,2.15,0,52,EB,"8,680","8,106",93.39%,"8,106",5,7
Pime01,10/2/2015,house,"3,039",3994,6.55,0,31,EB,"18,440","17,320",93.93%,"16,705",5,7
Pime01,10/2/2015,house,"3,039",3997,6.55,0,31,EB,"3,820","3,588",93.93%,"3,461",5,7
Pink01,10/2/2015,3House,"3,034",3989,2.8,0,35,EB,"17,380","16,410",94.42%,"16,410",5,7
Pink01,10/2/2015,3House,"3,043",4001,1.2,0,30,EB,"16,600","15,856",95.52%,"15,856",5,7
Reze01,10/2/2015,Lanz 5,,,,,,BL,,,,,5,7
Deca01,10/3/2015,MP1B,"3,045",4005,6.59,0,26,ST,"25,140","22,953",91.30%,"22,129",5,7
Deca01,10/3/2015,MP1B,"3,045",4009,6.59,0,26,ST,"49,420","45,120",91.30%,"43,500",5,7
Deca01,10/3/2015,MP1B,"3,045",4011,6.59,0,26,ST,"40,800","37,250",91.30%,"35,913",5,7
Deca01,10/3/2015,MP2,"3,054",4015,1.78,0,31,ST,"50,220","48,404",96.38%,"48,404",5,7
Hann01,10/3/2015,D14,"3,047",4006,0.47,0,44,BL,"16,880","15,774",93.45%,"15,774",5,7
Hann01,10/3/2015,D13,"3,049",4008,2.59,0,24,BL,"11,540","11,025",95.54%,"11,025",5,7
Hann03,10/3/2015,B5a,"3,051",4012,2.09,0,34,BL,"56,600","53,108",93.83%,"53,108",5,7
Hann03,10/3/2015,B5a,"3,051",4017,2.09,0,34,BL,"28,260","26,516",93.83%,"26,516",5,7
Medi01,10/3/2015,A2,"3,050",4010,3,0,35,EB,"14,200","13,513",95.16%,"13,513",5,7
Padu01,10/3/2015,Rock#2,"3,053",4014,4.25,0,23,BL,"7,000","6,688",95.54%,"6,604",5,7
Pink01,10/3/2015,road,"3,052",4013,0.17,0,36,EB,"15,900","15,116",95.07%,"15,116",5,7
Reze01,10/3/2015,Lanz 4,"3,048",4007,1,0,44,BL,"49,320","46,318",93.91%,"46,318",5,7
Reze01,10/3/2015,Lanz 7,"3,055",4016,3,0,37,BL,"55,340","53,029",95.82%,"53,029",5,7
Deca01,10/5/2015,MP2,"3,056",4018,1.9,0,31,ST,"48,600","45,315",93.24%,"45,315",5,7
Deca01,10/5/2015,MP2,"3,056",4019,1.9,0,31,ST,"12,260","11,431",93.24%,"11,431",5,7
Deca01,10/5/2015,CAR12,"3,058",4022,3.61,0,54,EB,"24,860","23,353",93.94%,"23,353",5,7
Deca01,10/5/2015,CAR06,"3,059",4023,2.76,0,38,EB,"3,940","3,633",92.21%,"3,633",5,7
Deca01,10/5/2015,CAR12,"3,064",4028,3.6,0,30,EB,"29,340","28,538",97.27%,"28,538",5,7
Deca01,10/5/2015,CAR06,"3,066",4030,0.7,0,41,EB,"14,060","13,477",95.85%,"13,477",5,7
Deca03,10/5/2015,ZPD,"3,044",4021,,,,PD,"5,660","5,608",99.09%,"5,608",5,7
Deca03,10/5/2015,ZPD,"3,070",4034,,,,PD,"5,520","5,622",101.84%,"5,622",5,7
Deca03,10/5/2015,ZPD,"3,070",4039,,,,PD,"5,060","5,153",101.84%,"5,153",5,7
Hann03,10/5/2015,B3,"3,062",4026,2.6,0,26,EB,"55,100","53,242",96.63%,"53,242",5,7
Hann03,10/5/2015,B4,"3,069",4033,2.6,0,24,BL,"22,420","21,775",97.12%,"21,775",5,7
Hann03,10/5/2015,B1,"3,075",4041,2.55,0,29,ST,"18,640","18,278",98.06%,"18,278",5,7
Medi01,10/5/2015,A6,"3,071",4035,2.13,0,30,EB,"29,300","28,043",95.71%,"28,043",5,7
Medi01,10/5/2015,A6,"3,071",4036,2.13,0,30,EB,"22,440","21,477",95.71%,"21,477",5,7
Perr03,10/5/2015,2,"3,063",4027,5.7,0,20,BL,"39,640","37,402",94.35%,"36,392",5,7
Pett02,10/5/2015,#4,"3,061",4025,3.6,0,38,BL,"22,160","20,745",93.61%,"20,621",5,7
Pett02,10/5/2015,#4,"3,068",4032,4.49,0,22,BL,"12,820","11,878",92.65%,"11,701",5,7
Pett02,10/5/2015,#4,"3,076",4042,2.3,0,23,BL,"14,680","13,688",93.24%,"13,688",5,7
Pink01,10/5/2015,Center,"3,057",4020,0.53,0,40,EB,"16,960","16,202",95.53%,"16,202",5,7
Pink01,10/5/2015,Center,"3,060",4024,2.08,0,33,EB,"15,920","15,247",95.77%,"15,247",5,7
Pink01,10/5/2015,Center,"3,065",4029,2.3,0,29,EB,"16,460","15,800",95.99%,"15,800",5,7
Pink01,10/5/2015,Center,"3,072",4037,0.81,0,28,EB,"14,600","13,766",94.29%,"13,766",5,7
Pink02,10/5/2015,#15,"3,073",4038,3.2,0,27,MX,"26,680","25,437",95.34%,"25,386",5,7
Reze01,10/5/2015,Lanz 2,"3,067",4031,2.9,0,26,ST,"53,640","48,906",91.17%,"48,906",5,7
Reze01,10/5/2015,Lanz 3,"3,074",4040,1.53,0,30,ST,"48,300","46,562",96.40%,"46,562",5,7
Hamb01,10/6/2015,Pond V,"3,079",4045,2.87,0,47,EB,"18,180","17,553",96.55%,"17,553",5,7
Hann03,10/6/2015,MEL A6,"3,078",4044,1.56,0,34,BL,"51,600","48,861",94.69%,"48,861",5,7
Hann03,10/6/2015,B2,"3,080",4046,0.9,0,47,EB,"48,200","46,473",96.42%,"46,473",5,7
Hann03,10/6/2015,B2,"3,086",4052,1.56,0,38,EB,"54,460","52,683",96.74%,"52,683",5,7
Hann03,10/6/2015,B2,"3,088",4054,0.63,0,32,EB,"19,380","18,598",95.96%,"18,598",5,7
Medi01,10/6/2015,A6,"3,077",4043,0.6,0,31,EB,"28,420","27,090",95.32%,"27,090",5,7
Mors01,10/6/2015,LINE,"3,082",4048,0.52,0,37,EB,"41,880","38,770",92.57%,"38,770",5,7
Mors01,10/6/2015,BIG,"3,089",4055,1.2,0,35,EB,"41,040","37,082",90.36%,"37,082",5,7
Mors01,10/6/2015,BIG,"3,091",4057,3.2,0,35,EB,"9,060","8,409",92.81%,"8,392",5,7
Pink01,10/6/2015,field,"3,085",4051,0.9,0,52,EB,"17,300","16,550",95.66%,"16,550",5,7
Pink01,10/6/2015,field,"3,087",4053,0.8,0,35,EB,"15,760","15,041",95.44%,"15,041",5,7
Pink02,10/6/2015,#22,"3,081",4047,1.6,0,32,BL,"27,240","26,304",96.56%,"26,304",5,7
Pink02,10/6/2015,#22,"3,084",4050,1.08,0,35,BL,"30,740","28,267",91.96%,"28,267",5,7
Reze01,10/6/2015,Ell 7,"3,083",4049,1.7,0,27,ST,"57,400","55,443",96.59%,"55,443",5,7
Reze01,10/6/2015,Ell 6,"3,090",4056,2.2,0,22,ST,"59,620","57,149",95.86%,"57,149",5,7
Ward01,10/6/2015,#1,"3,092",4058,1.15,0,51,EB,"30,260","28,294",93.50%,"28,294",5,7
Ande01,10/7/2015,A-4,"3,102",4069,16.08,0,37,ST,"38,580","31,232",80.95%,"27,147",5,7
Bapt04,10/7/2015,Cemet,"3,101",4068,2.08,0,22,EB,"6,280","4,907",78.14%,"4,907",5,7
Berr01,10/7/2015,# 1,,,,,,MX,,,,,5,7
Hamb03,10/7/2015,COOMBE,"3,103",4070,1.78,0,30,EB,"30,720","29,365",95.59%,"29,365",5,7
Hann01,10/7/2015,C 8,"3,093",4059,1,0,52,EB,"5,120","4,947",96.62%,"4,947",5,7
Hann01,10/7/2015,C15,"3,098",4065,0.98,0,33,BL,"55,760","53,226",95.46%,"53,226",5,7
Hann01,10/7/2015,C15,"3,099",4066,0.75,0,34,BL,"47,760","46,604",97.58%,"46,604",5,7
Hann01,10/7/2015,C15,"3,104",4071,1.18,0,29,BL,"55,500","54,075",97.43%,"54,075",5,7
Hann01,10/7/2015,C15,"3,104",4077,1.18,0,29,BL,"42,140","41,058",97.43%,"41,058",5,7
Krav01,10/7/2015,Reid,"3,108",4075,3.24,0,26,BL,"39,240","37,347",95.18%,"37,257",5,7
Medi01,10/7/2015,A8,"3,096",4063,3,0,41,EB,"18,380","17,642",95.98%,"17,642",5,7
Medi01,10/7/2015,A7,"3,106",4073,1,0,28,ST,"28,760","27,820",96.73%,"27,820",5,7
Pink01,10/7/2015,Reserv,"3,095",4061,0.5,0,37,EB,"16,920","16,134",95.35%,"16,134",5,7
Pink01,10/7/2015,Reserv,"3,097",4064,0.77,0,50,EB,"10,080","9,617",95.41%,"9,617",5,7
Pink02,10/7/2015,#23,"3,105",4072,6.28,0,35,BL,"26,140","25,053",95.84%,"24,231",5,7
Reze01,10/7/2015,Ell 5,"3,094",4060,2.1,0,25,ST,"47,360","45,423",95.91%,"45,423",5,7
Reze01,10/7/2015,Ell 5,"3,094",4062,2.1,0,25,ST,"40,160","38,518",95.91%,"38,518",5,7
Reze01,10/7/2015,Ell 4,"3,100",4067,0.97,0,31,BL,"14,240","13,393",94.05%,"13,393",5,7
Reze01,10/7/2015,Ell 3,"3,107",4074,1,0,45,BL,"23,360","22,420",95.98%,"22,420",5,7
Ashl02,10/8/2015,1 S,"3,115",4087,2.64,0,23,ST,"28,800","25,961",90.14%,"25,961",5,7
Ashl05,10/8/2015,3,"3,112",4083,5.9,0,37,MX,"17,560","16,277",92.69%,"15,805",5,7
Deca01,10/8/2015,CAR23,"3,111",4081,3.91,0,25,BL,"30,100","26,910",89.40%,"26,910",5,7
Deca01,10/8/2015,CAR23,"3,111",4082,3.91,0,25,BL,"22,200","19,847",89.40%,"19,847",5,7
Deca03,10/8/2015,ZPD,"3,109",4078,,,,PD,"2,120","2,140",100.94%,"2,140",5,7
Deca03,10/8/2015,ZPD,"3,109",4080,,,,PD,860,868,100.94%,868,5,7
Deca03,10/8/2015,ZPD,"3,109",4084,,,,PD,"5,400","5,451",100.94%,"5,451",5,7
Deca03,10/8/2015,ZPD,"3,109",4090,,,,PD,"5,280","5,329",100.94%,"5,329",5,7
Hann01,10/8/2015,C16,"3,110",4079,0.62,0,34,BL,"55,900","53,352",95.44%,"53,352",5,7
Hann01,10/8/2015,C16,"3,113",4085,0.62,0,31,BL,"48,660","47,059",96.71%,"47,059",5,7
Hann01,10/8/2015,C16,"3,116",4088,0.7,0,34,BL,"52,260","50,564",96.75%,"50,564",5,7
Reze01,10/8/2015,Lyon 4,"3,114",4086,1.95,0,29,ST,"56,520","54,103",95.72%,"54,103",5,7
Reze01,10/8/2015,Lyon 4,"3,117",4089,2.05,0,30,ST,"50,580","48,418",95.73%,"48,418",5,7
Ashl02,10/9/2015,6 E,"3,119",4093,1.7,0,36,BL,"42,500","40,515",95.33%,"40,515",5,7
Ashl02,10/9/2015,6 E,"3,121",4094,2.05,0,33,BL,"41,020","38,457",93.75%,"38,457",5,7
Ashl02,10/9/2015,6 E,"3,121",4096,2.05,0,33,BL,"41,800","39,189",93.75%,"39,189",5,7
Ashl02,10/9/2015,6 E,"3,124",4098,1,0,34,BL,"40,780","38,028",93.25%,"38,028",5,7
Ashl05,10/9/2015,8,"3,125",4099,0.4,0,17,HO,"19,200","12,121",63.13%,"12,121",5,7
Hann01,10/9/2015,C14,"3,118",4092,1,0,45,EB,"57,180","55,374",96.84%,"55,374",5,7
Hann01,10/9/2015,C13,"3,122",4095,0.6,0,47,EB,"51,260","49,177",95.94%,"49,177",5,7
Hann01,10/9/2015,C10,"3,127",4101,1.4,0,45,EB,"56,660","54,492",96.17%,"54,492",5,7
Krav01,10/9/2015,Reid,"3,120",4091,4.36,0,28,BL,"41,180","38,611",93.76%,"38,086",5,7
Krav01,10/9/2015,Reid,"3,128",4102,1.1,0,35,BL,"40,660","38,780",95.38%,"38,780",5,7
Reze01,10/9/2015,Lyon 3,"3,123",4097,2.6,0,28,ST,"56,600","53,251",94.08%,"53,251",5,7
Reze01,10/9/2015,Lyon 2,"3,126",4100,2.87,0,26,ST,"55,580","53,954",97.07%,"53,954",5,7
Ashl02,10/10/2015,7 E,"3,130",4107,4.23,0,41,BL,"41,920","37,468",89.38%,"37,468",5,7
Ashl02,10/10/2015,7 E,"3,130",4109,4.23,0,41,BL,"45,340","40,525",89.38%,"40,525",5,7
Ashl02,10/10/2015,7 E,"3,130",4112,4.23,0,41,BL,"44,120","39,435",89.38%,"39,435",5,7
Ashl02,10/10/2015,7 E,"3,133",4111,4.2,0,38,BL,"43,040","37,691",87.57%,"37,691",5,7
Ashl02,10/10/2015,7 E,"3,137",4117,3.7,0,44,BL,"43,440","38,094",87.69%,"38,094",5,7
Deca01,10/10/2015,CAR07,"3,136",4116,7.25,0,28,ST,"26,800","24,478",91.33%,"23,437",5,7
Deca01,10/10/2015,CAR07,"3,136",4118,7.25,0,28,ST,"29,680","27,108",91.33%,"25,956",5,7
Grew02,10/10/2015,ROCK,"3,131",4108,4.5,0,42,EB,"8,360","7,335",87.74%,"7,225",5,7
Hann01,10/10/2015,C10,"3,127",4103,1.4,0,45,EB,"44,460","42,759",96.17%,"42,759",5,7
Reze01,10/10/2015,Lyon 2,"3,129",4104,2.5,0,25,ST,"48,340","46,909",97.04%,"46,909",5,7
Reze01,10/10/2015,Lyon 1,"3,132",4110,3,0,38,ST,"56,280","54,394",96.65%,"54,394",5,7
Reze01,10/10/2015,Lyon 1,"3,134",4113,2.4,0,31,ST,"26,680","25,944",97.24%,"25,944",5,7
Reze01,10/10/2015,Lyon 1,"3,134",4114,2.4,0,31,ST,"46,900","45,606",97.24%,"45,606",5,7
Rich01,10/10/2015,Acush1,"3,135",4115,6,0,24,ST,"23,620","21,454",90.83%,"20,810",5,7
Ashl02,10/12/2015,7 E,"3,138",4119,10.22,0,31,BL,"33,360","27,854",83.49%,"25,843",5,7
Ashl02,10/12/2015,7 E,"3,138",4121,10.22,0,31,BL,"45,560","38,040",83.49%,"35,294",5,7
Bapt01,10/12/2015,HiLine,"3,159",4139,2.7,0,36,EB,"1,240","1,210",97.58%,"1,210",5,7
Beat01,10/12/2015,Corwin,"3,139",4120,3,0,45,MX,"34,160","31,995",93.66%,"31,995",5,7
Cham01,10/12/2015,Asnet,"3,156",4144,4.8,0,35,ST,"12,260","11,593",94.56%,"11,384",5,7
Deca01,10/12/2015,CAR08,"3,140",4122,4.19,0,24,ST,"25,300","23,856",94.29%,"23,572",5,7
Deca01,10/12/2015,CAR08,"3,144",4127,4.7,0,30,ST,"15,380","14,541",94.54%,"14,294",5,7
Deca03,10/12/2015,ZPD,"3,157",4148,,,,PD,"4,860","4,832",99.43%,"4,832",5,7
DeMo01,10/12/2015,7,"3,155",4143,14.78,0,16,OS,"27,500","25,563",92.96%,"22,552",5,7
Grew02,10/12/2015,ROCK,"3,145",4128,1.7,0,34,EB,"13,220","12,003",90.79%,"12,003",5,7
Hann01,10/12/2015,C 9,"3,141",4123,3,0,45,EB,"58,600","55,932",95.45%,"55,932",5,7
Hann01,10/12/2015,C 9,"3,141",4126,3,0,45,EB,"11,020","10,518",95.45%,"10,518",5,7
Hann01,10/12/2015,C 7,"3,146",4130,1.24,0,28,EB,"19,620","19,005",96.87%,"19,005",5,7
Hann01,10/12/2015,C 5,"3,150",4135,2.8,0,56,EB,"33,180","32,050",96.59%,"32,050",5,7
Norr02,10/12/2015,BS3,"3,149",4133,4.1,0,35,ST,"33,440","32,228",96.38%,"31,873",5,7
Norr02,10/12/2015,BS3,"3,153",4140,6.13,0,38,ST,"17,080","16,607",97.23%,"16,087",5,7
Reze02,10/12/2015,#16,"3,142",4124,2.19,0,20,ST,"55,940","53,091",94.91%,"53,091",5,7
Reze02,10/12/2015,#16,"3,142",4129,2.19,0,20,ST,"23,220","22,038",94.91%,"22,038",5,7
Reze02,10/12/2015,#5A,"3,152",4138,2.21,0,19,ST,"54,840","52,810",96.30%,"52,810",5,7
Reze02,10/12/2015,#5A,"3,152",4142,2.21,0,19,ST,"47,740","45,973",96.30%,"45,973",5,7
Reze02,10/12/2015,#5A,"3,152",4146,2.21,0,19,ST,"56,560","54,467",96.30%,"54,467",5,7
Rich01,10/12/2015,Acush2,"3,154",4137,3.56,0,24,HO,"44,860","41,771",93.11%,"41,537",5,7
Smit02,10/12/2015,HIGH1,"3,148",4132,2.96,0,47,EB,"49,680","46,964",94.53%,"46,964",5,7
Smit02,10/12/2015,LSHAW,"3,173",4147,2.67,0,26,ST,"47,560","45,923",96.56%,"45,923",5,7
Sull02,10/12/2015,Bog #1,"3,147",4131,0.7,0,31,EB,"13,200","12,551",95.08%,"12,551",5,7
Will01,10/12/2015,OLD C,"3,151",4136,9.57,0,32,EB,"46,200","41,011",88.77%,"38,317",5,7
Will01,10/12/2015,OLD C,"3,151",4141,9.57,0,32,EB,"45,460","40,354",88.77%,"37,703",5,7
Will01,10/12/2015,OLD C,"3,151",4145,9.57,0,32,EB,"19,460","17,274",88.77%,"16,140",5,7
Youn01,10/12/2015,Mdw St,"3,143",4125,0.81,0,27,BL,"20,840","19,670",94.38%,"19,670",5,7
Youn01,10/12/2015,Mdw St,"3,143",4134,0.81,0,27,BL,"19,440","18,348",94.38%,"18,348",5,7
Deca01,10/13/2015,CAR10,"3,162",4152,3.6,0,34,ST,"27,700","25,201",90.98%,"25,201",5,7
Deca01,10/13/2015,CAR10,"3,166",4157,2.9,0,39,ST,"30,360","28,475",93.79%,"28,475",5,7
Deca01,10/13/2015,CAR10,"3,166",4164,2.9,0,39,ST,"13,260","12,437",93.79%,"12,437",5,7
Deca03,10/13/2015,ZPD,"3,157",4159,,,,PD,"1,220","1,213",99.43%,"1,213",5,7
Hann01,10/13/2015,C 6,"3,163",4153,1.2,0,66,EB,"59,840","57,163",95.53%,"57,163",5,7
Hann01,10/13/2015,C 6,"3,168",4160,2.74,0,58,EB,"8,420","7,860",93.35%,"7,860",5,7
Medi01,10/13/2015,A9,"3,177",4170,3.4,0,27,HO,"27,380","25,795",94.21%,"25,692",5,7
Norr02,10/13/2015,BS2,"3,164",4154,2.2,0,28,ST,"38,700","36,995",95.59%,"36,995",5,7
Norr02,10/13/2015,BS2,"3,171",4163,3.6,0,28,ST,"20,980","20,478",97.61%,"20,355",5,7
Pink01,10/13/2015,Mil#1,"3,167",4158,2,0,20,HO,"16,500","15,322",92.86%,"15,322",5,7
Pink01,10/13/2015,Mil#1,"3,172",4166,0.2,0,23,HO,"17,460","16,184",92.69%,"16,184",5,7
Pink01,10/13/2015,Mil#1,"3,176",4169,2.6,0,20,HO,"9,980","9,151",91.69%,"9,151",5,7
Pink02,10/13/2015,#10,"3,174",4167,3.7,0,31,MX,"15,680","13,703",87.39%,"13,607",5,7
Reze02,10/13/2015,#5A,"3,158",4149,1,0,23,ST,"47,600","46,004",96.65%,"46,004",5,7
Reze02,10/13/2015,#5A,"3,160",4150,0.8,0,23,ST,"25,820","24,768",95.93%,"24,768",5,7
Reze02,10/13/2015,#15,"3,161",4151,1.72,0,23,ST,"23,340","22,631",96.96%,"22,631",5,7
Reze02,10/13/2015,#15,"3,165",4155,0.8,0,28,ST,"48,840","47,613",97.49%,"47,613",5,7
Reze02,10/13/2015,#15,"3,170",4162,2,0,31,ST,"52,680","50,359",95.59%,"50,359",5,7
Reze02,10/13/2015,#9,"3,175",4168,1.45,0,24,ST,"46,240","44,264",95.73%,"44,264",5,7
Reze02,10/13/2015,#9,"3,178",4171,2.7,0,41,ST,"21,560","20,979",97.31%,"20,979",5,7
Smit02,10/13/2015,USHAW,"3,179",4165,6.2,0,15,ST,"49,800","47,129",94.64%,"47,129",5,7
Smit02,10/13/2015,USHAW,"3,180",4156,12.92,0,25,ST,"49,140","44,770",91.11%,"40,329",5,7
