grower_id,deliver_date,Bog,LotID,GTL,Rot,Debris,Color,Variety,GTL ,Lot Pack Out,Pack Out %,Useable w3% allow
Liff01,10/17/2014,All,"2,709",3488,3.14,0,43,HO,"19,540","17,876",91.48%,"17,851"
Paqu05,10/17/2014,PH2,"2,715",3501,1.88,0,41,ST,"28,340","27,685",97.69%,"27,685"
Paqu05,10/17/2014,PH2,"2,715",3506,1.88,0,41,ST,"21,420","20,925",97.69%,"20,925"
Paqu05,10/17/2014,PH2,"2,715",3513,1.88,0,41,ST,"28,740","28,076",97.69%,"28,076"
Pink01,10/17/2014,Mil#1,"2,717",3505,6.14,0,33,HO,"17,080","14,171",82.97%,"13,726"
Smit02,10/17/2014,M-3,"2,725",3498,2.32,0,32,ST,"51,340","48,623",94.71%,"48,623"
Smit02,10/17/2014,4-Mar,"2,728",3503,1.05,0,33,ST,"50,660","47,350",93.47%,"47,350"
Smit02,10/17/2014,4-Mar,"2,728",3510,1.05,0,33,ST,"39,280","36,713",93.47%,"36,713"
Bett01,10/18/2014,6,"2,733",3524,4.12,0,51,HO,"41,480","38,960",93.92%,"38,524"
Bott02,10/18/2014,13,"2,734",3525,5.62,0,48,EB,"17,000","13,553",79.72%,"13,198"
DeMo01,10/18/2014,4,"2,738",3523,2.3,0,26,OS,"25,720","23,916",92.99%,"23,916"
Gate03,10/18/2014,BACKWO,"2,731",3521,1.84,0,38,HO,"50,440","48,465",96.08%,"48,465"
Gate03,10/18/2014,BACKWO,"2,731",3527,1.84,0,38,HO,"45,480","43,699",96.08%,"43,699"
Gate03,10/18/2014,BACKWO,"2,737",3529,1.35,0,37,HO,"4,640","4,436",95.60%,"4,436"
Hamb03,10/18/2014,COOMBE,"2,739",3532,1.88,0,38,MX,"49,500","47,105",95.16%,"47,105"
Hann01,10/18/2014,D2,"2,730",3520,3.07,0,51,ST,"59,580","57,658",96.77%,"57,658"
Harj01,10/18/2014,BYRNE1,"2,727",3518,1.01,0,36,ST,"44,400","42,535",95.80%,"42,535"
Paqu03,10/18/2014,COL2AC,"2,736",3530,3.6,0,70,EB,"19,800","17,411",87.93%,"17,307"
Paqu05,10/18/2014,PH1,"2,726",3517,1.07,0,44,ST,"12,220","11,688",95.65%,"11,688"
Pink01,10/18/2014,Mil#2,"2,732",3522,3.53,0,35,ST,"17,660","14,819",83.91%,"14,741"
Pink01,10/18/2014,Mil#2,"2,732",3531,3.53,0,35,ST,"9,480","7,955",83.91%,"7,913"
Ward01,10/18/2014,#8,"2,729",3519,2.26,0,41,ST,"24,480","23,724",96.91%,"23,724"
Ward01,10/18/2014,#7,"2,735",3526,2.47,0,34,ST,"41,580","39,545",95.10%,"39,545"
Ward01,10/18/2014,#7,"2,735",3528,2.47,0,34,ST,"29,940","28,474",95.10%,"28,474"
Beat01,10/20/2014,Lowspl,,,,,,HO,,,,
Beat01,10/20/2014,Lowspl,,,,,,HO,,,,
Deca03,10/20/2014,ZPD,"2,749",3544,0,0,,PD,"5,880","5,621",95.60%,"5,621"
Deca03,10/20/2014,ZPD,"2,765",3562,0,0,,PD,"8,400","8,353",99.44%,"8,353"
Fiel05,10/20/2014,EB,"2,754",3550,4.15,0,58,EB,"14,180","13,514",95.30%,"13,514"
Fiel05,10/20/2014,ST,"2,764",3561,6.63,0,44,ST,"15,860","15,328",96.65%,"14,772"
Hann01,10/20/2014,D-11,"2,748",3543,2.94,0,51,MX,"58,920","57,282",97.22%,"57,282"
Hann01,10/20/2014,D12,"2,752",3548,2,0,45,HO,"38,360","35,818",93.37%,"35,818"
Hann01,10/20/2014,C11,"2,762",3558,2,0,38,HO,"60,900","58,640",96.29%,"58,640"
Hann01,10/20/2014,C11,"2,763",3560,1.74,0,33,HO,"14,740","14,305",97.05%,"14,305"
Henr03,10/20/2014,COLLIN,"2,743",3539,3.3,0,70,OS,"1,840","1,868",101.52%,"1,868"
Jenn01,10/20/2014,2,"2,758",3554,0.7,0,38,ST,"50,180","48,436",96.52%,"48,436"
Jenn01,10/20/2014,1,"2,759",3555,1.24,0,35,ST,"26,980","25,808",95.65%,"25,808"
Jenn01,10/20/2014,1,"2,759",3559,1.24,0,35,ST,"38,880","37,190",95.65%,"37,190"
Norr01,10/20/2014,A-9,"2,740",3533,4.89,0,35,HO,"35,920","30,632",85.28%,"30,053"
Padu01,10/20/2014,Rock#3,"2,746",3541,2.57,0,34,ST,"16,360","14,329",87.59%,"14,329"
Padu01,10/20/2014,Rock#3,"2,751",3547,10.4,0,28,ST,"16,540","14,055",84.98%,"13,015"
Padu01,10/20/2014,Rock#3,"2,757",3553,3.62,0,29,ST,"16,620","14,583",87.74%,"14,583"
Padu01,10/20/2014,Rock#3,"2,760",3556,9.5,0,32,ST,"16,580","14,990",90.41%,"14,016"
Paqu05,10/20/2014,PH1,"2,741",3536,2.22,0,55,ST,"27,100","26,429",97.52%,"26,429"
Paqu05,10/20/2014,PH1,"2,747",3542,4.16,0,37,ST,"22,100","20,772",93.99%,"20,772"
Paqu05,10/20/2014,PH1,"2,753",3549,3.91,0,48,ST,"29,360","28,470",96.97%,"28,470"
Paqu05,10/20/2014,PH1,"2,761",3557,3.49,0,45,ST,"20,240","19,815",97.90%,"19,815"
Pink01,10/20/2014,Mil#3,"2,742",3537,3.38,0,55,ST,"16,860","14,844",88.04%,"14,844"
Pink01,10/20/2014,Mil#3,"2,742",3538,3.38,0,55,ST,"14,320","12,608",88.04%,"12,608"
Pink01,10/20/2014,Mil#3,"2,755",3551,2.89,0,31,ST,"15,400","13,014",84.51%,"13,014"
Pink01,10/20/2014,Mil#3,"2,756",3552,3.2,0,44,ST,"15,040","14,219",94.54%,"14,191"
Rich01,10/20/2014,Acush2,"2,745",3534,1.23,0,41,HO,"47,760","45,864",96.03%,"45,864"
Rich01,10/20/2014,Acush2,"2,750",3535,2.69,0,38,HO,"25,440","23,764",93.41%,"23,764"
Sull02,10/20/2014,Bog #1,"2,744",3540,2.7,0,60,EB,"7,020","6,714",95.64%,"6,714"
Bett01,10/21/2014,9,"2,779",3578,4.89,0,44,HO,"28,280","24,621",87.06%,"24,156"
Bral01,10/21/2014,#5A,"2,770",3568,2.7,0,40,ST,"48,220","45,898",95.18%,"45,898"
Bral01,10/21/2014,#5A,"2,780",3577,3.65,0,38,ST,"48,420","46,552",96.14%,"46,552"
Dvor01,10/21/2014,High 2,"2,771",3569,1.52,0,38,HO,"15,100","14,577",96.54%,"14,577"
Dvor01,10/21/2014,High 2,"2,778",3576,0.45,0,36,HO,"15,080","14,434",95.72%,"14,434"
Dvor01,10/21/2014,High 2,"2,786",3584,0.8,0,34,HO,"14,720","14,132",96.01%,"14,132"
Fiel05,10/21/2014,ST,"2,768",3565,3.6,0,44,ST,"16,220","15,293",94.28%,"15,293"
Fiel05,10/21/2014,ST,"2,768",3566,3.6,0,44,ST,"9,740","9,183",94.28%,"9,183"
Hamb01,10/21/2014,MM,"2,774",3572,1.72,0,40,MX,"47,320","45,599",96.36%,"45,599"
Hamb01,10/21/2014,MM,"2,783",3581,2.2,0,65,MX,"14,560","13,390",91.96%,"13,390"
Hann01,10/21/2014,C12,"2,766",3563,1.1,0,37,HO,"28,700","27,039",94.21%,"27,039"
Hann01,10/21/2014,C 1,"2,769",3567,1.53,0,37,HO,"51,640","48,585",94.08%,"48,585"
Hann01,10/21/2014,C 1,"2,777",3575,1.1,0,36,HO,"40,820","38,510",94.34%,"38,510"
Kopa01,10/21/2014,Satuit,"2,773",3571,2.33,0,44,BL,"23,200","17,835",76.88%,"17,835"
Kopa01,10/21/2014,Satuit,"2,784",3582,6.83,0,49,BL,"11,780","9,174",77.88%,"8,823"
Norr01,10/21/2014,A-13,"2,775",3573,4.75,0,72,EB,"23,800","21,349",89.70%,"21,349"
Norr01,10/21/2014,A-3,"2,781",3579,9.22,0,59,MX,"45,700","38,072",83.31%,"35,704"
Padu01,10/21/2014,Rock#3,"2,772",3570,6.7,0,30,ST,"15,980","14,517",90.84%,"13,980"
Padu01,10/21/2014,Rock#3,"2,776",3574,4.3,0,41,ST,"6,940","6,354",91.56%,"6,271"
Paqu05,10/21/2014,PH4,"2,782",3580,1.76,0,41,ST,"23,720","22,987",96.91%,"22,987"
Pink01,10/21/2014,CHER01,"2,767",3564,3.9,0,48,HO,"17,760","15,708",88.45%,"15,567"
Pink01,10/21/2014,CHER02,"2,785",3583,4.66,0,40,HO,"16,640","14,697",88.32%,"14,453"
Ashl02,10/22/2014,4 STAR,"2,790",3589,3.29,0,33,ST,"41,880","39,828",95.10%,"39,828"
Ashl02,10/22/2014,4 STAR,"2,796",3595,0.96,0,26,HO,"48,520","46,455",95.74%,"46,455"
Ashl02,10/22/2014,4 STAR,"2,796",3599,0.96,0,26,HO,"18,780","17,981",95.74%,"17,981"
Ashl02,10/22/2014,11 S,"2,801",3604,1.29,0,36,ST,"46,440","44,559",95.95%,"44,559"
Ashl02,10/22/2014,11 S,"2,802",3606,0.83,0,49,ST,"40,740","39,115",96.01%,"39,115"
Bral01,10/22/2014,#5A,"2,787",3585,2.93,0,40,ST,"48,240","44,399",92.04%,"44,399"
Bral01,10/22/2014,#5A,"2,787",3586,2.93,0,40,ST,"25,600","23,561",92.04%,"23,561"
Cako01,10/22/2014,MAIN,"2,798",3598,7.86,0,44,OS,"12,440","10,539",84.72%,"10,027"
Deca03,10/22/2014,ZPD,"2,794",3593,0,0,,PD,"3,540","3,451",97.49%,"3,451"
Dvor01,10/22/2014,High 2,"2,793",3592,0.67,0,36,HO,"13,880","13,370",96.33%,"13,370"
Hamb03,10/22/2014,COOMBE,"2,792",3591,0.88,0,35,EB,"12,360","11,028",89.22%,"11,028"
Hann01,10/22/2014,C 2,"2,795",3594,1.1,0,41,HO,"31,520","29,768",94.44%,"29,768"
Hann01,10/22/2014,C 4,"2,797",3596,0.28,0,42,HO,"13,540","12,604",93.09%,"12,604"
Hann01,10/22/2014,C 3,"2,800",3601,0.21,0,40,HO,"38,820","36,416",93.81%,"36,416"
Mere01,10/22/2014,BigBog,"2,799",3600,1.26,0,36,ST,"49,840","47,845",96.00%,"47,845"
Mere01,10/22/2014,BigBog,"2,799",3602,1.26,0,36,ST,"49,480","47,500",96.00%,"47,500"
Mere01,10/22/2014,BigBog,"2,799",3603,1.26,0,36,ST,"49,760","47,768",96.00%,"47,768"
Mere01,10/22/2014,BigBog,"2,816",3597,1.57,0,33,ST,"49,600","47,334",95.43%,"47,334"
Mere01,10/22/2014,BigBog,"2,819",3605,2.67,0,36,ST,"49,660","48,032",96.72%,"48,032"
Norr01,10/22/2014,A-13,"2,789",3588,1,0,72,EB,"39,420","36,564",92.75%,"36,564"
Norr01,10/22/2014,A-13,"2,791",3590,0.66,0,72,EB,"7,240","6,877",94.99%,"6,877"
Padu01,10/22/2014,Rock#1,"2,788",3587,6.73,0,47,HO,"2,400","2,191",91.29%,"2,109"
Ashl02,10/23/2014,11 S,"2,802",3610,0.83,0,49,ST,"42,520","40,823",96.01%,"40,823"
Ashl02,10/23/2014,11 S,"2,805",3613,0.98,0,44,ST,"47,820","45,946",96.08%,"45,946"
Ashl02,10/23/2014,11 S,"2,810",3618,1.85,0,38,ST,"42,180","40,133",95.15%,"40,133"
Ashl02,10/23/2014,11 S,"2,810",3620,1.85,0,38,ST,"47,420","45,118",95.15%,"45,118"
Ashl02,10/23/2014,11 S,"2,810",3625,1.85,0,38,ST,"42,460","40,399",95.15%,"40,399"
Ashl02,10/23/2014,11 S,"2,810",3628,1.85,0,38,ST,"44,120","41,979",95.15%,"41,979"
Coul01,10/23/2014,HARW,"2,814",3626,5.24,0,52,MX,"44,260","38,233",86.38%,"37,377"
Deca01,10/23/2014,ROUN11,"2,812",3623,5.12,0,44,ST,"28,380","24,011",84.61%,"23,502"
Deca03,10/23/2014,ZPD,"2,804",3611,0,0,,PD,"5,480","5,187",94.65%,"5,187"
Deca03,10/23/2014,ZPD,"2,811",3622,0,0,,PD,"12,380","11,020",89.01%,"11,020"
Hamb03,10/23/2014,winn,"2,813",3624,4.08,0,36,ST,"13,400","12,842",95.84%,"12,842"
Jenn01,10/23/2014,1,"2,806",3614,0.82,0,33,HO,"53,220","49,719",93.42%,"49,719"
Jenn01,10/23/2014,1,"2,808",3616,0.31,0,50,HO,"10,660","9,232",86.60%,"9,232"
Mere01,10/23/2014,BigBog,"2,803",3609,2.38,0,39,ST,"50,500","48,027",95.10%,"48,027"
Mere01,10/23/2014,BigBog,"2,803",3612,2.38,0,39,ST,"52,420","49,852",95.10%,"49,852"
Mere01,10/23/2014,BigBog,"2,809",3617,2.86,0,32,MX,"52,100","49,635",95.27%,"49,635"
Mere01,10/23/2014,BigBog,"2,809",3621,2.86,0,32,MX,"23,040","21,950",95.27%,"21,950"
Mere01,10/23/2014,BigBog,"2,818",3619,1.8,0,26,MX,"51,440","48,891",95.04%,"48,891"
Mere01,10/23/2014,BigBog,"2,820",3607,6.08,0,35,ST,"48,340","46,326",95.83%,"46,326"
Mere01,10/23/2014,BigBog,"2,820",3608,6.08,0,35,ST,"48,120","46,116",95.83%,"46,116"
Pink01,10/23/2014,CHER03,,,,,,HO,,,,
Pink01,10/23/2014,CHER02,"2,807",3615,2.68,0,34,HO,"6,700","6,082",90.78%,"6,082"
Arau01,10/24/2014,SQUANT,"2,826",3638,0.7,0,55,OS,"5,360","5,170",96.46%,"5,170"
Bott02,10/24/2014,4,"2,823",3634,2.26,0,43,ST,"48,480","45,666",94.20%,"45,666"
Bott02,10/24/2014,4,"2,825",3637,3.09,0,49,ST,"47,160","44,235",93.80%,"44,235"
Deca01,10/24/2014,ROUN11,"2,817",3631,5.44,0,69,ST,"21,320","18,693",87.68%,"18,237"
Deca01,10/24/2014,LP1,"2,821",3632,5.9,0,40,ST,"43,000","37,573",87.38%,"36,484"
Deca01,10/24/2014,LP1,"2,821",3635,5.9,0,40,ST,"6,540","5,715",87.38%,"5,549"
Deca03,10/24/2014,ZPD,"2,815",3629,0,0,,PD,"2,240","2,102",93.82%,"2,102"
Deca03,10/24/2014,ZPD,"2,815",3630,0,0,,PD,"3,260","3,058",93.82%,"3,058"
Deca03,10/24/2014,ZPD,"2,822",3633,0,0,,PD,"1,560","1,465",93.91%,"1,465"
Deca03,10/24/2014,ZPD,"2,824",3636,0,0,,PD,"4,280","4,066",95.00%,"4,066"
Deca03,10/24/2014,ZPD,"2,827",3639,4.36,0,,PD,"13,180","11,625",88.20%,"11,467"
Ashl02,10/25/2014,4 H,"2,832",3645,3.83,0,37,HO,"44,700","43,180",96.60%,"43,180"
Ashl02,10/25/2014,4 H,"2,836",3655,0.76,0,37,HO,"44,800","42,711",95.34%,"42,711"
Bott02,10/25/2014,4,"2,829",3641,3.49,0,42,ST,"46,820","42,941",91.72%,"42,941"
Bott02,10/25/2014,11,"2,839",3649,1.8,0,40,ST,"38,120","33,016",86.61%,"33,016"
Bott02,10/25/2014,19,"2,840",3657,8.16,0,43,ST,"46,700","45,221",96.83%,"42,888"
Coul01,10/25/2014,HARW,"2,838",3658,1.02,0,50,MX,"23,100","20,704",89.63%,"20,704"
Deca01,10/25/2014,LP2,"2,830",3642,5.07,0,47,ST,"41,920","35,335",84.29%,"34,603"
Deca01,10/25/2014,LP2,"2,830",3646,5.07,0,47,ST,"13,740","11,581",84.29%,"11,342"
Deca01,10/25/2014,ROUN7,"2,835",3652,16.01,0,47,HO,"28,600","22,828",79.82%,"19,858"
MacL01,10/25/2014,MCNB,"2,837",3656,8.28,0,44,ST,"29,300","26,129",89.18%,"24,749"
MacL01,10/25/2014,MCNB,"2,837",3659,8.28,0,44,ST,"30,200","26,931",89.18%,"25,509"
Pink01,10/25/2014,Swamp,"2,833",3650,3.13,0,52,HO,"12,740","11,603",91.08%,"11,603"
Wain02,10/25/2014,DAD,"2,831",3643,7.22,0,43,ST,"19,000","18,080",95.16%,"18,080"
Wain02,10/25/2014,DAD,"2,831",3644,7.22,0,43,ST,"15,980","15,206",95.16%,"15,206"
Wain02,10/25/2014,DAD,"2,831",3647,7.22,0,43,ST,"19,320","18,384",95.16%,"18,384"
Wain02,10/25/2014,DAD,"2,831",3648,7.22,0,43,ST,"15,460","14,711",95.16%,"14,711"
Wain02,10/25/2014,DAD,"2,834",3651,2.82,0,45,ST,"19,300","18,329",94.97%,"18,329"
Wain02,10/25/2014,DAD,"2,834",3653,2.82,0,45,ST,"9,380","8,908",94.97%,"8,908"
Wain02,10/25/2014,DAD,"2,834",3654,2.82,0,45,ST,"15,120","14,360",94.97%,"14,360"
Wils01,10/25/2014,RT 28,"2,828",3640,0.99,0,45,MX,"32,100","30,470",94.92%,"30,470"
Ashl02,10/27/2014,13H,"2,844",3666,0.88,0,27,HO,"47,340","45,320",95.73%,"45,320"
Ashl02,10/27/2014,13H,"2,850",3674,2.99,0,38,HO,"43,700","41,621",95.24%,"41,621"
Ashl02,10/27/2014,13H,"2,850",3676,2.99,0,38,HO,"49,680","47,316",95.24%,"47,316"
Ashl02,10/27/2014,13H,"2,850",3679,2.99,0,38,HO,"49,840","47,468",95.24%,"47,468"
Ashl02,10/27/2014,13H,"2,850",3682,2.99,0,38,HO,"43,380","41,316",95.24%,"41,316"
Beat01,10/27/2014,Upspl,"2,858",3671,13.67,0,46,HO,"12,700","10,144",79.87%,"9,062"
Beat01,10/27/2014,Upspl,"2,858",3672,13.67,0,46,HO,"15,680","12,524",79.87%,"11,188"
Bott02,10/27/2014,21,"2,862",3661,3.65,0,41,ST,"28,920","27,980",96.75%,"27,980"
Bott02,10/27/2014,19,"2,866",3660,2.62,0,41,ST,"35,220","33,948",96.39%,"33,948"
Coul01,10/27/2014,HARW,"2,853",3681,5.26,0,61,HO,"13,840","12,161",87.87%,"11,886"
Deca01,10/27/2014,ROUN8,"2,841",3662,0.9,0,47,EB,"23,480","22,213",94.60%,"22,213"
Deca01,10/27/2014,ROUN6,"2,843",3664,5.97,0,53,HO,"43,100","38,468",89.25%,"37,326"
Deca01,10/27/2014,ROUN6,"2,843",3665,5.97,0,53,HO,"2,840","2,535",89.25%,"2,460"
Deca01,10/27/2014,ROUN1,"2,849",3673,5.37,0,59,ST,"16,960","15,598",91.97%,"15,228"
Deca03,10/27/2014,ZPD,"2,847",3669,0,0,,PD,"9,920","9,043",91.16%,"9,043"
Deca03,10/27/2014,ZPD,"2,847",3685,0,0,,PD,"12,680","11,560",91.16%,"11,560"
Hamb03,10/27/2014,winn,"2,852",3677,1.32,0,50,EB,"39,140","37,268",95.22%,"37,268"
Hamb03,10/27/2014,winn,"2,855",3684,1.4,0,39,ST,"22,560","21,529",95.43%,"21,529"
MacL01,10/27/2014,MCNB,"2,848",3670,7.5,0,44,ST,"30,620","28,440",92.88%,"27,160"
MacL01,10/27/2014,MCNB,"2,848",3678,7.5,0,44,ST,"30,720","28,533",92.88%,"27,249"
MacL01,10/27/2014,MCNB,"2,848",3680,7.5,0,44,ST,"30,240","28,087",92.88%,"26,823"
MacL01,10/27/2014,MCNB,"2,854",3683,18.53,0,46,ST,"11,600","10,462",90.19%,"9,831"
Rust01,10/27/2014,LOWER,"2,845",3667,5.1,0,67,EB,"32,060","29,770",92.86%,"29,145"
Ward01,10/27/2014,#5,"2,846",3668,1.85,0,48,HO,"29,600","27,893",94.23%,"27,893"
Ward01,10/27/2014,#1,"2,851",3675,0.91,0,48,HO,"24,580","22,946",93.35%,"22,946"
Wils01,10/27/2014,RT 28,"2,842",3663,0.93,0,60,HO,"31,840","30,612",96.14%,"30,612"
Ashl02,10/28/2014,13H,"2,857",3687,3.34,0,30,HO,"43,380","41,767",96.28%,"41,767"
Ashl02,10/28/2014,13H,"2,857",3688,3.34,0,30,HO,"41,000","39,475",96.28%,"39,475"
Brid01,10/28/2014,A5,"2,867",3697,6.97,0,60,ST,"6,140","4,755",77.44%,"4,566"
Deca01,10/28/2014,LP3,"2,861",3691,12.29,0,40,ST,"43,820","37,453",85.47%,"33,974"
Deca03,10/28/2014,ZPD,"2,859",3689,0,0,,PD,"5,540","5,185",93.59%,"5,185"
Deca03,10/28/2014,ZPD,"2,859",3692,0,0,,PD,"2,900","2,714",93.59%,"2,714"
Deca03,10/28/2014,ZPD,"2,864",3694,0,0,,PD,820,766,93.44%,766
Deca03,10/28/2014,ZPD,"2,864",3696,0,0,,PD,"2,580","2,411",93.44%,"2,411"
Deca03,10/28/2014,ZPD,"2,868",3698,0,0,,PD,"1,760","1,538",87.37%,"1,538"
Deca03,10/28/2014,ZPD,"2,868",3701,0,0,,PD,740,647,87.37%,647
Deca03,10/28/2014,ZPD,"2,868",3702,0,0,,PD,"1,340","1,171",87.37%,"1,171"
Hann02,10/28/2014,B6,"2,856",3686,4.81,0,51,ST,"55,820","53,941",96.63%,"52,965"
Hann02,10/28/2014,B1,"2,863",3693,3.4,0,34,ST,"20,320","19,303",95.00%,"19,226"
Hann02,10/28/2014,B8,"2,870",3700,7.18,0,57,ST,"59,520","56,653",95.18%,"54,284"
Hann02,10/28/2014,B8,"2,870",3703,7.18,0,57,ST,"36,420","34,665",95.18%,"33,216"
Pink01,10/28/2014,Canal,"2,860",3690,4.29,0,55,HO,"16,700","14,670",87.84%,"14,481"
Pink01,10/28/2014,Canal,"2,865",3695,5.78,0,41,HO,"3,200","2,655",82.97%,"2,581"
Rust01,10/28/2014,UPPER,"2,869",3699,10.14,0,49,EB,"35,560","32,215",90.59%,"29,915"
Deca01,10/29/2014,LP3,"2,872",3707,12.55,0,45,ST,"32,420","28,156",86.85%,"25,467"
Deca03,10/29/2014,ZPD,"2,868",3705,0,0,,PD,"2,860","2,499",87.37%,"2,499"
Deca03,10/29/2014,ZPD,"2,874",3710,0,0,,PD,"3,240","3,011",92.95%,"3,011"
Deca03,10/29/2014,ZPD,"2,874",3716,0,0,,PD,"11,840","11,005",92.95%,"11,005"
Deca03,10/29/2014,ZPD,"2,874",3717,0,0,,PD,"2,500","2,324",92.95%,"2,324"
Hann02,10/29/2014,B5,"2,871",3704,4.48,0,53,ST,"44,580","44,087",98.89%,"44,087"
Hann02,10/29/2014,B7,"2,873",3709,5.96,0,57,ST,"50,200","48,023",95.66%,"48,023"
Hann02,10/29/2014,B7,"2,873",3711,5.96,0,57,ST,"45,260","43,297",95.66%,"43,297"
Hann02,10/29/2014,B4,"2,875",3714,2.88,0,65,ST,"49,220","47,197",95.89%,"47,197"
Hann02,10/29/2014,B4,"2,875",3715,2.88,0,65,ST,"15,560","14,920",95.89%,"14,920"
Hann02,10/29/2014,B3,"2,876",3718,1.76,0,42,HO,"46,940","45,373",96.66%,"45,373"
Rint01,10/29/2014,BOG,,,,,,HO,,,,
Rint01,10/29/2014,BOG,,,,,,HO,,,,
Rint01,10/29/2014,BOG,,,,,,HO,,,,
Rint01,10/29/2014,BOG,,,,,,HO,,,,
Ross02,10/29/2014,LS New,"2,877",3719,12.8,0,35,ST,"33,600","31,111",92.59%,"29,562"
Ashl02,10/30/2014,5 H,"2,879",3722,1.58,0,32,HO,"44,120","41,629",94.35%,"41,629"
Ashl02,10/30/2014,5 H,"2,879",3723,1.58,0,32,HO,"25,100","23,683",94.35%,"23,683"
Ashl02,10/30/2014,10 H,"2,883",3727,3.85,0,36,HO,"41,680","39,678",95.20%,"39,678"
Deca01,10/30/2014,CAR12,"2,880",3724,3.72,0,72,EB,"36,380","32,040",88.07%,"32,040"
Deca01,10/30/2014,CAR10,"2,884",3728,1.35,0,52,ST,"28,120","20,844",74.13%,"20,844"
Deca03,10/30/2014,ZPD,"2,874",3720,0,0,,PD,"4,340","4,034",92.95%,"4,034"
Deca03,10/30/2014,ZPD,"2,881",3725,0,0,,PD,"6,840","6,311",92.27%,"6,311"
Lawt01,10/30/2014,TT A5,"2,882",3726,4.29,0,51,ST,"42,400","40,179",94.76%,"39,661"
Lawt01,10/30/2014,TT A5,"2,885",3729,5.43,0,49,ST,"42,180","40,076",95.01%,"39,102"
Ross02,10/30/2014,LS New,"2,878",3721,9.73,0,40,ST,"20,120","18,644",92.66%,"17,389"
Ashl02,10/31/2014,10 H,"2,887",3732,0.99,0,36,HO,"43,220","40,807",94.42%,"40,807"
Ashl02,10/31/2014,10 H,"2,890",3734,2.38,0,34,HO,"50,520","47,474",93.97%,"47,474"
Ashl02,10/31/2014,10 H,"2,893",3737,6.32,0,30,HO,"47,320","44,809",94.69%,"43,321"
Chan01,10/31/2014,4.5,"2,895",3739,13.38,0,35,MX,"18,920","14,161",74.85%,"12,691"
Deca01,10/31/2014,CAR13,"2,889",3731,7.01,0,58,HO,"41,660","37,924",91.03%,"36,403"
Deca01,10/31/2014,CAR09,"2,892",3736,3.71,0,56,ST,"29,060","26,449",91.02%,"26,449"
Lawt01,10/31/2014,LMR 1,"2,888",3733,4.54,0,48,ST,"43,080","40,341",93.64%,"39,720"
Lawt01,10/31/2014,LMR 1,"2,891",3735,2.88,0,48,ST,"43,420","41,034",94.50%,"41,034"
Lawt01,10/31/2014,LMR 5,"2,894",3738,2.85,0,48,ST,"43,300","41,148",95.03%,"41,148"
Lawt01,10/31/2014,LMR 5,"2,896",3740,6.29,0,41,ST,"42,840","40,685",94.97%,"39,346"
Wils01,10/31/2014,RT 28,"2,886",3730,4.92,0,72,HO,"31,300","29,946",95.67%,"29,946"
Bott02,11/3/2014,5,"2,900",3743,7.37,0,67,EB,"39,900","36,902",92.49%,"35,289"
Bott02,11/3/2014,7,"2,901",3744,15.06,0,72,EB,"23,560","21,343",90.59%,"18,769"
Conw02,11/3/2014,4,"2,897",3741,2.94,0,42,ST,"38,900","37,184",95.59%,"37,184"
Conw02,11/3/2014,4,"2,897",3742,2.94,0,42,ST,"40,420","38,636",95.59%,"38,636"
Deca01,11/3/2014,CAR08,"2,904",3749,9.17,0,38,ST,"23,180","17,785",76.73%,"16,688"
Deca01,11/3/2014,CAR08,"2,904",3751,9.17,0,38,ST,"21,480","16,481",76.73%,"15,464"
Deca03,11/3/2014,ZPD,"2,899",3747,0,0,,PD,"14,000","13,247",94.62%,"13,247"
Deca03,11/3/2014,ZPD,"2,903",3748,0,0,,PD,"12,520","12,377",98.86%,"12,377"
Deca03,11/3/2014,ZPD,"2,906",3752,0,0,,PD,"11,540","11,595",100.48%,"11,595"
Lawt01,11/3/2014,LMR 5,"2,905",3750,3.5,0,41,ST,"42,640","40,020",93.86%,"40,020"
Ross02,11/3/2014,LS Old,"2,898",3745,1.75,0,57,MX,"38,260","36,268",94.79%,"36,268"
West04,11/3/2014,Bog#3,"2,902",3746,3.99,0,45,BL,"8,540","8,603",100.74%,"8,603"
Biel01,11/4/2014,F 4,"2,907",3753,11.22,0,48,ST,"49,640","48,701",98.11%,"47,240"
Biel01,11/4/2014,F 4,"2,908",3754,11.43,0,48,ST,"49,780","49,517",99.47%,"48,031"
Deca01,11/4/2014,CARM10,"2,910",3756,2.26,0,72,EB,"15,900","13,156",82.74%,"13,156"
Deca03,11/4/2014,ZPD,"2,911",3757,0,0,,PD,"4,100","3,811",92.95%,"3,811"
Deca03,11/4/2014,ZPD,"2,913",3759,0,0,,PD,"5,700","5,312",93.19%,"5,312"
Lawt01,11/4/2014,LMR 5,"2,909",3755,3.66,0,64,ST,"31,180","29,380",94.23%,"29,380"
Ross03,11/4/2014,PIANO,"2,912",3758,3.56,0,59,MX,"31,660","28,711",90.69%,"28,550"
Biel01,11/5/2014,F 1,"2,917",3764,1.95,0,42,ST,"57,800","57,669",99.77%,"57,381"
Biel01,11/5/2014,F 1,"2,918",3765,3,0,51,ST,"48,700","48,262",99.10%,"48,021"
Bott02,11/5/2014,9,"2,924",3769,9.11,0,55,MX,"51,240","40,810",79.64%,"38,317"
Deca01,11/5/2014,CAR06,"2,914",3761,6.26,0,72,EB,"29,040","25,888",89.15%,"25,044"
Deca01,11/5/2014,CARM14,"2,916",3763,2.7,0,57,ST,"13,940","11,758",84.35%,"11,758"
