date,grower,bog,rot,debris,color,kqf_pre,kqf_final,log_rot,variety_coll,year,month,data_source
2014-10-15T00:00:00Z,Reze01,Lyon 3,4.19,0,33,2,4,0.6232492903979,ST,2014,10,decas
2014-10-15T00:00:00Z,Reze01,Lyon 2,2.85,0,44,2,4,0.456366033129043,ST,2014,10,decas
2014-10-15T00:00:00Z,Reze01,Lyon 2,3.56,0,32,2,4,0.552668216112193,ST,2014,10,decas
2014-10-15T00:00:00Z,Reze01,Lyon 1,2.84,0,41,2,4,0.45484486000851,ST,2014,10,decas
2014-10-16T00:00:00Z,Ashl02,4 S,2.13,0,30,2,4,0.330413773349191,ST,2014,10,decas
2014-10-16T00:00:00Z,Ashl02,4 S,2.27,0,27,2,4,0.357934847000454,ST,2014,10,decas
2014-10-16T00:00:00Z,Ashl02,4 S,2.27,0,27,2,4,0.357934847000454,ST,2014,10,decas
2014-10-16T00:00:00Z,Deca03,ZPD,0,0,,2,4,0,other,2014,10,decas
2014-10-16T00:00:00Z,Deca03,ZPD,0,0,,2,4,0,other,2014,10,decas
2014-10-16T00:00:00Z,Deca03,ZPD,0,0,,2,4,0,other,2014,10,decas
2014-10-16T00:00:00Z,DeMo01,1,3.96,0,38,2,4,0.598790506763115,other,2014,10,decas
2014-10-16T00:00:00Z,DeMo01,1,3.96,0,38,2,4,0.598790506763115,other,2014,10,decas
2014-10-16T00:00:00Z,Gate03,FRONT,1.72,0,41,2,4,0.238046103128795,HO,2014,10,decas
2014-10-16T00:00:00Z,Gate03,FRONT,1.72,0,41,2,4,0.238046103128795,HO,2014,10,decas
2014-10-16T00:00:00Z,Gate03,FRONT,2,0,34,2,4,0.303196057420489,HO,2014,10,decas
2014-10-16T00:00:00Z,Hann01,D-1,5.56,0,39,2,4,0.745855195173729,ST,2014,10,decas
2014-10-16T00:00:00Z,Hann01,D-1,5.56,0,39,2,4,0.745855195173729,ST,2014,10,decas
2014-10-16T00:00:00Z,Hann03,MEL A2,1.34,0,53,2,4,0.130333768495006,ST,2014,10,decas
2014-10-16T00:00:00Z,Hann03,MEL A3,1.17,0,49,2,4,0.0718820073061254,ST,2014,10,decas
2014-10-16T00:00:00Z,Harj01,BYRNE4,1.31,0,34,2,4,0.12057393120585,ST,2014,10,decas
2014-10-16T00:00:00Z,Harj01,BYRNE4,1.31,0,34,2,4,0.12057393120585,ST,2014,10,decas
2014-10-16T00:00:00Z,Harj01,BYRNE3,0.88,0,29,2,4,-0.0506099933550872,ST,2014,10,decas
2014-10-16T00:00:00Z,Harj01,BYRNE3,0.88,0,29,2,4,-0.0506099933550872,ST,2014,10,decas
2014-10-16T00:00:00Z,Harj01,BYRNE3,0.88,0,29,2,4,-0.0506099933550872,ST,2014,10,decas
2014-10-16T00:00:00Z,Jenn01,3,1.77,0,28,2,4,0.250420002308894,ST,2014,10,decas
2014-10-16T00:00:00Z,Jenn01,3,1.77,0,28,2,4,0.250420002308894,ST,2014,10,decas
2014-10-16T00:00:00Z,Liff01,RLC,4.78,0,42,2,4,0.680335513414563,other,2014,10,decas
2014-10-16T00:00:00Z,Medi01,A9,2.64,0,26,2,4,0.423245873936808,HO,2014,10,decas
2014-10-16T00:00:00Z,Norr01,A-7,8.57,0,41,2,4,0.933487287848705,other,2014,10,decas
2014-10-16T00:00:00Z,Norr01,A8A,5.06,0,35,2,4,0.705007959333336,ST,2014,10,decas
2014-10-16T00:00:00Z,Pava01,#3,3.25,0,57,2,4,0.513217600067939,HO,2014,10,decas
2014-10-16T00:00:00Z,Pink02,#9,1.69,0,35,2,4,0.230448921378274,ST,2014,10,decas
2014-10-16T00:00:00Z,Pink02,#10,3.3,0,36,2,4,0.519827993775719,ST,2014,10,decas
2014-10-16T00:00:00Z,Reze01,Lyon 1,3.51,0,37,2,4,0.546542663478131,ST,2014,10,decas
2014-10-16T00:00:00Z,Reze01,Ell 1,0.8,0,39,2,4,-0.0915149811213502,HO,2014,10,decas
2014-10-16T00:00:00Z,Reze01,Ell 2,1.88,0,37,2,4,0.276461804173244,HO,2014,10,decas
2014-10-16T00:00:00Z,Smit02,1-Mar,9.44,0,,2,4,0.975431808509263,HO,2014,10,decas
2014-10-16T00:00:00Z,Smit02,2-Mar,3.46,0,37,2,4,0.540329474790874,ST,2014,10,decas
2014-10-17T00:00:00Z,Ashl02,3 S,1.16,0,31,2,4,0.0681858617461616,ST,2014,10,decas
2014-10-17T00:00:00Z,Ashl02,3 S,1.16,0,31,2,4,0.0681858617461616,ST,2014,10,decas
2014-10-17T00:00:00Z,Bett01,11,4.6,0,36,2,4,0.663700925389648,ST,2014,10,decas
2014-10-17T00:00:00Z,Hann01,D17,2.4,0,40,2,4,0.382017042574868,ST,2014,10,decas
2014-10-17T00:00:00Z,Hann01,D17,2.4,0,40,2,4,0.382017042574868,ST,2014,10,decas
2014-10-17T00:00:00Z,Hann01,D17,2.4,0,40,2,4,0.382017042574868,ST,2014,10,decas
2014-10-17T00:00:00Z,Hann01,D17,2.4,0,40,2,4,0.382017042574868,ST,2014,10,decas
2014-10-17T00:00:00Z,Hann01,D2,1.63,0,51,2,4,0.214843848047698,ST,2014,10,decas
2014-10-17T00:00:00Z,Hann01,D2,2.8,0,49,2,4,0.44870631990508,ST,2014,10,decas
2014-10-17T00:00:00Z,Hann01,D2,2.8,0,49,2,4,0.44870631990508,ST,2014,10,decas
2014-10-17T00:00:00Z,Harj01,BRUF#1,1.12,0,38,2,4,0.0530784434834198,HO,2014,10,decas
2014-10-17T00:00:00Z,Harj01,BYRNE2,1.33,0,28,2,4,0.127104798364808,ST,2014,10,decas
2014-10-17T00:00:00Z,Harj01,BYRNE2,1.33,0,28,2,4,0.127104798364808,ST,2014,10,decas
2014-10-17T00:00:00Z,Harj01,BYRNE2,1.33,0,28,2,4,0.127104798364808,ST,2014,10,decas
2014-10-17T00:00:00Z,Harj01,BYRNE2,1.33,0,28,2,4,0.127104798364808,ST,2014,10,decas
2014-10-17T00:00:00Z,Harj01,BYRNE1,0.97,0,30,2,4,-0.00877392430750515,ST,2014,10,decas
2014-10-17T00:00:00Z,Kopa01,Sat 2,7.3,0,41,2,4,0.863917376957861,BL,2014,10,decas
2014-10-17T00:00:00Z,Kopa01,11,1.61,0,28,2,4,0.209515014542631,ST,2014,10,decas
2014-10-17T00:00:00Z,Lamb01,A,11.25,0,43,2,4,1.05153839051533,other,2014,10,decas
2014-10-17T00:00:00Z,Lamb01,A,11.25,0,43,2,4,1.05153839051533,other,2014,10,decas
2014-10-17T00:00:00Z,Lamb01,A,11.25,0,43,2,4,1.05153839051533,other,2014,10,decas
2014-10-17T00:00:00Z,Liff01,All,3.14,0,43,2,4,0.498310553789601,HO,2014,10,decas
2014-10-17T00:00:00Z,Paqu05,PH2,1.88,0,41,2,4,0.276461804173244,ST,2014,10,decas
2014-10-17T00:00:00Z,Paqu05,PH2,1.88,0,41,2,4,0.276461804173244,ST,2014,10,decas
2014-10-17T00:00:00Z,Paqu05,PH2,1.88,0,41,2,4,0.276461804173244,ST,2014,10,decas
2014-10-17T00:00:00Z,Pink01,Mil#1,6.14,0,33,2,4,0.788875115775417,HO,2014,10,decas
2014-10-17T00:00:00Z,Smit02,M-3,2.32,0,32,2,4,0.367355921026019,ST,2014,10,decas
2014-10-17T00:00:00Z,Smit02,4-Mar,1.05,0,33,2,4,0.0253058652647703,ST,2014,10,decas
2014-10-17T00:00:00Z,Smit02,4-Mar,1.05,0,33,2,4,0.0253058652647703,ST,2014,10,decas
2014-10-18T00:00:00Z,Bett01,6,4.12,0,51,2,4,0.615950051656401,HO,2014,10,decas
2014-10-18T00:00:00Z,Bott02,13,5.62,0,48,2,4,0.750508394851346,EB,2014,10,decas
2014-10-18T00:00:00Z,DeMo01,4,2.3,0,26,2,4,0.363611979892144,other,2014,10,decas
2014-10-18T00:00:00Z,Gate03,BACKWO,1.84,0,38,2,4,0.267171728403014,HO,2014,10,decas
2014-10-18T00:00:00Z,Gate03,BACKWO,1.84,0,38,2,4,0.267171728403014,HO,2014,10,decas
2014-10-18T00:00:00Z,Gate03,BACKWO,1.35,0,37,2,4,0.133538908370218,HO,2014,10,decas
2014-10-18T00:00:00Z,Hamb03,COOMBE,1.88,0,38,2,4,0.276461804173244,other,2014,10,decas
2014-10-18T00:00:00Z,Hann01,D2,3.07,0,51,2,4,0.488550716500444,ST,2014,10,decas
2014-10-18T00:00:00Z,Harj01,BYRNE1,1.01,0,36,2,4,0.00860017176191757,ST,2014,10,decas
2014-10-18T00:00:00Z,Paqu03,COL2AC,3.6,0,70,2,4,0.557507201905658,EB,2014,10,decas
2014-10-18T00:00:00Z,Paqu05,PH1,1.07,0,44,2,4,0.0334237554869497,ST,2014,10,decas
2014-10-18T00:00:00Z,Pink01,Mil#2,3.53,0,35,2,4,0.549003262025788,ST,2014,10,decas
2014-10-18T00:00:00Z,Pink01,Mil#2,3.53,0,35,2,4,0.549003262025788,ST,2014,10,decas
2014-10-18T00:00:00Z,Ward01,#8,2.26,0,41,2,4,0.356025857193123,ST,2014,10,decas
2014-10-18T00:00:00Z,Ward01,#7,2.47,0,34,2,4,0.394451680826216,ST,2014,10,decas
2014-10-18T00:00:00Z,Ward01,#7,2.47,0,34,2,4,0.394451680826216,ST,2014,10,decas
2014-10-20T00:00:00Z,Deca03,ZPD,0,0,,2,4,0,other,2014,10,decas
2014-10-20T00:00:00Z,Deca03,ZPD,0,0,,2,4,0,other,2014,10,decas
2014-10-20T00:00:00Z,Fiel05,EB,4.15,0,58,2,4,0.619093330626743,EB,2014,10,decas
2014-10-20T00:00:00Z,Fiel05,ST,6.63,0,44,2,4,0.822168079368018,ST,2014,10,decas
2014-10-20T00:00:00Z,Hann01,D-11,2.94,0,51,2,4,0.469822015978163,other,2014,10,decas
2014-10-20T00:00:00Z,Hann01,D12,2,0,45,2,4,0.303196057420489,HO,2014,10,decas
2014-10-20T00:00:00Z,Hann01,C11,2,0,38,2,4,0.303196057420489,HO,2014,10,decas
2014-10-20T00:00:00Z,Hann01,C11,1.74,0,33,2,4,0.243038048686294,HO,2014,10,decas
2014-10-20T00:00:00Z,Henr03,COLLIN,3.3,0,70,2,4,0.519827993775719,other,2014,10,decas
2014-10-20T00:00:00Z,Jenn01,2,0.7,0,38,2,4,-0.148741651280925,ST,2014,10,decas
2014-10-20T00:00:00Z,Jenn01,1,1.24,0,35,2,4,0.0969100130080564,ST,2014,10,decas
2014-10-20T00:00:00Z,Jenn01,1,1.24,0,35,2,4,0.0969100130080564,ST,2014,10,decas
2014-10-20T00:00:00Z,Norr01,A-9,4.89,0,35,2,4,0.690196080028514,HO,2014,10,decas
2014-10-20T00:00:00Z,Padu01,Rock#3,2.57,0,34,2,4,0.41161970596323,ST,2014,10,decas
2014-10-20T00:00:00Z,Padu01,Rock#3,10.4,0,28,2,4,1.01745072951054,ST,2014,10,decas
2014-10-20T00:00:00Z,Padu01,Rock#3,3.62,0,29,2,4,0.559906625036113,ST,2014,10,decas
2014-10-20T00:00:00Z,Padu01,Rock#3,9.5,0,32,2,4,0.978180516937414,ST,2014,10,decas
2014-10-20T00:00:00Z,Paqu05,PH1,2.22,0,55,2,4,0.348304863048161,ST,2014,10,decas
2014-10-20T00:00:00Z,Paqu05,PH1,4.16,0,37,2,4,0.620136054973758,ST,2014,10,decas
2014-10-20T00:00:00Z,Paqu05,PH1,3.91,0,48,2,4,0.593286067020457,ST,2014,10,decas
2014-10-20T00:00:00Z,Paqu05,PH1,3.49,0,45,2,4,0.544068044350276,ST,2014,10,decas
2014-10-20T00:00:00Z,Pink01,Mil#3,3.38,0,55,2,4,0.530199698203082,ST,2014,10,decas
2014-10-20T00:00:00Z,Pink01,Mil#3,3.38,0,55,2,4,0.530199698203082,ST,2014,10,decas
2014-10-20T00:00:00Z,Pink01,Mil#3,2.89,0,31,2,4,0.462397997898956,ST,2014,10,decas
2014-10-20T00:00:00Z,Pink01,Mil#3,3.2,0,44,2,4,0.506505032404872,ST,2014,10,decas
2014-10-20T00:00:00Z,Rich01,Acush2,1.23,0,41,2,4,0.0934216851622351,HO,2014,10,decas
2014-10-20T00:00:00Z,Rich01,Acush2,2.69,0,38,2,4,0.431363764158987,HO,2014,10,decas
2014-10-20T00:00:00Z,Sull02,Bog #1,2.7,0,60,2,4,0.432969290874406,EB,2014,10,decas
2014-10-21T00:00:00Z,Bett01,9,4.89,0,44,2,4,0.690196080028514,HO,2014,10,decas
2014-10-21T00:00:00Z,Bral01,#5A,2.7,0,40,2,4,0.432969290874406,ST,2014,10,decas
2014-10-21T00:00:00Z,Bral01,#5A,3.65,0,38,2,4,0.563481085394411,ST,2014,10,decas
2014-10-21T00:00:00Z,Dvor01,High 2,1.52,0,38,2,4,0.184691430817599,HO,2014,10,decas
2014-10-21T00:00:00Z,Dvor01,High 2,0.45,0,36,2,4,-0.337242168318426,HO,2014,10,decas
2014-10-21T00:00:00Z,Dvor01,High 2,0.8,0,34,2,4,-0.0915149811213502,HO,2014,10,decas
2014-10-21T00:00:00Z,Fiel05,ST,3.6,0,44,2,4,0.557507201905658,ST,2014,10,decas
2014-10-21T00:00:00Z,Fiel05,ST,3.6,0,44,2,4,0.557507201905658,ST,2014,10,decas
2014-10-21T00:00:00Z,Hamb01,MM,1.72,0,40,2,4,0.238046103128795,other,2014,10,decas
2014-10-21T00:00:00Z,Hamb01,MM,2.2,0,65,2,4,0.344392273685111,other,2014,10,decas
2014-10-21T00:00:00Z,Hann01,C12,1.1,0,37,2,4,0.0453229787866575,HO,2014,10,decas
2014-10-21T00:00:00Z,Hann01,C 1,1.53,0,37,2,4,0.187520720836463,HO,2014,10,decas
2014-10-21T00:00:00Z,Hann01,C 1,1.1,0,36,2,4,0.0453229787866575,HO,2014,10,decas
2014-10-21T00:00:00Z,Kopa01,Satuit,2.33,0,44,2,4,0.369215857410143,BL,2014,10,decas
2014-10-21T00:00:00Z,Kopa01,Satuit,6.83,0,49,2,4,0.835056101720116,BL,2014,10,decas
2014-10-21T00:00:00Z,Norr01,A-13,4.75,0,72,2,4,0.677606952720493,EB,2014,10,decas
2014-10-21T00:00:00Z,Norr01,A-3,9.22,0,59,2,4,0.965201701025912,other,2014,10,decas
2014-10-21T00:00:00Z,Padu01,Rock#3,6.7,0,30,2,4,0.826722520168992,ST,2014,10,decas
2014-10-21T00:00:00Z,Padu01,Rock#3,4.3,0,41,2,4,0.634477270160732,ST,2014,10,decas
2014-10-21T00:00:00Z,Paqu05,PH4,1.76,0,41,2,4,0.247973266361807,ST,2014,10,decas
2014-10-21T00:00:00Z,Pink01,CHER01,3.9,0,48,2,4,0.592176757395867,HO,2014,10,decas
2014-10-21T00:00:00Z,Pink01,CHER02,4.66,0,40,2,4,0.669316880566112,HO,2014,10,decas
2014-10-22T00:00:00Z,Ashl02,4 STAR,3.29,0,33,2,4,0.518513939877887,ST,2014,10,decas
2014-10-22T00:00:00Z,Ashl02,4 STAR,0.96,0,26,2,4,-0.0132282657337552,HO,2014,10,decas
2014-10-22T00:00:00Z,Ashl02,4 STAR,0.96,0,26,2,4,-0.0132282657337552,HO,2014,10,decas
2014-10-22T00:00:00Z,Ashl02,11 S,1.29,0,36,2,4,0.113943352306837,ST,2014,10,decas
2014-10-22T00:00:00Z,Ashl02,11 S,0.83,0,49,2,4,-0.0757207139381184,ST,2014,10,decas
2014-10-22T00:00:00Z,Bral01,#5A,2.93,0,40,2,4,0.468347330412157,ST,2014,10,decas
2014-10-22T00:00:00Z,Bral01,#5A,2.93,0,40,2,4,0.468347330412157,ST,2014,10,decas
2014-10-22T00:00:00Z,Cako01,MAIN,7.86,0,44,2,4,0.895974732359065,other,2014,10,decas
2014-10-22T00:00:00Z,Deca03,ZPD,0,0,,2,4,0,other,2014,10,decas
2014-10-22T00:00:00Z,Dvor01,High 2,0.67,0,36,2,4,-0.167491087293764,HO,2014,10,decas
2014-10-22T00:00:00Z,Hamb03,COOMBE,0.88,0,35,2,4,-0.0506099933550872,EB,2014,10,decas
2014-10-22T00:00:00Z,Hann01,C 2,1.1,0,41,2,4,0.0453229787866575,HO,2014,10,decas
2014-10-22T00:00:00Z,Hann01,C 4,0.28,0,42,2,4,-0.537602002101044,HO,2014,10,decas
2014-10-22T00:00:00Z,Hann01,C 3,0.21,0,40,2,4,-0.657577319177794,HO,2014,10,decas
2014-10-22T00:00:00Z,Mere01,BigBog,1.26,0,36,2,4,0.103803720955957,ST,2014,10,decas
2014-10-22T00:00:00Z,Mere01,BigBog,1.26,0,36,2,4,0.103803720955957,ST,2014,10,decas
2014-10-22T00:00:00Z,Mere01,BigBog,1.26,0,36,2,4,0.103803720955957,ST,2014,10,decas
2014-10-22T00:00:00Z,Mere01,BigBog,1.57,0,33,2,4,0.198657086954423,ST,2014,10,decas
2014-10-22T00:00:00Z,Mere01,BigBog,2.67,0,36,2,4,0.428134794028789,ST,2014,10,decas
2014-10-22T00:00:00Z,Norr01,A-13,1,0,72,2,4,0.00432137378264258,EB,2014,10,decas
2014-10-22T00:00:00Z,Norr01,A-13,0.66,0,72,2,4,-0.173925197299174,EB,2014,10,decas
2014-10-22T00:00:00Z,Padu01,Rock#1,6.73,0,47,2,4,0.82865989653532,HO,2014,10,decas
2014-10-23T00:00:00Z,Ashl02,11 S,0.83,0,49,2,4,-0.0757207139381184,ST,2014,10,decas
2014-10-23T00:00:00Z,Ashl02,11 S,0.98,0,44,2,4,-0.00436480540245009,ST,2014,10,decas
2014-10-23T00:00:00Z,Ashl02,11 S,1.85,0,38,2,4,0.269512944217916,ST,2014,10,decas
2014-10-23T00:00:00Z,Ashl02,11 S,1.85,0,38,2,4,0.269512944217916,ST,2014,10,decas
2014-10-23T00:00:00Z,Ashl02,11 S,1.85,0,38,2,4,0.269512944217916,ST,2014,10,decas
2014-10-23T00:00:00Z,Ashl02,11 S,1.85,0,38,2,4,0.269512944217916,ST,2014,10,decas
2014-10-23T00:00:00Z,Coul01,HARW,5.24,0,52,2,4,0.720159303405957,other,2014,10,decas
2014-10-23T00:00:00Z,Deca01,ROUN11,5.12,0,44,2,4,0.710117365111816,ST,2014,10,decas
2014-10-23T00:00:00Z,Deca03,ZPD,0,0,,2,4,0,other,2014,10,decas
2014-10-23T00:00:00Z,Deca03,ZPD,0,0,,2,4,0,other,2014,10,decas
2014-10-23T00:00:00Z,Hamb03,winn,4.08,0,36,2,4,0.611723308007342,ST,2014,10,decas
2014-10-23T00:00:00Z,Jenn01,1,0.82,0,33,2,4,-0.0809219076239261,HO,2014,10,decas
2014-10-23T00:00:00Z,Jenn01,1,0.31,0,50,2,4,-0.494850021680094,HO,2014,10,decas
2014-10-23T00:00:00Z,Mere01,BigBog,2.38,0,39,2,4,0.378397900948138,ST,2014,10,decas
2014-10-23T00:00:00Z,Mere01,BigBog,2.38,0,39,2,4,0.378397900948138,ST,2014,10,decas
2014-10-23T00:00:00Z,Mere01,BigBog,2.86,0,32,2,4,0.457881896733992,other,2014,10,decas
2014-10-23T00:00:00Z,Mere01,BigBog,2.86,0,32,2,4,0.457881896733992,other,2014,10,decas
2014-10-23T00:00:00Z,Mere01,BigBog,1.8,0,26,2,4,0.257678574869185,other,2014,10,decas
2014-10-23T00:00:00Z,Mere01,BigBog,6.08,0,35,2,4,0.784617292632875,ST,2014,10,decas
2014-10-23T00:00:00Z,Mere01,BigBog,6.08,0,35,2,4,0.784617292632875,ST,2014,10,decas
2014-10-23T00:00:00Z,Pink01,CHER02,2.68,0,34,2,4,0.429752280002408,HO,2014,10,decas
2014-10-24T00:00:00Z,Arau01,SQUANT,0.7,0,55,2,4,-0.148741651280925,other,2014,10,decas
2014-10-24T00:00:00Z,Bott02,4,2.26,0,43,2,4,0.356025857193123,ST,2014,10,decas
2014-10-24T00:00:00Z,Bott02,4,3.09,0,49,2,4,0.491361693834273,ST,2014,10,decas
2014-10-24T00:00:00Z,Deca01,ROUN11,5.44,0,69,2,4,0.736396502276643,ST,2014,10,decas
2014-10-24T00:00:00Z,Deca01,LP1,5.9,0,40,2,4,0.771587480881255,ST,2014,10,decas
2014-10-24T00:00:00Z,Deca01,LP1,5.9,0,40,2,4,0.771587480881255,ST,2014,10,decas
2014-10-24T00:00:00Z,Deca03,ZPD,0,0,,2,4,0,other,2014,10,decas
2014-10-24T00:00:00Z,Deca03,ZPD,0,0,,2,4,0,other,2014,10,decas
2014-10-24T00:00:00Z,Deca03,ZPD,0,0,,2,4,0,other,2014,10,decas
2014-10-24T00:00:00Z,Deca03,ZPD,0,0,,2,4,0,other,2014,10,decas
2014-10-24T00:00:00Z,Deca03,ZPD,4.36,0,,2,4,0.640481436970422,other,2014,10,decas
2014-10-25T00:00:00Z,Ashl02,4 H,3.83,0,37,2,4,0.584331224367531,HO,2014,10,decas
2014-10-25T00:00:00Z,Ashl02,4 H,0.76,0,37,2,4,-0.113509274827518,HO,2014,10,decas
2014-10-25T00:00:00Z,Bott02,4,3.49,0,42,2,4,0.544068044350276,ST,2014,10,decas
2014-10-25T00:00:00Z,Bott02,11,1.8,0,40,2,4,0.257678574869185,ST,2014,10,decas
2014-10-25T00:00:00Z,Bott02,19,8.16,0,43,2,4,0.912222056532416,ST,2014,10,decas
2014-10-25T00:00:00Z,Coul01,HARW,1.02,0,50,2,4,0.0128372247051722,other,2014,10,decas
2014-10-25T00:00:00Z,Deca01,LP2,5.07,0,47,2,4,0.705863712283919,ST,2014,10,decas
2014-10-25T00:00:00Z,Deca01,LP2,5.07,0,47,2,4,0.705863712283919,ST,2014,10,decas
2014-10-25T00:00:00Z,Deca01,ROUN7,16.01,0,47,2,4,1.20466251174822,HO,2014,10,decas
2014-10-25T00:00:00Z,MacL01,MCNB,8.28,0,44,2,4,0.918554530550274,ST,2014,10,decas
2014-10-25T00:00:00Z,MacL01,MCNB,8.28,0,44,2,4,0.918554530550274,ST,2014,10,decas
2014-10-25T00:00:00Z,Pink01,Swamp,3.13,0,52,2,4,0.496929648073215,HO,2014,10,decas
2014-10-25T00:00:00Z,Wain02,DAD,7.22,0,43,2,4,0.859138297294531,ST,2014,10,decas
2014-10-25T00:00:00Z,Wain02,DAD,7.22,0,43,2,4,0.859138297294531,ST,2014,10,decas
2014-10-25T00:00:00Z,Wain02,DAD,7.22,0,43,2,4,0.859138297294531,ST,2014,10,decas
2014-10-25T00:00:00Z,Wain02,DAD,7.22,0,43,2,4,0.859138297294531,ST,2014,10,decas
2014-10-25T00:00:00Z,Wain02,DAD,2.82,0,45,2,4,0.45178643552429,ST,2014,10,decas
2014-10-25T00:00:00Z,Wain02,DAD,2.82,0,45,2,4,0.45178643552429,ST,2014,10,decas
2014-10-25T00:00:00Z,Wain02,DAD,2.82,0,45,2,4,0.45178643552429,ST,2014,10,decas
2014-10-25T00:00:00Z,Wils01,RT 28,0.99,0,45,2,4,0,other,2014,10,decas
2014-10-27T00:00:00Z,Ashl02,13H,0.88,0,27,2,4,-0.0506099933550872,HO,2014,10,decas
2014-10-27T00:00:00Z,Ashl02,13H,2.99,0,38,2,4,0.477121254719662,HO,2014,10,decas
2014-10-27T00:00:00Z,Ashl02,13H,2.99,0,38,2,4,0.477121254719662,HO,2014,10,decas
2014-10-27T00:00:00Z,Ashl02,13H,2.99,0,38,2,4,0.477121254719662,HO,2014,10,decas
2014-10-27T00:00:00Z,Ashl02,13H,2.99,0,38,2,4,0.477121254719662,HO,2014,10,decas
2014-10-27T00:00:00Z,Beat01,Upspl,13.67,0,46,2,4,1.1360860973841,HO,2014,10,decas
2014-10-27T00:00:00Z,Beat01,Upspl,13.67,0,46,2,4,1.1360860973841,HO,2014,10,decas
2014-10-27T00:00:00Z,Bott02,21,3.65,0,41,2,4,0.563481085394411,ST,2014,10,decas
2014-10-27T00:00:00Z,Bott02,19,2.62,0,41,2,4,0.419955748489758,ST,2014,10,decas
2014-10-27T00:00:00Z,Coul01,HARW,5.26,0,61,2,4,0.721810615212547,HO,2014,10,decas
2014-10-27T00:00:00Z,Deca01,ROUN8,0.9,0,47,2,4,-0.0409586076789064,EB,2014,10,decas
2014-10-27T00:00:00Z,Deca01,ROUN6,5.97,0,53,2,4,0.776701183988411,HO,2014,10,decas
2014-10-27T00:00:00Z,Deca01,ROUN6,5.97,0,53,2,4,0.776701183988411,HO,2014,10,decas
2014-10-27T00:00:00Z,Deca01,ROUN1,5.37,0,59,2,4,0.730782275666389,ST,2014,10,decas
2014-10-27T00:00:00Z,Deca03,ZPD,0,0,,2,4,0,other,2014,10,decas
2014-10-27T00:00:00Z,Deca03,ZPD,0,0,,2,4,0,other,2014,10,decas
2014-10-27T00:00:00Z,Hamb03,winn,1.32,0,50,2,4,0.123851640967086,EB,2014,10,decas
2014-10-27T00:00:00Z,Hamb03,winn,1.4,0,39,2,4,0.14921911265538,ST,2014,10,decas
2014-10-27T00:00:00Z,MacL01,MCNB,7.5,0,44,2,4,0.875639937004168,ST,2014,10,decas
2014-10-27T00:00:00Z,MacL01,MCNB,7.5,0,44,2,4,0.875639937004168,ST,2014,10,decas
2014-10-27T00:00:00Z,MacL01,MCNB,7.5,0,44,2,4,0.875639937004168,ST,2014,10,decas
2014-10-27T00:00:00Z,MacL01,MCNB,18.53,0,46,2,4,1.26810972980848,ST,2014,10,decas
2014-10-27T00:00:00Z,Rust01,LOWER,5.1,0,67,2,4,0.708420900134713,EB,2014,10,decas
2014-10-27T00:00:00Z,Ward01,#5,1.85,0,48,2,4,0.269512944217916,HO,2014,10,decas
2014-10-27T00:00:00Z,Ward01,#1,0.91,0,48,2,4,-0.0362121726544447,HO,2014,10,decas
2014-10-27T00:00:00Z,Wils01,RT 28,0.93,0,60,2,4,-0.0268721464003013,HO,2014,10,decas
2014-10-28T00:00:00Z,Ashl02,13H,3.34,0,30,2,4,0.525044807036845,HO,2014,10,decas
2014-10-28T00:00:00Z,Ashl02,13H,3.34,0,30,2,4,0.525044807036845,HO,2014,10,decas
2014-10-28T00:00:00Z,Brid01,A5,6.97,0,60,2,4,0.843855422623161,ST,2014,10,decas
2014-10-28T00:00:00Z,Deca01,LP3,12.29,0,40,2,4,1.0899051114394,ST,2014,10,decas
2014-10-28T00:00:00Z,Deca03,ZPD,0,0,,2,4,0,other,2014,10,decas
2014-10-28T00:00:00Z,Deca03,ZPD,0,0,,2,4,0,other,2014,10,decas
2014-10-28T00:00:00Z,Deca03,ZPD,0,0,,2,4,0,other,2014,10,decas
2014-10-28T00:00:00Z,Deca03,ZPD,0,0,,2,4,0,other,2014,10,decas
2014-10-28T00:00:00Z,Deca03,ZPD,0,0,,2,4,0,other,2014,10,decas
2014-10-28T00:00:00Z,Deca03,ZPD,0,0,,2,4,0,other,2014,10,decas
2014-10-28T00:00:00Z,Deca03,ZPD,0,0,,2,4,0,other,2014,10,decas
2014-10-28T00:00:00Z,Hann02,B6,4.81,0,51,2,4,0.68304703823885,ST,2014,10,decas
2014-10-28T00:00:00Z,Hann02,B1,3.4,0,34,2,4,0.532754378992498,ST,2014,10,decas
2014-10-28T00:00:00Z,Hann02,B8,7.18,0,57,2,4,0.856728890382883,ST,2014,10,decas
2014-10-28T00:00:00Z,Hann02,B8,7.18,0,57,2,4,0.856728890382883,ST,2014,10,decas
2014-10-28T00:00:00Z,Pink01,Canal,4.29,0,55,2,4,0.633468455579587,HO,2014,10,decas
2014-10-28T00:00:00Z,Pink01,Canal,5.78,0,41,2,4,0.762678563727436,HO,2014,10,decas
2014-10-28T00:00:00Z,Rust01,UPPER,10.14,0,49,2,4,1.00646604224923,EB,2014,10,decas
2014-10-29T00:00:00Z,Deca01,LP3,12.55,0,45,2,4,1.09898963940118,ST,2014,10,decas
2014-10-29T00:00:00Z,Deca03,ZPD,0,0,,2,4,0,other,2014,10,decas
2014-10-29T00:00:00Z,Deca03,ZPD,0,0,,2,4,0,other,2014,10,decas
