grower_id,deliver_date,Bog,LotID,GTL,Rot,Debris,Color,Variety,GTL ,Pack Out %
Deca01,10/25/2012,CARM11,"1,681",2076,,,,ST,38280,96.25%
Deca01,10/25/2012,CARM12,"1,690",2086,,,,ST,40160,94.38%
Deca03,10/25/2012,ZPD,"1,678",2072,,,,PD,10000,98.71%
Deca03,10/25/2012,ZPD,"1,678",2084,,,,PD,7460,98.71%
Hamb03,10/25/2012,winn,"1,676",2070,,,,EB,8840,89.19%
Hamb03,10/25/2012,winn,"1,688",2083,,,,ST,46200,94.90%
Nant01,10/25/2012,#8,"1,692",2075,,,,HO,28180,91.97%
Pett02,10/25/2012,3,"1,672",2067,,,,HO,7860,95.92%
Pett02,10/25/2012,3,"1,680",2074,,,,HO,23240,97.67%
Pike01,10/25/2012,#3,"1,691",2087,,,,ST,14060,93.39%
Rich01,10/25/2012,Acush2,"1,679",2073,,,,HO,50880,92.70%
Rich01,10/25/2012,Acush2,"1,682",2077,,,,HO,53380,91.95%
Rich01,10/25/2012,Acush2,"1,686",2081,,,,HO,12560,93.81%
Will01,10/25/2012,YARMOU,"1,684",2079,,,,HO,44720,93.77%
Will01,10/25/2012,OLD C,"1,689",2085,,,,HO,47340,94.62%
Will01,10/25/2012,OLD C,"1,689",2088,,,,HO,38760,94.62%
Bart02,10/26/2012,C2,"1,699",2099,,,,HO,22760,93.00%
Bern01,10/26/2012,4,"1,696",2096,,,,ST,30200,92.30%
Cako01,10/26/2012,MAIN,"1,706",2107,,,,OE,18000,77.87%
Deca01,10/26/2012,CAR17,"1,700",2101,,,,ST,52280,95.53%
Deca01,10/26/2012,CAR17,"1,704",2105,,,,ST,52720,95.20%
Deca01,10/26/2012,CAR17,"1,708",2109,,,,ST,51940,95.42%
Deca03,10/26/2012,ZPD,"1,693",2089,,,,PD,9020,98.30%
Deca03,10/26/2012,ZPD,"1,693",2090,,,,PD,6280,98.30%
Deca03,10/26/2012,ZPD,"1,693",2093,,,,PD,940,98.30%
Deca03,10/26/2012,ZPD,"1,693",2094,,,,PD,560,98.30%
Deca03,10/26/2012,ZPD,"1,693",2095,,,,PD,340,98.30%
Fred01,10/26/2012,Roch1,"1,702",2103,,,,HO,920,82.39%
Hamb03,10/26/2012,winn,"1,695",2091,,,,ST,19560,96.58%
Jenn01,10/26/2012,1,"1,697",2097,,,,HO,45240,93.03%
Nant01,10/26/2012,#8,"1,694",2092,,,,HO,28500,88.38%
Wain02,10/26/2012,#2,"1,698",2098,,,,ST,40460,93.64%
Wain02,10/26/2012,#2,"1,698",2100,,,,ST,19380,93.64%
Wain02,10/26/2012,#2,"1,703",2104,,,,ST,41260,94.34%
Wain02,10/26/2012,#2,"1,705",2106,,,,ST,41220,94.23%
Wain02,10/26/2012,#2,"1,707",2108,,,,ST,17420,96.41%
Zani01,10/26/2012,ST 1,"1,701",2102,,,,ST,1960,95.82%
Ashl02,10/27/2012,3 S,"1,712",2113,,,,ST,41580,94.77%
Ashl02,10/27/2012,3 S,"1,719",2121,,,,ST,34100,92.45%
Deca01,10/27/2012,CAR17,"1,711",2112,,,,ST,10660,94.61%
Deca01,10/27/2012,CARM13,"1,715",2117,,,,ST,43540,96.20%
Deca01,10/27/2012,CARM14,"1,721",2123,,,,ST,41680,96.36%
Deca01,10/27/2012,CAR16,"1,724",2127,,,,HO,55080,90.00%
Deca03,10/27/2012,ZPD,"1,709",2110,,,,PD,8620,101.21%
Deca03,10/27/2012,ZPD,"1,709",2116,,,,PD,12180,101.21%
Deca03,10/27/2012,ZPD,"1,714",2115,,,,PD,4380,98.27%
Deca03,10/27/2012,ZPD,"1,714",2124,,,,PD,5920,98.27%
Full01,10/27/2012,HFarm1,"1,716",2118,,,,HO,50640,90.82%
Full01,10/27/2012,HFarm1,"1,720",2122,,,,HO,33720,89.60%
Pike01,10/27/2012,#4,"1,710",2111,,,,ST,21920,92.00%
Pike01,10/27/2012,#4,"1,718",2120,,,,ST,22440,93.12%
Pike01,10/27/2012,#4,"1,723",2126,,,,ST,21940,93.44%
Wain02,10/27/2012,#2,"1,713",2114,,,,ST,38760,92.58%
Ward01,10/27/2012,#2,"1,717",2119,,,,HO,38560,85.59%
Ward01,10/27/2012,#5,"1,722",2125,,,,HO,35900,86.51%
Deca03,10/30/2012,ZPD,"1,725",2128,,,,PD,5520,94.66%
Deca03,10/30/2012,ZPD,"1,725",2129,,,,PD,7040,94.66%
Bril01,10/31/2012,SOUTH,"1,727",2132,,,,HO,42940,93.72%
Bril01,10/31/2012,SOUTH,"1,732",2140,,,,HO,21540,93.77%
Chan01,10/31/2012,CHAN H,"1,737",2144,,,,HO,33020,80.91%
Coul01,10/31/2012,HARW,"1,736",2143,,,,MX,43620,92.46%
Coul01,10/31/2012,HARW,"1,741",2147,,,,MX,39100,93.83%
Deca01,10/31/2012,CAR16,"1,729",2135,,,,HO,6400,92.48%
Deca01,10/31/2012,CAR15,"1,731",2138,,,,HO,5100,88.49%
Deca01,10/31/2012,CARM15,"1,733",2136,,,,ST,46200,96.82%
Deca01,10/31/2012,CAR15,"1,739",2137,,,,HO,51400,85.73%
Deca03,10/31/2012,ZPD,"1,725",2133,,,,PD,8180,94.66%
Deca03,10/31/2012,ZPD,"1,730",2139,,,,PD,10960,94.64%
Deca03,10/31/2012,ZPD,"1,738",2145,,,,PD,11620,95.77%
Kopa01,10/31/2012,10,"1,734",2141,,,,ST,29320,90.28%
Nant01,10/31/2012,#4,"1,735",2142,,,,HO,41240,90.56%
Nant01,10/31/2012,#4,"1,742",2148,,,,HO,40140,91.52%
Pike01,10/31/2012,#4,"1,728",2134,,,,ST,12280,95.16%
Wils01,10/31/2012,RT 28,"1,726",2130,,,,HO,31120,93.64%
Wils01,10/31/2012,RT 28,"1,726",2131,,,,HO,25000,93.64%
Chan01,11/1/2012,CHAN H,"1,746",2154,,,,HO,4440,83.15%
Deca01,11/1/2012,CAR20,"1,748",2156,,,,EB,52660,91.35%
Deca01,11/1/2012,CAR20,"1,752",2161,,,,HO,42320,92.63%
Deca01,11/1/2012,CAR20,"1,755",2164,,,,HO,43320,93.95%
Deca03,11/1/2012,ZPD,"1,743",2149,,,,PD,11740,99.23%
Deca03,11/1/2012,ZPD,"1,743",2150,,,,PD,10820,99.23%
Deca03,11/1/2012,ZPD,"1,743",2151,,,,PD,11380,99.23%
Deca03,11/1/2012,ZPD,"1,750",2158,,,,PD,7720,94.92%
Deca03,11/1/2012,ZPD,"1,754",2163,,,,PD,10900,95.68%
Deca03,11/1/2012,ZPD,"1,758",2167,,,,PD,11640,95.67%
Hamb01,11/1/2012,Lap1,"1,753",2160,,,,HO,48740,95.40%
Hamb01,11/1/2012,Lap1,"1,756",2165,,,,HO,9340,92.37%
Kopa01,11/1/2012,Satuit,"1,744",2153,,,,BL,26600,91.16%
Kopa01,11/1/2012,Satuit,"1,749",2157,,,,ST,29320,88.60%
Luca02,11/1/2012,3,"1,751",2159,,,,HO,48740,83.05%
Luca02,11/1/2012,3,"1,751",2162,,,,HO,53680,83.05%
Math01,11/1/2012,WINN,"1,747",2155,,,,HO,10560,88.37%
Nant01,11/1/2012,#4,"1,745",2152,,,,HO,46120,91.89%
Nant01,11/1/2012,#5,"1,757",2166,,,,HO,42920,92.31%
Deca01,11/2/2012,MP8,"1,760",2171,,,,HO,43980,87.28%
Deca01,11/2/2012,MP8,"1,760",2172,,,,HO,10380,87.28%
Deca03,11/2/2012,ZPD,"1,758",2170,,,,PD,2840,95.67%
Deca03,11/2/2012,ZPD,"1,761",2174,,,,PD,12940,97.00%
Hamb01,11/2/2012,Lap1,"1,762",2173,,,,ST,47920,93.69%
Hamb01,11/2/2012,Lap1,"1,765",2177,,,,ST,26720,91.88%
Kopa01,11/2/2012,Satuit,"1,763",2175,,,,BL,27820,90.35%
Kopa01,11/2/2012,Satuit,"1,764",2176,,,,BL,24520,91.49%
Nant01,11/2/2012,#5,"1,759",2168,,,,HO,41780,85.09%
Nant01,11/2/2012,#5,"1,759",2169,,,,HO,5420,85.09%
Deca01,11/5/2012,CLAP3,"1,769",2187,,,,HO,55540,90.47%
Deca01,11/5/2012,CLAP3,"1,769",2190,,,,HO,29100,90.47%
Deca01,11/5/2012,STU6,"1,771",2188,,,,HO,46920,91.42%
Deca01,11/5/2012,Merry3,"1,773",2189,,,,HO,26520,88.84%
Deca01,11/5/2012,STU6,"1,775",2191,,,,HO,44200,82.54%
Deca01,11/5/2012,ROUN6,"1,777",2195,,,,HO,48320,92.06%
Deca03,11/5/2012,ZPD,"1,766",2178,,,,PD,12100,116.06%
Deca03,11/5/2012,ZPD,"1,766",2179,,,,PD,4860,116.06%
Deca03,11/5/2012,ZPD,"1,766",2180,,,,PD,11780,116.06%
Deca03,11/5/2012,ZPD,"1,767",2181,,,,PD,11460,101.82%
Deca03,11/5/2012,ZPD,"1,767",2184,,,,PD,12460,101.82%
Deca03,11/5/2012,ZPD,"1,767",2198,,,,PD,8260,101.82%
Deca03,11/5/2012,ZPD,"1,768",2182,,,,PD,11700,80.94%
Deca03,11/5/2012,ZPD,"1,768",2183,,,,PD,11380,80.94%
Deca03,11/5/2012,ZPD,"1,768",2185,,,,PD,8160,80.94%
Deca03,11/5/2012,ZPD,"1,768",2186,,,,PD,5480,80.94%
Deca03,11/5/2012,ZPD,"1,770",2192,,,,PD,4600,95.53%
Deca03,11/5/2012,ZPD,"1,770",2197,,,,PD,5660,95.53%
Hamb01,11/5/2012,Lap1,"1,772",2193,,,,ST,46740,96.41%
Hamb01,11/5/2012,Lap1,"1,776",2196,,,,ST,41900,95.17%
Kopa01,11/5/2012,Satuit,"1,774",2194,,,,ST,26380,93.29%
Deca01,11/6/2012,ROUN7,"1,778",2201,,,,HO,40480,90.39%
Deca03,11/6/2012,ZPD,"1,770",2199,,,,PD,7820,95.53%
Deca03,11/6/2012,ZPD,"1,770",2200,,,,PD,12040,95.53%
Deca03,11/6/2012,ZPD,"1,770",2202,,,,PD,3340,95.53%
Deca03,11/6/2012,ZPD,"1,770",2205,,,,PD,5340,95.53%
Deca03,11/6/2012,ZPD,"1,770",2206,,,,PD,880,95.53%
Deca03,11/6/2012,ZPD,"1,770",2209,,,,PD,2980,95.53%
Deca03,11/6/2012,ZPD,"1,770",2211,,,,PD,2440,95.53%
Deca03,11/6/2012,ZPD,"1,784",2212,,,,PD,2540,98.74%
Hamb01,11/6/2012,Lap1,"1,779",2203,,,,ST,45100,94.89%
Hamb01,11/6/2012,Lap1,"1,782",2210,,,,ST,21940,95.64%
Kopa01,11/6/2012,Satuit,"1,783",2207,,,,BL,24840,95.45%
Nant01,11/6/2012,W #4,"1,781",2208,,,,OM,21180,85.70%
Pill01,11/6/2012,KING,"1,780",2204,,,,MX,14920,90.41%
Deca03,11/7/2012,ZPD,"1,785",2213,,,,PD,9640,100.30%
Deca03,11/7/2012,ZPD,"1,785",2214,,,,PD,11040,100.30%
Deca03,11/7/2012,ZPD,"1,785",2216,,,,PD,12500,100.30%
Deca03,11/7/2012,ZPD,"1,787",2217,,,,PD,9240,96.13%
Deca03,11/8/2012,ZPD,"1,787",2218,,,,PD,11680,96.13%
Deca03,11/8/2012,ZPD,"1,787",2219,,,,PD,4360,96.13%
Deca03,11/8/2012,ZPD,"1,787",2220,,,,PD,4800,96.13%
Deca03,11/8/2012,ZPD,"1,787",2221,,,,PD,12040,96.13%
Deca03,11/9/2012,ZPD,"1,787",2222,,,,PD,7060,96.13%
Deca03,11/9/2012,ZPD,"1,788",2223,,,,PD,5740,98.31%
Deca03,11/9/2012,ZPD,"1,790",2225,,,,PD,5580,99.19%
Pill01,11/9/2012,KING,"1,789",2224,,,,ST,25100,96.04%
Barn01,11/12/2012,A1,"1,793",2234,,,,ST,21760,93.48%
Barn01,11/12/2012,A1,"1,793",2237,,,,ST,21860,93.48%
Bett01,11/12/2012,6,"1,794",2236,,,,HO,43840,91.34%
Bett01,11/12/2012,6,"1,794",2238,,,,HO,52520,91.34%
Bett01,11/12/2012,6,"1,794",2239,,,,HO,54920,91.34%
Bett01,11/12/2012,6,"1,794",2240,,,,HO,6560,91.34%
Bett01,11/12/2012,9,"1,797",2245,,,,HO,42900,87.75%
Bett01,11/12/2012,9,"1,797",2247,,,,HO,52200,87.75%
Bett01,11/12/2012,9,"1,797",2248,,,,HO,18340,87.75%
Deca03,11/12/2012,ZPD,"1,791",2226,,,,PD,9380,102.11%
Deca03,11/12/2012,ZPD,"1,791",2227,,,,PD,4040,102.11%
Deca03,11/12/2012,ZPD,"1,791",2228,,,,PD,8380,102.11%
Deca03,11/12/2012,ZPD,"1,791",2229,,,,PD,11280,102.11%
Deca03,11/12/2012,ZPD,"1,791",2230,,,,PD,10300,102.11%
Deca03,11/12/2012,ZPD,"1,791",2231,,,,PD,2180,102.11%
Deca03,11/12/2012,ZPD,"1,791",2232,,,,PD,9300,102.11%
Deca03,11/12/2012,ZPD,"1,792",2233,,,,PD,12940,95.27%
Deca03,11/12/2012,ZPD,"1,792",2235,,,,PD,12120,95.27%
Deca03,11/12/2012,ZPD,"1,792",2246,,,,PD,10240,95.27%
Deca03,11/12/2012,ZPD,"1,792",2249,,,,PD,12360,95.27%
Luca02,11/12/2012,1,"1,795",2243,,,,HO,9100,78.58%
Pill01,11/12/2012,PLYP,"1,796",2244,,,,HO,18460,94.08%
Wain01,11/12/2012,4,"1,798",2242,,,,MX,14180,81.46%
Wain01,11/12/2012,4,"1,799",2241,,,,ST,47600,93.12%
Barn01,11/13/2012,A1,"1,800",2252,,,,EB,21360,90.70%
Deca03,11/13/2012,ZPD,"1,792",2250,,,,PD,4880,95.27%
Deca03,11/13/2012,ZPD,"1,792",2251,,,,PD,3260,95.27%
Deca03,11/13/2012,ZPD,"1,801",2253,,,,PD,12360,96.08%
Deca03,11/13/2012,ZPD,"1,802",2254,,,,PD,13680,96.76%
Deca03,11/13/2012,ZPD,"1,802",2255,,,,PD,2580,96.76%
Deca03,11/14/2012,ZPD,"1,803",2256,,,,PD,13640,96.25%
Deca03,11/14/2012,ZPD,"1,803",2257,,,,PD,10440,96.25%
Deca03,11/15/2012,ZPD,"1,803",2258,,,,PD,11920,96.25%
Deca03,11/15/2012,ZPD,"1,803",2259,,,,PD,12520,96.25%
Deca03,11/15/2012,ZPD,"1,803",2260,,,,PD,6820,96.25%
Deca03,11/16/2012,ZPD,"1,804",2261,,,,PD,11000,97.42%
Deca03,11/16/2012,ZPD,"1,804",2262,,,,PD,10620,97.42%
Deca03,11/16/2012,ZPD,"1,804",2263,,,,PD,6820,97.42%
Deca03,11/16/2012,ZPD,"1,805",2264,,,,PD,12080,91.14%
Deca03,11/16/2012,ZPD,"1,805",2265,,,,PD,5400,91.14%
Deca03,11/16/2012,ZPD,"1,805",2266,,,,PD,540,91.14%
Deca03,11/16/2012,ZPD,"1,805",2267,,,,PD,500,91.14%
Deca03,11/16/2012,ZPD,"1,805",2268,,,,PD,700,91.14%
Deca03,11/19/2012,ZPD,"1,805",2269,,,,PD,3640,91.14%
Deca03,11/19/2012,ZPD,"1,805",2270,,,,PD,2180,91.14%
Deca03,11/19/2012,ZPD,"1,805",2271,,,,PD,1180,91.14%
Deca03,11/19/2012,ZPD,"1,805",2272,,,,PD,800,91.14%
Deca03,11/19/2012,ZPD,"1,805",2273,,,,PD,3660,91.14%
Deca03,11/19/2012,ZPD,"1,805",2274,,,,PD,7780,91.14%
Deca03,11/19/2012,ZPD,"1,805",2275,,,,PD,1160,91.14%
Deca03,11/19/2012,ZPD,"1,805",2276,,,,PD,2200,91.14%
Deca03,11/21/2012,ZPD,"1,806",2277,,,,PD,6180,82.42%
Deca03,11/26/2012,ZPD,"1,806",2278,,,,PD,3440,82.42%
Deca03,11/26/2012,ZPD,"1,806",2279,,,,PD,260,82.42%
Deca03,11/26/2012,ZPD,"1,806",2280,,,,PD,200,82.42%
Deca03,11/26/2012,ZPD,"1,806",2281,,,,PD,200,82.42%
Deca03,11/26/2012,ZPD,"1,806",2282,,,,PD,1380,82.42%
Deca03,11/26/2012,ZPD,"1,806",2283,,,,PD,940,82.42%
Deca03,11/26/2012,ZPD,"1,806",2284,,,,PD,10840,82.42%
Deca03,11/26/2012,ZPD,"1,806",2285,,,,PD,11460,82.42%
Deca03,11/27/2012,ZPD,"1,806",2286,,,,PD,11160,82.42%
Deca03,11/27/2012,ZPD,"1,806",2287,,,,PD,4960,82.42%
