grower_id,deliver_date,Bog,LotID,GTL,Rot,Debris,Color,Variety,GTL ,Pack Out %
Smit02,10/12/2012,HIGH2,"1,413",1689,,,,ST,51700,86.08%
Will01,10/12/2012,OLD C,"1,370",1681,,,,EB,43540,90.34%
Will01,10/12/2012,OLD C,"1,376",1691,,,,EB,42560,93.37%
Will01,10/12/2012,OLD C,"1,387",1704,,,,EB,43340,88.65%
Will01,10/12/2012,OLD C,"1,393",1713,,,,EB,42940,87.53%
Atqo01,10/13/2012,LWRA-2,"1,428",1743,,,,MX,4080,90.00%
Atwo01,10/13/2012,LWRA-2,"1,417",1732,,,,MX,42940,87.73%
Atwo01,10/13/2012,LWRA-2,"1,420",1734,,,,MX,15860,89.82%
Bapt02,10/13/2012,BOURNE,"1,402",1717,,,,HO,42080,94.78%
Beat01,10/13/2012,Lowspl,1724,,,,,HO,,
Bett01,10/13/2012,1,"1,399",1714,,,,HO,13440,91.59%
Cham01,10/13/2012,1,"1,407",1722,,,,ST,22360,97.01%
Cham01,10/13/2012,1,"1,411",1727,,,,ST,13020,94.56%
Cham01,10/13/2012,Asnet,"1,412",1728,,,,ST,3820,94.11%
Cham01,10/13/2012,1,"1,422",1737,,,,ST,22400,98.07%
Cham01,10/13/2012,Asnet,"1,429",1744,,,,ST,12960,97.39%
Deca01,10/13/2012,LP6,"1,416",1731,,,,HO,52460,94.49%
Deca01,10/13/2012,LP6,"1,416",1735,,,,HO,40960,94.49%
Deca01,10/13/2012,LP6,"1,425",1740,,,,HO,29680,92.67%
Deca03,10/13/2012,ZPD,"1,403",1718,,,,PD,3540,89.41%
Dyer01,10/13/2012,HF#4,"1,419",1733,,,,ST,26600,96.74%
Nant01,10/13/2012,#3,"1,427",1742,,,,EB,41040,84.73%
Norr01,10/13/2012,A-3,"1,408",1723,,,,MX,41180,90.16%
Norr01,10/13/2012,A-3,"1,414",1729,,,,MX,39260,91.73%
Norr01,10/13/2012,A-3,"1,424",1739,,,,MX,41900,93.06%
Perr01,10/13/2012,sp,"1,404",1719,,,,ST,43920,87.56%
Perr01,10/13/2012,sp,"1,421",1736,,,,ST,38500,84.30%
Perr01,10/13/2012,sp,"1,430",1745,,,,ST,12240,85.46%
Pike01,10/13/2012,#2,"1,410",1726,,,,ST,22940,96.42%
Pike01,10/13/2012,#2,"1,426",1741,,,,ST,19200,94.63%
Pink01,10/13/2012,Mil#1,"1,431",1746,,,,ST,42220,94.38%
Popp01,10/13/2012,P 1,"1,405",1720,,,,ST,9740,98.43%
Reze02,10/13/2012,#5B,"1,401",1716,,,,MX,51320,90.04%
Reze02,10/13/2012,#5B,"1,409",1725,,,,MX,31060,90.99%
Wain01,10/13/2012,#1,"1,415",1730,,,,ST,32580,96.89%
Wain01,10/13/2012,#2,"1,423",1738,,,,ST,35580,93.92%
Will01,10/13/2012,OLD C,"1,400",1715,,,,EB,44460,87.94%
Will01,10/13/2012,OLD C,"1,406",1721,,,,EB,14980,87.06%
Atwo01,10/15/2012,LWRA-1,"1,439",1759,,,,HO,44400,93.24%
Atwo01,10/15/2012,LWRA-1,"1,439",1782,,,,HO,19600,93.24%
Atwo01,10/15/2012,LWRA-1,"1,446",1771,,,,HO,44280,92.74%
Atwo01,10/15/2012,LWRA-2,"1,459",1790,,,,ST,33200,74.19%
Bapt02,10/15/2012,BOURNE,"1,435",1756,,,,MX,25520,96.71%
Bott02,10/15/2012,18,"1,443",1763,,,,ST,47880,97.22%
Bott02,10/15/2012,18,"1,443",1769,,,,ST,30740,97.22%
Cham01,10/15/2012,Asnet,"1,464",1797,,,,ST,19720,95.34%
Deca01,10/15/2012,ROUN5,1753,,,,,HO,,
Deca01,10/15/2012,LP7,"1,463",1795,,,,HO,22520,79.77%
Deca03,10/15/2012,ZPD,"1,433",1754,,,,PD,1120,94.84%
Deca03,10/15/2012,ZPD,"1,433",1755,,,,PD,80,94.84%
Deca03,10/15/2012,ZPD,"1,433",1766,,,,PD,1860,94.84%
Deca03,10/15/2012,ZPD,"1,433",1778,,,,PD,1240,94.84%
Deca03,10/15/2012,ZPD,"1,433",1780,,,,PD,700,94.84%
Dvor01,10/15/2012,High 4,"1,448",1774,,,,EB,12420,94.19%
Dvor01,10/15/2012,High 4,"1,458",1788,,,,EB,12960,96.67%
Dyer01,10/15/2012,HF#2,"1,444",1767,,,,ST,24920,96.16%
Dyer01,10/15/2012,HF#2,"1,450",1777,,,,ST,29640,97.03%
Dyer01,10/15/2012,HF#2,"1,457",1787,,,,ST,24920,97.61%
Dyer01,10/15/2012,HF#2,"1,460",1791,,,,ST,2940,96.90%
Hann02,10/15/2012,B6,"1,438",1758,,,,ST,58280,96.25%
Hann02,10/15/2012,B6,"1,438",1764,,,,ST,32420,96.25%
Hann02,10/15/2012,B8,"1,449",1776,,,,ST,60740,89.62%
Hann02,10/15/2012,B8,"1,455",1785,,,,ST,52420,89.56%
Hann02,10/15/2012,B8,"1,462",1793,,,,ST,61700,93.93%
Hann02,10/15/2012,B8,"1,462",1796,,,,ST,30460,93.93%
Nant01,10/15/2012,#3,"1,434",1747,,,,EB,46440,90.07%
Nant01,10/15/2012,#3,"1,434",1750,,,,EB,33660,90.07%
Nant01,10/15/2012,#2,"1,465",1770,,,,EB,45920,90.05%
Nant01,10/15/2012,#2,"1,465",1794,,,,EB,31340,90.05%
Pink01,10/15/2012,Mil#2,"1,437",1757,,,,ST,16700,94.89%
Pink01,10/15/2012,Mil#2,"1,442",1762,,,,ST,17300,94.68%
Pink01,10/15/2012,Mil#2,"1,442",1765,,,,ST,16380,94.68%
Pink01,10/15/2012,Mil#3,"1,447",1772,,,,ST,17120,96.11%
Pink01,10/15/2012,Mil#3,"1,451",1779,,,,ST,16380,95.84%
Pink01,10/15/2012,Mil#3,"1,454",1784,,,,ST,17020,96.92%
Pink01,10/15/2012,Mil#3,"1,454",1789,,,,ST,16300,96.92%
Rigg01,10/15/2012,BigBog,"1,452",1781,,,,EB,44560,90.61%
Robi01,10/15/2012,gammon,"1,453",1783,,,,ST,10900,94.78%
Schw01,10/15/2012,Home#1,"1,441",1761,,,,ST,38600,95.85%
Schw01,10/15/2012,Home#1,"1,441",1775,,,,ST,7240,95.85%
Smit02,10/15/2012,HIGH3,"1,440",1760,,,,ST,53180,92.40%
Smit02,10/15/2012,HIGH3,"1,445",1768,,,,ST,54700,87.22%
Smit02,10/15/2012,HIGH3,"1,445",1773,,,,ST,47140,87.22%
Smit02,10/15/2012,1-Mar,"1,456",1786,,,,HO,53380,83.95%
Smit02,10/15/2012,1-Mar,"1,461",1792,,,,HO,35620,82.02%
Wain01,10/15/2012,#5,"1,436",1751,,,,ST,49680,95.54%
Wain01,10/15/2012,#5,"1,436",1752,,,,ST,41000,95.54%
Wils01,10/15/2012,RT 28,"1,432",1748,,,,MX,31680,92.57%
Wils01,10/15/2012,RT 28,"1,432",1749,,,,MX,29420,92.57%
Atwo01,10/16/2012,LWRA-3,"1,476",1810,,,,HO,43080,93.96%
Atwo01,10/16/2012,LWRA-3,"1,490",1829,,,,HO,36200,91.70%
Deca01,10/16/2012,LP8,1819,,,,,HO,,
Deca01,10/16/2012,LP8,1839,,,,,HO,,
Deca01,10/16/2012,LP7,"1,466",1798,,,,HO,45740,89.79%
Dvor01,10/16/2012,High 4,"1,471",1803,,,,EB,13680,94.87%
Hann02,10/16/2012,B7,"1,472",1804,,,,ST,60380,95.10%
Hann02,10/16/2012,B7,"1,477",1814,,,,ST,50840,95.27%
Hann02,10/16/2012,B7,"1,486",1824,,,,ST,56720,92.08%
Hann02,10/16/2012,B3,"1,491",1833,,,,HO,50740,96.73%
Hann02,10/16/2012,B3,"1,491",1838,,,,HO,28280,96.73%
Harj01,10/16/2012,BYRNE6,"1,473",1805,,,,ST,49500,94.84%
Harj01,10/16/2012,BYRNE6,"1,473",1811,,,,ST,43780,94.84%
Harj01,10/16/2012,BYRNE1,"1,483",1821,,,,ST,51540,93.46%
Harj01,10/16/2012,BYRNE1,"1,488",1827,,,,ST,48440,96.02%
Harj01,10/16/2012,BYRNE1,"1,488",1830,,,,ST,46320,96.02%
Mere01,10/16/2012,BigBog,"1,468",1800,,,,ST,50700,95.75%
Mere01,10/16/2012,BigBog,"1,470",1802,,,,ST,51000,94.83%
Mere01,10/16/2012,BigBog,"1,478",1815,,,,ST,51640,94.07%
Mere01,10/16/2012,BigBog,"1,481",1818,,,,ST,44860,95.21%
Mere01,10/16/2012,BigBog,"1,496",1831,,,,MX,46320,93.36%
Mere01,10/16/2012,BigBog,"1,496",1832,,,,MX,44840,93.36%
Mere01,10/16/2012,BigBog,"1,497",1812,,,,ST,51280,94.72%
Mere01,10/16/2012,BigBog,"1,525",1826,,,,MX,52580,93.52%
Mere01,10/16/2012,BigBog,"1,525",1836,,,,MX,51880,93.52%
Mere01,10/16/2012,BigBog,"1,551",1842,,,,MX,39240,93.97%
Mere01,10/16/2012,BigBog,"1,552",1809,,,,ST,49320,95.25%
Nant01,10/16/2012,#12a,"1,544",1841,,,,ST,47560,77.29%
Norr01,10/16/2012,A-13,"1,480",1817,,,,EB,39640,92.59%
Norr01,10/16/2012,A-13,"1,484",1822,,,,EB,38400,94.61%
Norr01,10/16/2012,A-13,"1,492",1834,,,,EB,11460,92.91%
Padu01,10/16/2012,Rock#3,"1,485",1823,,,,ST,16020,91.16%
Padu01,10/16/2012,Rock#3,"1,494",1837,,,,ST,16280,92.68%
Paqu03,10/16/2012,COL2AC,"1,495",1840,,,,EB,22060,88.00%
Reze01,10/16/2012,Ell 1,"1,469",1801,,,,HO,54280,94.18%
Reze01,10/16/2012,Ell 1,"1,475",1808,,,,HO,7160,96.23%
Reze01,10/16/2012,Ell 2,"1,487",1825,,,,HO,46600,93.15%
Shur02,10/16/2012,All,"1,467",1799,,,,MX,21620,94.35%
Shur02,10/16/2012,All,"1,467",1806,,,,MX,18820,94.35%
Shur02,10/16/2012,All,"1,467",1813,,,,MX,22460,94.35%
Shur02,10/16/2012,All,"1,482",1820,,,,MX,19500,93.38%
Shur02,10/16/2012,All,"1,493",1835,,,,MX,20520,95.75%
Smit02,10/16/2012,2-Mar,"1,474",1807,,,,ST,51420,87.31%
Smit02,10/16/2012,2-Mar,"1,479",1816,,,,ST,50860,88.91%
Smit02,10/16/2012,2-Mar,"1,489",1828,,,,ST,44940,88.56%
Bart02,10/17/2012,C1,"1,508",1859,,,,HO,21340,95.38%
Bott02,10/17/2012,22,"1,554",1856,,,,ST,48700,95.87%
Chan01,10/17/2012,4.5,"1,505",1854,,,,ST,30440,91.51%
Chan01,10/17/2012,4.5,"1,513",1864,,,,ST,28640,90.46%
Dvor01,10/17/2012,High 1,"1,500",1845,,,,EB,13800,96.04%
Dvor01,10/17/2012,High 1,"1,510",1861,,,,EB,12620,94.87%
Hamb03,10/17/2012,OLD,"1,511",1862,,,,MX,48720,95.05%
Hamb03,10/17/2012,OLD,"1,527",1878,,,,MX,48080,96.03%
Hann02,10/17/2012,B5,"1,498",1843,,,,ST,61120,97.85%
Hann02,10/17/2012,B5,"1,503",1850,,,,ST,52060,97.49%
Hann02,10/17/2012,B5,"1,503",1851,,,,ST,20620,97.49%
Hann02,10/17/2012,B2,"1,507",1858,,,,MX,60800,95.34%
Hann02,10/17/2012,B1,"1,516",1868,,,,MX,51740,95.75%
Hann02,10/17/2012,B4,"1,520",1874,,,,ST,43140,93.74%
Hann02,10/17/2012,B4,"1,522",1876,,,,ST,52120,94.15%
Hann02,10/17/2012,B1,"1,524",1879,,,,MX,44640,97.29%
Harj01,10/17/2012,BYRNE2,"1,501",1847,,,,ST,51180,95.20%
Harj01,10/17/2012,BYRNE2,"1,501",1849,,,,ST,46940,95.20%
Harj01,10/17/2012,BYRNE2,"1,501",1852,,,,ST,45580,95.20%
Harj01,10/17/2012,BYRNE2,"1,501",1855,,,,ST,36400,95.20%
Harj01,10/17/2012,BYRNE2,"1,502",1848,,,,ST,45160,96.24%
Harj01,10/17/2012,BYRNE3,"1,515",1867,,,,ST,48420,94.35%
Harj01,10/17/2012,BYRNE3,"1,515",1870,,,,ST,45800,94.35%
Harj01,10/17/2012,BYRNE3,"1,515",1872,,,,ST,52660,94.35%
Mere01,10/17/2012,BigBog,"1,496",1846,,,,MX,38540,93.36%
Norr01,10/17/2012,B-5,"1,506",1857,,,,ST,40960,95.77%
Norr01,10/17/2012,B-5,"1,517",1869,,,,ST,39560,96.51%
Norr01,10/17/2012,B-5,"1,521",1875,,,,ST,39680,95.23%
Padu01,10/17/2012,Rock#3,"1,512",1863,,,,ST,43560,93.67%
Padu01,10/17/2012,Rock#3,"1,512",1865,,,,ST,16360,93.67%
Padu01,10/17/2012,Rock#3,"1,519",1873,,,,ST,16620,94.84%
Padu01,10/17/2012,Rock#3,"1,523",1877,,,,ST,12320,95.16%
Pike01,10/17/2012,#3,"1,504",1853,,,,ST,16080,92.74%
Sark02,10/17/2012,FLAX,"1,514",1866,,,,MX,44960,95.93%
Sark02,10/17/2012,FLAX,"1,518",1871,,,,MX,12440,92.15%
Smit02,10/17/2012,4-Mar,"1,499",1844,,,,ST,50140,89.48%
Smit02,10/17/2012,4-Mar,"1,509",1860,,,,ST,57620,87.18%
Bapt02,10/18/2012,BOURNE,"1,533",1889,,,,MX,26260,91.74%
Bapt02,10/18/2012,BAPTIS,"1,549",1914,,,,ST,41520,91.85%
Bott02,10/18/2012,22,"1,556",1892,,,,ST,49763,96.41%
Deca01,10/18/2012,ROUN1,"1,548",1911,,,,ST,32820,95.12%
Deca03,10/18/2012,ZPD,"1,526",1881,,,,PD,3300,100.36%
Deca03,10/18/2012,ZPD,"1,526",1882,,,,PD,8940,100.36%
Deca03,10/18/2012,ZPD,"1,526",1884,,,,PD,2920,100.36%
Deca03,10/18/2012,ZPD,"1,526",1907,,,,PD,4160,100.36%
Deca03,10/18/2012,ZPD,"1,526",1912,,,,PD,2740,100.36%
Dvor01,10/18/2012,High 1,"1,528",1880,,,,HO,5340,95.37%
Hamb03,10/18/2012,OLD,"1,558",1904,,,,MX,38720,93.77%
Hann01,10/18/2012,C12,"1,535",1891,,,,HO,30380,94.13%
Hann01,10/18/2012,C19,"1,541",1898,,,,ST,59580,98.03%
Hann01,10/18/2012,C19,"1,541",1901,,,,ST,35420,98.03%
Hann01,10/18/2012,C18,"1,545",1905,,,,ST,50700,98.22%
Hann01,10/18/2012,C18,"1,545",1908,,,,ST,60540,98.22%
Hann01,10/18/2012,C18,"1,545",1913,,,,ST,40500,98.22%
Hann01,10/18/2012,C18,"1,545",1916,,,,ST,35660,98.22%
Hann02,10/18/2012,B4,"1,529",1883,,,,ST,35900,93.63%
Harj01,10/18/2012,BYRNE4,"1,530",1885,,,,ST,45280,95.02%
Harj01,10/18/2012,BYRNE4,"1,530",1886,,,,ST,48700,95.02%
Harj01,10/18/2012,BYRNE4,"1,531",1887,,,,ST,44800,95.15%
Harj01,10/18/2012,BYRNE5,"1,538",1895,,,,ST,53160,94.11%
Harj01,10/18/2012,BYRNE5,"1,540",1897,,,,ST,50360,93.90%
Harj01,10/18/2012,BYRNE5,"1,540",1899,,,,ST,46820,93.90%
Harj01,10/18/2012,BYRNE5,"1,540",1903,,,,ST,35400,93.90%
Nant01,10/18/2012,#11,"1,566",1910,,,,HO,48060,88.05%
Norr01,10/18/2012,B-4,"1,536",1893,,,,ST,40420,94.14%
Norr01,10/18/2012,B-4,"1,542",1900,,,,ST,39100,94.66%
Norr01,10/18/2012,B-3,"1,547",1909,,,,ST,39580,94.73%
Norr01,10/18/2012,B-3,"1,550",1915,,,,ST,38140,94.87%
Paqu01,10/18/2012,ROCH,"1,532",1888,,,,EB,26720,95.80%
Pink01,10/18/2012,CHER01,"1,537",1894,,,,MX,18720,94.04%
Shur02,10/18/2012,All,"1,534",1890,,,,MX,18720,93.77%
Shur02,10/18/2012,All,"1,539",1896,,,,MX,23560,96.68%
Shur02,10/18/2012,All,"1,543",1902,,,,MX,19600,93.91%
Shur02,10/18/2012,All,"1,546",1906,,,,MX,23480,94.48%
Bott02,10/19/2012,22,"1,571",1944,,,,ST,46800,95.62%
Bott02,10/19/2012,20,"1,575",1952,,,,ST,51660,97.55%
Bott02,10/19/2012,22,"1,576",1929,,,,ST,50600,94.89%
Bott02,10/19/2012,22,"1,576",1935,,,,ST,49820,94.89%
Bott02,10/19/2012,22,"1,596",1923,,,,ST,47120,94.34%
Deca01,10/19/2012,CLAP6,"1,560",1922,,,,HO,54780,85.75%
Deca01,10/19/2012,CLAP5,"1,568",1937,,,,HO,44240,82.07%
Deca01,10/19/2012,CLAP4,"1,572",1947,,,,HO,51640,90.23%
Deca01,10/19/2012,CLAP4,"1,572",1949,,,,HO,7920,90.23%
Deca03,10/19/2012,ZPD,"1,565",1933,,,,PD,13080,95.58%
Deca03,10/19/2012,ZPD,"1,565",1938,,,,PD,7060,95.58%
Deca03,10/19/2012,ZPD,"1,565",1946,,,,PD,4700,95.58%
Hann01,10/19/2012,C17,"1,559",1921,,,,ST,60920,97.17%
Hann01,10/19/2012,C17,"1,559",1927,,,,ST,50940,97.17%
Hann01,10/19/2012,C17,"1,559",1931,,,,ST,59940,97.17%
Hann01,10/19/2012,C17,"1,559",1934,,,,ST,50980,97.17%
Hann01,10/19/2012,C17,"1,559",1940,,,,ST,60120,97.17%
Hann01,10/19/2012,C17,"1,559",1941,,,,ST,11100,97.17%
Hann01,10/19/2012,C 1,"1,573",1950,,,,HO,63540,93.14%
Hann01,10/19/2012,C 1,"1,573",1951,,,,HO,9120,93.14%
Jenn01,10/19/2012,3,"1,561",1924,,,,ST,44840,95.73%
Jenn01,10/19/2012,3,"1,561",1926,,,,ST,45120,95.73%
Jenn01,10/19/2012,3,"1,561",1930,,,,ST,27760,95.73%
Nant01,10/19/2012,#11,"1,574",1917,,,,HO,44980,85.03%
Norr01,10/19/2012,B-3,"1,553",1918,,,,ST,12840,95.80%
Norr01,10/19/2012,B-2,"1,563",1928,,,,ST,38160,92.94%
Norr01,10/19/2012,B-2,"1,563",1936,,,,ST,38420,92.94%
Padu01,10/19/2012,Rock#6,"1,564",1932,,,,HO,16940,91.48%
Padu01,10/19/2012,Rock#6,"1,567",1939,,,,HO,17460,89.44%
Padu01,10/19/2012,Rock#6,"1,567",1945,,,,HO,17560,89.44%
Padu01,10/19/2012,Rock#6,"1,567",1948,,,,HO,4320,89.44%
Paqu03,10/19/2012,COL2AC,"1,570",1943,,,,EB,17080,88.69%
Pike01,10/19/2012,#1,"1,569",1942,,,,ST,17480,93.77%
Pink01,10/19/2012,CHER02,"1,562",1925,,,,HO,15620,94.21%
Popp01,10/19/2012,P 3,"1,557",1920,,,,ST,19960,97.48%
Shur02,10/19/2012,All,"1,555",1919,,,,MX,9760,91.92%
Arau01,10/20/2012,SQUANT,"1,578",1955,,,,OS,3860,96.37%
Bott02,10/20/2012,20,"1,586",1965,,,,ST,51340,96.86%
Bott02,10/20/2012,20,"1,595",1959,,,,ST,50840,97.61%
Deca01,10/20/2012,CAR21,"1,579",1956,,,,MX,50480,94.41%
Deca01,10/20/2012,CAR21,"1,579",1961,,,,MX,51200,94.41%
Deca01,10/20/2012,CAR21,"1,587",1966,,,,MX,51900,88.86%
Deca01,10/20/2012,CAR21,"1,593",1973,,,,MX,48300,85.58%
Deca01,10/20/2012,CAR21,"1,599",1978,,,,MX,52640,87.26%
Dvor01,10/20/2012,High 3,"1,594",1975,,,,HO,13740,93.86%
Grew01,10/20/2012,ELBOW,"1,584",1963,,,,MX,39920,79.55%
Grew01,10/20/2012,ELBOW,"1,591",1971,,,,MX,38720,86.81%
Hamb03,10/20/2012,COOMBE,"1,598",1977,,,,MX,36200,96.49%
Nant01,10/20/2012,#11,"1,581",1958,,,,HO,40500,92.72%
Nant01,10/20/2012,#10,"1,601",1981,,,,HO,42720,94.42%
Nant01,10/20/2012,#10,"1,603",1953,,,,HO,47360,93.41%
Norr01,10/20/2012,B-0,"1,582",1960,,,,ST,22900,93.45%
Norr01,10/20/2012,B-1,"1,590",1969,,,,ST,39300,92.21%
Norr01,10/20/2012,B-1,"1,592",1972,,,,ST,24580,89.45%
Onse04,10/20/2012,All,"1,583",1962,,,,EB,13360,90.73%
Onse04,10/20/2012,All,"1,589",1968,,,,EB,15420,91.27%
Onse04,10/20/2012,All,"1,589",1974,,,,EB,4400,91.27%
Padu01,10/20/2012,Rock#1,"1,588",1967,,,,HO,4960,94.07%
Popp01,10/20/2012,P 1,"1,577",1954,,,,EB,3700,91.86%
Shur02,10/20/2012,All,"1,580",1957,,,,MX,22280,95.05%
Shur02,10/20/2012,All,"1,585",1964,,,,MX,18960,93.22%
Shur02,10/20/2012,All,"1,585",1970,,,,MX,22840,93.22%
Wain03,10/20/2012,#1,"1,597",1976,,,,ST,51120,91.80%
Wain03,10/20/2012,2,"1,602",1980,,,,ST,22380,90.12%
Wils01,10/20/2012,RT 28,"1,600",1979,,,,HO,30620,91.34%
Deca01,10/21/2012,CAR10,"1,605",1984,,,,ST,52060,93.86%
Deca01,10/21/2012,CAR10,"1,605",1987,,,,ST,10380,93.86%
Deca01,10/21/2012,CAR09,"1,611",1992,,,,ST,32920,90.17%
Hamb01,10/21/2012,MM,"1,607",1986,,,,MX,49580,92.86%
Hamb01,10/21/2012,MM,"1,612",1993,,,,MX,30900,92.93%
Norr02,10/21/2012,BS3,"1,608",1988,,,,ST,41120,93.58%
Norr02,10/21/2012,BS3,"1,608",1991,,,,ST,30740,93.58%
Pike01,10/21/2012,#1,"1,613",1994,,,,ST,21680,85.03%
Pink01,10/21/2012,CHER03,"1,606",1985,,,,HO,18400,90.85%
Pink01,10/21/2012,CHER03,"1,609",1989,,,,HO,15980,91.18%
Shur02,10/21/2012,All,"1,585",1982,,,,MX,15760,93.22%
Shur02,10/21/2012,All,"1,604",1983,,,,MX,12920,90.22%
Wain03,10/21/2012,#1,"1,610",1990,,,,ST,33600,96.04%
Beat01,10/22/2012,SPINE,"1,615",1996,,,,HO,8500,86.02%
Beat01,10/22/2012,SPINE,"1,615",1997,,,,HO,10260,86.02%
Bott02,10/22/2012,19,"1,624",2009,,,,ST,51200,97.89%
Bott02,10/22/2012,19,"1,627",2013,,,,ST,48860,95.97%
Chan01,10/22/2012,1,"1,621",2005,,,,ST,31440,94.04%
Chan01,10/22/2012,CHAN#2,"1,631",2018,,,,ST,29240,92.86%
Dalb01,10/22/2012,PINE,"1,619",2002,,,,HO,41380,91.97%
Dalb01,10/22/2012,PINE,"1,619",2014,,,,HO,23180,91.97%
Deca01,10/22/2012,ROUN2,"1,633",2020,,,,HO,55720,91.27%
Deca03,10/22/2012,ZPD,"1,614",1995,,,,PD,11940,94.22%
Deca03,10/22/2012,ZPD,"1,625",2011,,,,PD,11680,98.95%
Deca03,10/22/2012,ZPD,"1,635",2022,,,,PD,7420,96.00%
Hann01,10/22/2012,C11,"1,616",1998,,,,HO,63620,92.26%
Hann01,10/22/2012,C11,"1,616",2003,,,,HO,35300,92.26%
Hann01,10/22/2012,C 2,"1,623",2008,,,,HO,27120,92.79%
Hann01,10/22/2012,C 3,"1,630",2017,,,,HO,31540,93.68%
Hann01,10/22/2012,C 4,"1,632",2019,,,,HO,12340,94.24%
Jenn01,10/22/2012,2,"1,617",1999,,,,ST,45440,95.65%
Jenn01,10/22/2012,2,"1,617",2000,,,,ST,44340,95.65%
Jenn01,10/22/2012,2,"1,617",2006,,,,ST,44020,95.65%
Jenn01,10/22/2012,2,"1,622",2007,,,,ST,13220,92.26%
Nant01,10/22/2012,#9,"1,634",2021,,,,HO,46540,91.42%
Paqu01,10/22/2012,ROCH,"1,618",2001,,,,EB,37620,93.30%
Pike01,10/22/2012,#1,"1,628",2015,,,,ST,11520,86.66%
Pink01,10/22/2012,Orig.,"1,626",2012,,,,HO,17500,91.05%
Rust01,10/22/2012,Lamp,"1,636",2023,,,,MX,24280,91.63%
Shur02,10/22/2012,All,"1,620",2004,,,,HO,23260,93.55%
Shur02,10/22/2012,All,"1,620",2010,,,,HO,19360,93.55%
Ward01,10/22/2012,#8,"1,629",2016,,,,ST,32100,93.31%
Ashl02,10/23/2012,11 S,"1,639",2029,,,,ST,40420,93.69%
Ashl02,10/23/2012,11 S,"1,639",2031,,,,ST,41840,93.69%
Ashl02,10/23/2012,11 S,"1,639",2035,,,,ST,40600,93.69%
Ashl02,10/23/2012,11 S,"1,645",2039,,,,ST,39660,93.08%
Ashl02,10/23/2012,11 S,"1,650",2043,,,,ST,41240,92.95%
Ashl02,10/23/2012,11 S,"1,651",2044,,,,ST,40220,91.61%
Bern01,10/23/2012,2,"1,648",2042,,,,HO,33520,92.39%
Bral01,10/23/2012,#5A,"1,640",2032,,,,ST,47240,94.36%
Bral01,10/23/2012,#5A,"1,652",2045,,,,ST,49040,93.37%
Deca01,10/23/2012,ROUN2,"1,644",2038,,,,HO,40800,91.43%
Dvor01,10/23/2012,High 2,"1,637",2026,,,,HO,13380,96.12%
Dvor01,10/23/2012,High 2,"1,637",2027,,,,HO,16740,96.12%
Nant01,10/23/2012,#9,"1,634",2024,,,,HO,42140,91.42%
Nant01,10/23/2012,#9,"1,649",2025,,,,HO,41780,90.07%
Norr02,10/23/2012,BS2,"1,641",2033,,,,ST,38040,96.74%
Norr02,10/23/2012,BS2,"1,641",2037,,,,ST,37580,96.74%
Norr02,10/23/2012,BS2,"1,646",2040,,,,ST,16120,95.55%
Pava01,10/23/2012,#3,"1,642",2034,,,,HO,15500,85.37%
Pink01,10/23/2012,Sand,"1,647",2041,,,,HO,15700,90.35%
Shur02,10/23/2012,All,"1,643",2036,,,,MX,23400,86.78%
Ward01,10/23/2012,#7,"1,638",2028,,,,ST,44620,92.72%
Ward01,10/23/2012,#7,"1,638",2030,,,,ST,17160,92.72%
Ashl02,10/24/2012,11 S,"1,653",2046,,,,ST,46820,93.66%
Bral01,10/24/2012,Acush,"1,656",2049,,,,ST,47280,91.59%
Bral01,10/24/2012,Acush,"1,667",2058,,,,ST,37780,92.67%
Chan01,10/24/2012,CHAN#2,"1,659",2052,,,,ST,30420,92.70%
Deca01,10/24/2012,CARM09,"1,654",2047,,,,ST,30020,94.12%
Deca01,10/24/2012,CAR13,"1,666",2060,,,,HO,46620,91.24%
Deca01,10/24/2012,CARM10,"1,674",2064,,,,EB,37860,90.07%
Deca03,10/24/2012,ZPD,"1,662",2055,,,,PD,12440,98.40%
Deca03,10/24/2012,ZPD,"1,670",2062,,,,PD,6680,99.31%
Dvor01,10/24/2012,High 2,"1,657",2050,,,,HO,7660,93.11%
Hamb03,10/24/2012,winn,"1,676",2066,,,,EB,48380,89.19%
Norr02,10/24/2012,BS1,"1,668",2061,,,,ST,38400,92.98%
Norr02,10/24/2012,BS1,"1,671",2065,,,,ST,36240,90.74%
Pava01,10/24/2012,1,"1,660",2053,,,,EB,31220,92.01%
Pike01,10/24/2012,#3,"1,665",2059,,,,ST,21100,98.41%
Pike01,10/24/2012,#3,"1,669",2063,,,,ST,20240,96.36%
Pink01,10/24/2012,Max,"1,664",2057,,,,MC,14480,89.03%
Rust01,10/24/2012,Lamp,"1,655",2048,,,,EB,19440,92.92%
Will01,10/24/2012,YARMOU,"1,658",2051,,,,HO,36820,93.38%
Will01,10/24/2012,YARMOU,"1,663",2056,,,,HO,30760,95.30%
Wils01,10/24/2012,RT 28,"1,661",2054,,,,HO,29560,93.57%
Ashl02,10/25/2012,1 S,"1,675",2069,,,,ST,29780,94.38%
Bern01,10/25/2012,1,"1,673",2068,,,,HO,41380,86.44%
Bern01,10/25/2012,1,"1,685",2080,,,,HO,29020,88.45%
Bott02,10/25/2012,19,"1,677",2071,,,,ST,50840,95.19%
Bott02,10/25/2012,19,"1,683",2078,,,,ST,49100,97.25%
Cako01,10/25/2012,Factor,"1,687",2082,,,,OS,10660,92.31%
