grower_id,deliver_date,Bog,LotID,GTL,Rot,Debris,Color,Variety,GTL ,Pack Out %,kqf_pre,kqf_final
Deca01,10/5/2013,MP2,"1,919",2420,4.39,0,36,ST,"41,560",93.07%,1,2
Deca01,10/5/2013,MP2,"1,919",2422,4.39,0,36,ST,"37,160",93.07%,1,2
Deca01,9/13/2013,MP4,"1,812",2294,4.7,0,15,ST,"12,200",78.40%,1,2
Deca01,9/12/2013,MP9,"1,807",2288,2.5,0,25,EB,"24,740",93.11%,1,2
Hamb03,10/20/2013,OLD,"2,199",2789,4.64,0,29,ST,"23,900",91.48%,1,2
Will01,10/25/2013,OLD C,"2,292",2896,3.89,0,49,HO,"44,300",84.44%,1,2
Will01,10/25/2013,OLD C,"2,298",2904,6.3,0,43,HO,"45,780",91.01%,1,2
Will01,10/26/2013,OLD C,"2,305",2914,7.6,0,37,HO,"32,200",84.19%,1,2
Pink01,10/23/2013,Orig.,"2,243",2840,2.36,0,45,HO,"14,520",92.39%,1,2
Deca03,10/17/2013,OuO,"2,146",2721,0,0,,OS,"1,440",96.94%,1,2
Deca03,10/28/2013,OuO,"2,315",2925,0,0,,OS,"1,500",98.13%,1,2
Deca03,11/11/2013,OuO,"2,393",3028,0,0,,OS,"2,140",99.30%,1,2
Deca03,11/25/2013,OuO,"2,434",3098,0,0,,OH,"2,000",101.36%,1,2
Deca03,11/25/2013,OuO,"2,434",3099,0,0,,OH,200,101.36%,1,2
Paqu01,10/9/2013,Pierce,"1,973",2498,7.01,0,52,EB,"38,380",91.06%,1,2
Pill01,11/12/2013,PLYP,"2,400",3038,3.58,0,39,ST,"21,220",88.94%,1,2
Hamb01,10/3/2013,Pond V,"1,892",2384,3.16,0,54,EB,"24,420",94.25%,1,2
Pink01,10/3/2013,Ramp,"1,898",2394,2.54,0,38,EB,"13,140",93.27%,1,2
Pink01,10/7/2013,Reserv,"1,929",2433,2.06,0,51,EB,"15,420",93.18%,1,2
Pink01,10/7/2013,Reserv,"1,929",2434,2.06,0,51,EB,"9,120",93.18%,1,2
Liff01,10/17/2013,RLC,"2,143",2717,3.45,0,30,ST,"9,780",82.15%,1,2
Liff01,10/18/2013,RLC,"2,175",2753,7.7,0,44,MX,"18,360",87.58%,1,2
Liff01,10/20/2013,RLC,"2,204",2794,3.06,0,41,MX,"12,280",88.63%,1,2
Liff01,10/21/2013,RLC,"2,223",2815,2.83,0,37,MX,"16,760",87.64%,1,2
Pink01,10/10/2013,road,"1,997",2537,5.27,0,53,EB,"14,020",89.51%,1,2
Grew02,10/14/2013,ROCK,"2,072",2629,2.74,0,35,ST,"42,100",93.37%,1,2
Grew02,10/15/2013,ROCK,"2,087",2650,5.02,0,40,ST,"44,740",91.56%,1,2
Grew02,10/17/2013,ROCK,"2,141",2715,1.98,0,55,EB,"32,840",93.09%,1,2
Grew02,10/17/2013,ROCK,"2,151",2728,5.05,0,43,EB,"22,300",92.71%,1,2
Padu01,10/5/2013,Rock#2,"1,922",2424,3.47,0,37,BL,"4,500",94.64%,1,2
Padu01,10/16/2013,Rock#3,"2,122",2692,2.09,0,43,MX,"15,900",91.99%,1,2
Padu01,10/16/2013,Rock#3,"2,127",2698,2,0,36,ST,"15,560",94.51%,1,2
Padu01,10/16/2013,Rock#3,"2,131",2702,1.44,0,34,ST,"14,020",92.20%,1,2
Padu01,10/16/2013,Rock#3,"2,135",2706,3.28,0,28,ST,"4,780",91.15%,1,2
Padu01,10/8/2013,Rock#4,"1,954",2468,2.02,0,45,EB,"8,740",92.43%,1,2
Padu01,10/11/2013,Rock#4,"2,023",2564,3.16,0,28,ST,"15,580",94.56%,1,2
Padu01,10/12/2013,Rock#7,"2,049",2595,6.72,0,42,ST,"1,760",91.14%,1,2
Deca01,10/23/2013,ROUN1,"2,261",2859,6.52,0,38,ST,"31,020",93.57%,1,2
Deca01,10/21/2013,ROUN10,"2,213",2805,7.73,0,42,MX,"16,980",83.50%,1,2
Deca01,10/23/2013,ROUN11,"2,251",2847,7.81,0,36,ST,"41,460",92.48%,1,2
Deca01,10/23/2013,ROUN11,"2,251",2854,7.81,0,36,ST,"40,120",92.48%,1,2
Deca01,10/24/2013,ROUN2,"2,267",2868,18.02,0,48,HO,"39,820",91.89%,1,2
Deca01,10/24/2013,ROUN2,"2,276",2878,10.1,0,36,ST,"45,820",81.84%,1,2
Deca01,10/24/2013,ROUN2,"2,276",2880,10.1,0,36,ST,"11,960",81.84%,1,2
Deca01,10/22/2013,ROUN6,"2,227",2820,10.74,0,22,HO,"28,020",90.12%,1,2
Deca01,10/22/2013,ROUN7,"2,241",2837,6.45,0,40,HO,"22,600",80.26%,1,2
Wils01,10/28/2013,RT 28,"2,320",2930,10.56,0,52,MX,"32,700",91.71%,1,2
Pink01,10/25/2013,Sand,"2,281",2884,5.9,0,31,HO,"7,760",78.90%,1,2
Rigg01,10/14/2013,square,"2,077",2636,12.59,0,37,ST,"11,540",79.68%,1,2
Fiel05,10/15/2013,ST,"2,100",2665,5.66,0,48,ST,"19,920",96.45%,1,2
Fiel05,10/15/2013,ST,"2,104",2670,4.68,0,44,ST,"14,820",97.81%,1,2
Fiel05,10/15/2013,ST,"2,108",2678,5.1,0,48,ST,"17,300",96.64%,1,2
Zani01,10/7/2013,ST 2,"1,938",2443,2.64,0,44,EB,"16,420",92.13%,1,2
Zani01,10/7/2013,ST 2,"1,943",2449,2.88,0,50,EB,"12,700",92.68%,1,2
Zani01,10/4/2013,ST 4,"1,908",2409,1.29,0,42,BL,"16,540",96.10%,1,2
Zani01,10/4/2013,ST 4,"1,911",2412,3.6,0,49,BL,"16,360",94.52%,1,2
Zani01,10/4/2013,ST 5,"1,904",2404,1.97,0,37,BL,"44,680",97.20%,1,2
Zani01,10/4/2013,ST 5,"1,904",2406,1.97,0,37,BL,"17,180",97.20%,1,2
Zani01,10/1/2013,ST 6,"1,872",2360,1.97,0,45,BL,"43,500",97.49%,1,2
Zani01,10/2/2013,ST 6,"1,878",2367,1.2,0,39,BL,"17,960",95.53%,1,2
Zani01,10/2/2013,ST 6,"1,881",2371,2.28,0,39,BL,"10,240",94.27%,1,2
Zani01,9/30/2013,ST 7A,"1,853",2338,0.37,0,30,BL,"41,240",96.33%,1,2
Zani01,9/30/2013,ST 7A,"1,857",2342,2.12,0,34,BL,"32,380",96.78%,1,2
Zani01,9/30/2013,ST 7A,"1,859",2345,1.35,0,39,BL,"41,720",95.53%,1,2
Zani01,9/30/2013,ST 7A,"1,859",2346,1.35,0,39,BL,"17,400",95.53%,1,2
Zani01,10/1/2013,ST 7A,"1,873",2361,1,0,35,BL,"16,920",96.87%,1,2
Zani01,10/3/2013,ST 8,"1,895",2388,4.93,0,33,BL,"43,980",95.32%,1,2
Deca01,11/12/2013,STU5,"2,399",3037,16.02,0,40,ST,"7,820",71.05%,1,2
Pink01,10/20/2013,Swamp,"2,206",2797,0.15,0,38,HO,"11,140",93.37%,1,2
Beat01,10/28/2013,Upspl,"2,319",2929,5.09,0,37,HO,"4,360",83.65%,1,2
Smit02,10/11/2013,USHAW,"2,017",2558,7.37,0,27,ST,"49,420",86.56%,1,2
Smit02,10/11/2013,USHAW,"2,025",2567,7,0,23,ST,"51,100",90.29%,1,2
Smit02,10/11/2013,USHAW,"2,035",2573,7,0,39,ST,"45,440",86.84%,1,2
Hamb03,10/22/2013,winn,"2,236",2831,2.08,0,25,ST,"29,060",97.62%,1,2
Hamb03,10/26/2013,winn,"2,303",2909,7.53,0,45,EB,"41,440",93.35%,1,2
Hamb03,10/26/2013,winn,"2,306",2915,6.58,0,40,ST,"40,680",94.29%,1,2
Deca03,9/23/2013,ZPD,"1,814",2296,10.9,0,26,PD,"3,880",95.21%,1,2
Deca03,9/23/2013,ZPD,"1,817",2299,4,0,14,PD,"9,920",99.39%,1,2
Deca03,9/24/2013,ZPD,"1,820",2302,0,0,,PD,"5,580",98.89%,1,2
Deca03,9/24/2013,ZPD,"1,830",2312,0,0,,PD,"11,300",99.73%,1,2
Deca03,9/26/2013,ZPD,"1,840",2322,0,0,,PD,"4,840",98.49%,1,2
Deca03,9/27/2013,ZPD,"1,840",2329,0,0,,PD,940,98.49%,1,2
Deca03,9/27/2013,ZPD,"1,848",2332,0,0,,PD,"5,440",99.26%,1,2
Deca03,9/30/2013,ZPD,"1,854",2339,0,0,,PD,"3,780",97.27%,1,2
Deca03,9/30/2013,ZPD,"1,854",2343,0,0,,PD,"3,660",97.27%,1,2
Deca03,10/1/2013,ZPD,"1,874",2362,0,0,,PD,"11,060",98.55%,1,2
Deca03,10/2/2013,ZPD,"1,874",2363,0,0,,PD,"3,460",98.55%,1,2
Deca03,10/2/2013,ZPD,"1,883",2373,0,0,,PD,"1,580",91.90%,1,2
Deca03,10/2/2013,ZPD,"1,888",2379,0,0,,PD,"3,040",96.85%,1,2
Deca03,10/3/2013,ZPD,"1,888",2383,0,0,,PD,880,96.85%,1,2
Deca03,10/3/2013,ZPD,"1,888",2392,0,0,,PD,"4,500",96.85%,1,2
Deca03,10/3/2013,ZPD,"1,888",2393,0,0,,PD,"1,240",96.85%,1,2
Deca03,10/4/2013,ZPD,"1,888",2398,0,0,,PD,"4,340",96.85%,1,2
Deca03,10/4/2013,ZPD,"1,888",2403,0,0,,PD,"1,820",96.85%,1,2
Deca03,10/4/2013,ZPD,"1,913",2413,0,0,,PD,"4,200",95.36%,1,2
Deca03,10/7/2013,ZPD,"1,935",2440,0,0,,PD,"6,480",96.20%,1,2
Deca03,10/7/2013,ZPD,"1,935",2447,0,0,,PD,"1,020",96.20%,1,2
Deca03,10/7/2013,ZPD,"1,935",2452,0,0,,PD,"4,360",96.20%,1,2
Deca03,10/8/2013,ZPD,"1,935",2457,0,0,,PD,"2,920",96.20%,1,2
Deca03,10/8/2013,ZPD,"1,935",2465,0,0,,PD,"3,220",96.20%,1,2
Deca03,10/8/2013,ZPD,"1,935",2470,0,0,,PD,"3,200",96.20%,1,2
Deca03,10/8/2013,ZPD,"1,935",2474,0,0,,PD,420,96.20%,1,2
Deca03,10/9/2013,ZPD,"1,935",2484,0,0,,PD,"3,240",96.20%,1,2
Deca03,10/10/2013,ZPD,"1,979",2508,0,0,,PD,"2,300",97.68%,1,2
Deca03,10/10/2013,ZPD,"1,979",2516,0,0,,PD,"10,100",97.68%,1,2
Deca03,10/10/2013,ZPD,"1,979",2524,0,0,,PD,"4,340",97.68%,1,2
Deca03,10/14/2013,ZPD,"2,064",2619,4.07,0,27,PD,"1,200",91.91%,1,2
Deca03,10/14/2013,ZPD,"2,064",2631,4.07,0,27,PD,400,91.91%,1,2
Deca03,10/14/2013,ZPD,"2,064",2644,4.07,0,27,PD,"4,560",91.91%,1,2
Deca03,10/15/2013,ZPD,"2,064",2654,4.07,0,27,PD,"2,820",91.91%,1,2
Deca03,10/15/2013,ZPD,"2,064",2674,4.07,0,27,PD,"4,540",91.91%,1,2
Deca03,10/16/2013,ZPD,"2,117",2686,0,0,,PD,"4,100",96.73%,1,2
Deca03,10/16/2013,ZPD,"2,125",2696,0,0,,PD,"2,040",96.74%,1,2
Deca03,10/17/2013,ZPD,"2,125",2708,0,0,,PD,"5,540",96.74%,1,2
Deca03,10/17/2013,ZPD,"2,154",2732,0,0,,PD,"3,280",92.47%,1,2
Deca03,10/18/2013,ZPD,"2,168",2747,0,0,,PD,"2,500",96.56%,1,2
Deca03,10/18/2013,ZPD,"2,172",2750,0,0,,PD,"4,340",98.29%,1,2
Deca03,10/21/2013,ZPD,"2,210",2801,0,0,,PD,"5,800",96.57%,1,2
Deca03,10/21/2013,ZPD,"2,222",2813,0,0,,PD,"10,980",97.79%,1,2
Deca03,10/22/2013,ZPD,"2,230",2823,0,0,,PD,"9,840",96.75%,1,2
Deca03,10/22/2013,ZPD,"2,230",2830,0,0,,PD,"3,940",96.75%,1,2
Deca03,10/23/2013,ZPD,"2,260",2858,0,0,,PD,"4,380",95.75%,1,2
Deca03,10/25/2013,ZPD,"2,282",2885,0,0,,PD,"9,080",100.06%,1,2
Deca03,10/25/2013,ZPD,"2,288",2893,0,0,,PD,"5,460",96.69%,1,2
Deca03,10/25/2013,ZPD,"2,288",2906,0,0,,PD,"7,860",96.69%,1,2
Deca03,10/26/2013,ZPD,"2,300",2908,0,0,,PD,"3,640",98.12%,1,2
Deca03,10/26/2013,ZPD,"2,300",2912,0,0,,PD,"2,900",98.12%,1,2
Deca03,10/26/2013,ZPD,"2,309",2918,0,0,,PD,"3,700",98.22%,1,2
Deca03,10/28/2013,ZPD,"2,312",2921,0,0,,PD,"7,000",96.03%,1,2
Deca03,10/28/2013,ZPD,"2,312",2924,0,0,,PD,980,96.03%,1,2
Deca03,10/28/2013,ZPD,"2,321",2931,0,0,,PD,"4,300",99.28%,1,2
Deca03,10/29/2013,ZPD,"2,327",2937,0,0,,PD,"11,400",93.67%,1,2
Deca03,10/29/2013,ZPD,"2,333",2943,0,0,,PD,"9,880",97.57%,1,2
Deca03,10/29/2013,ZPD,"2,333",2948,0,0,,PD,"4,220",97.57%,1,2
Deca03,10/30/2013,ZPD,"2,340",2951,0,0,,PD,"11,180",99.01%,1,2
Deca03,10/30/2013,ZPD,"2,341",2952,0,0,,PD,"12,520",99.59%,1,2
Deca03,10/30/2013,ZPD,"2,341",2955,0,0,,PD,"4,080",99.59%,1,2
Deca03,10/30/2013,ZPD,"2,345",2957,0,0,,PD,"2,760",98.59%,1,2
Deca03,10/30/2013,ZPD,"2,346",2958,0,0,,PD,"3,300",99.23%,1,2
Deca03,10/31/2013,ZPD,"2,346",2961,0,0,,PD,"10,080",99.23%,1,2
Deca03,10/31/2013,ZPD,"2,349",2963,0,0,,PD,"6,580",97.52%,1,2
Deca03,10/31/2013,ZPD,"2,352",2966,0,0,,PD,"2,680",96.79%,1,2
Deca03,11/1/2013,ZPD,"2,357",2971,0,0,,PD,"10,120",94.64%,1,2
Deca03,11/1/2013,ZPD,"2,363",2979,0,0,,PD,"10,220",92.38%,1,2
Deca03,11/4/2013,ZPD,"2,365",2980,0,0,,PD,"13,320",90.80%,1,2
Deca03,11/4/2013,ZPD,"2,365",2981,0,0,,PD,"7,220",90.80%,1,2
Deca03,11/4/2013,ZPD,"2,365",2982,0,0,,PD,"4,900",90.80%,1,2
Deca03,11/4/2013,ZPD,"2,365",2985,0,0,,PD,"7,640",90.80%,1,2
Deca03,11/4/2013,ZPD,"2,371",2990,0,0,,PD,"12,300",98.21%,1,2
Deca03,11/5/2013,ZPD,"2,371",2991,0,0,,PD,"9,980",98.21%,1,2
Deca03,11/5/2013,ZPD,"2,371",2993,0,0,,PD,"1,760",98.21%,1,2
Deca03,11/5/2013,ZPD,"2,374",2996,0,0,,PD,"10,320",92.60%,1,2
Deca03,11/5/2013,ZPD,"2,374",2999,0,0,,PD,"5,480",92.60%,1,2
Deca03,11/5/2013,ZPD,"2,374",3000,0,0,,PD,"2,920",92.60%,1,2
Deca03,11/6/2013,ZPD,"2,377",3002,0,0,,PD,"1,160",91.44%,1,2
Deca03,11/6/2013,ZPD,"2,377",3003,0,0,,PD,"5,000",91.44%,1,2
Deca03,11/6/2013,ZPD,"2,377",3004,0,0,,PD,280,91.44%,1,2
Deca03,11/6/2013,ZPD,"2,379",3005,0,0,,PD,"10,320",98.39%,1,2
Deca03,11/7/2013,ZPD,"2,379",3006,0,0,,PD,"10,340",98.39%,1,2
Deca03,11/7/2013,ZPD,"2,379",3007,0,0,,PD,"2,860",98.39%,1,2
Deca03,11/7/2013,ZPD,"2,379",3009,0,0,,PD,"8,480",98.39%,1,2
Deca03,11/8/2013,ZPD,"2,383",3012,0,0,,PD,"11,480",89.80%,1,2
Deca03,11/8/2013,ZPD,"2,385",3014,0,0,,PD,"10,460",91.66%,1,2
Deca03,11/8/2013,ZPD,"2,388",3017,0,0,,PD,"11,440",93.16%,1,2
Deca03,11/11/2013,ZPD,"2,389",3018,0,0,,PD,"11,860",92.43%,1,2
Deca03,11/11/2013,ZPD,"2,389",3019,0,0,,PD,"11,580",92.43%,1,2
Deca03,11/11/2013,ZPD,"2,389",3020,0,0,,PD,"3,860",92.43%,1,2
Deca03,11/11/2013,ZPD,"2,389",3021,0,0,,PD,"1,600",92.43%,1,2
Deca03,11/11/2013,ZPD,"2,389",3022,0,0,,PD,"12,920",92.43%,1,2
Deca03,11/11/2013,ZPD,"2,389",3031,0,0,,PD,"10,420",92.43%,1,2
Deca03,11/11/2013,ZPD,"2,390",3023,0,0,,PD,"6,480",96.72%,1,2
Deca03,11/11/2013,ZPD,"2,390",3024,0,0,,PD,"5,440",96.72%,1,2
Deca03,11/11/2013,ZPD,"2,396",3033,0,0,,PD,"4,000",91.47%,1,2
Deca03,11/12/2013,ZPD,"2,396",3035,0,0,,PD,"9,020",91.47%,1,2
Deca03,11/12/2013,ZPD,"2,396",3039,0,0,,PD,"13,180",91.47%,1,2
Deca03,11/13/2013,ZPD,"2,403",3042,0,0,,PD,"10,220",92.77%,1,2
Deca03,11/13/2013,ZPD,"2,403",3043,0,0,,PD,"13,360",92.77%,1,2
Deca03,11/13/2013,ZPD,"2,404",3044,0,0,,PD,"11,720",92.50%,1,2
Deca03,11/13/2013,ZPD,"2,404",3045,0,0,,PD,"2,660",92.50%,1,2
Deca03,11/14/2013,ZPD,"2,404",3046,0,0,,PD,"9,600",92.50%,1,2
Deca03,11/14/2013,ZPD,"2,404",3047,0,0,,PD,"11,900",92.50%,1,2
Deca03,11/14/2013,ZPD,"2,405",3048,0,0,,PD,"10,560",94.70%,1,2
Deca03,11/14/2013,ZPD,"2,405",3050,0,0,,PD,"10,820",94.70%,1,2
Deca03,11/15/2013,ZPD,"2,405",3052,0,0,,PD,"11,460",94.70%,1,2
Deca03,11/15/2013,ZPD,"2,405",3053,0,0,,PD,"4,680",94.70%,1,2
Deca03,11/15/2013,ZPD,"2,405",3054,0,0,,PD,"1,520",94.70%,1,2
Deca03,11/15/2013,ZPD,"2,410",3057,0,0,,PD,"13,260",99.16%,1,2
Deca03,11/18/2013,ZPD,"2,413",3060,0,0,,PD,"12,180",97.77%,1,2
Deca03,11/18/2013,ZPD,"2,413",3061,0,0,,PD,"12,620",97.77%,1,2
Deca03,11/18/2013,ZPD,"2,413",3062,0,0,,PD,"1,500",97.77%,1,2
Deca03,11/18/2013,ZPD,"2,413",3063,0,0,,PD,"11,600",97.77%,1,2
Deca03,11/18/2013,ZPD,"2,413",3064,0,0,,PD,"4,280",97.77%,1,2
Deca03,11/18/2013,ZPD,"2,413",3065,0,0,,PD,"13,200",97.77%,1,2
Deca03,11/18/2013,ZPD,"2,414",3066,0,0,,PD,"10,080",97.19%,1,2
Deca03,11/18/2013,ZPD,"2,414",3067,0,0,,PD,"11,820",97.19%,1,2
Deca03,11/18/2013,ZPD,"2,414",3068,0,0,,PD,"9,540",97.19%,1,2
Deca03,11/18/2013,ZPD,"2,416",3075,0,0,,PD,"4,640",94.74%,1,2
Deca03,11/18/2013,ZPD,"2,416",3076,0,0,,PD,"1,300",94.74%,1,2
Deca03,11/19/2013,ZPD,"2,416",3077,0,0,,PD,"9,080",94.74%,1,2
Deca03,11/19/2013,ZPD,"2,422",3081,0,0,,PD,"11,040",92.52%,1,2
Deca03,11/20/2013,ZPD,"2,422",3082,0,0,,PD,"13,360",92.52%,1,2
Deca03,11/20/2013,ZPD,"2,422",3083,0,0,,PD,"12,140",92.52%,1,2
Deca03,11/20/2013,ZPD,"2,422",3084,0,0,,PD,"3,420",92.52%,1,2
Deca03,11/20/2013,ZPD,"2,424",3086,0,0,,PD,"9,460",97.07%,1,2
Deca03,11/20/2013,ZPD,"2,424",3087,0,0,,PD,"1,900",97.07%,1,2
Deca03,11/21/2013,ZPD,"2,426",3089,0,0,,PD,"4,000",97.98%,1,2
Deca03,11/21/2013,ZPD,"2,426",3091,0,0,,PD,"3,420",97.98%,1,2
Deca03,11/21/2013,ZPD,"2,427",3090,0,0,,PD,"4,700",100.47%,1,2
Deca03,11/21/2013,ZPD,"2,428",3092,0,0,,PD,"6,140",93.53%,1,2
Deca03,11/21/2013,ZPD,"2,429",3093,0,0,,PD,"13,180",91.30%,1,2
Deca03,11/22/2013,ZPD,"2,430",3094,0,0,,PD,"13,400",87.04%,1,2
Deca03,11/22/2013,ZPD,"2,432",3096,0,0,,PD,"11,800",93.00%,1,2
Deca03,11/22/2013,ZPD,"2,433",3097,0,0,,PD,"6,000",91.03%,1,2
Deca03,11/25/2013,ZPD,"2,435",3100,0,0,,PD,"10,180",94.24%,1,2
Deca03,11/25/2013,ZPD,"2,435",3101,0,0,,PD,"3,520",94.24%,1,2
Deca03,11/25/2013,ZPD,"2,435",3102,0,0,,PD,"5,680",94.24%,1,2
Deca03,11/25/2013,ZPD,"2,435",3103,0,0,,PD,"12,000",94.24%,1,2
Deca03,11/25/2013,ZPD,"2,435",3104,0,0,,PD,"2,900",94.24%,1,2
Deca03,11/25/2013,ZPD,"2,435",3105,0,0,,PD,300,94.24%,1,2
Deca03,11/25/2013,ZPD,"2,435",3106,0,0,,PD,"9,420",94.24%,1,2
Deca03,11/25/2013,ZPD,"2,435",3107,0,0,,PD,"12,080",94.24%,1,2
Deca03,11/25/2013,ZPD,"2,436",3108,0,0,,PD,"5,340",95.32%,1,2
Deca03,11/26/2013,ZPD,"2,437",3109,0,0,,PD,"8,580",78.46%,1,2
Deca03,11/26/2013,ZPD,"2,437",3110,0,0,,PD,"6,720",78.46%,1,2
Deca03,11/26/2013,ZPD,"2,437",3111,0,0,,PD,"1,160",78.46%,1,2
Deca03,11/26/2013,ZPD,"2,438",3112,0,0,,PD,"1,560",78.12%,1,2
Deca03,11/26/2013,ZPD,"2,438",3113,0,0,,PD,"2,040",78.12%,1,2
Deca03,11/26/2013,ZPD,"2,438",3114,0,0,,PD,"2,020",78.12%,1,2
Deca03,11/26/2013,ZPD,"2,438",3115,0,0,,PD,"11,280",78.12%,1,2
Deca03,11/26/2013,ZPD,"2,438",3116,0,0,,PD,"2,620",78.12%,1,2
Deca03,11/26/2013,ZPD,"2,439",3117,0,0,,PD,"11,000",87.55%,1,2
Deca03,11/26/2013,ZPD,"2,439",3118,0,0,,PD,"5,140",87.55%,1,2
Bapt02,,,,,,,,,,,1,2
