"","grower_id","date","bog","rot","debris","color","variety","kqf_pre","kqf_final"
"1040","Hamb03","10/11/2014","COOMBE",0.48,0,34,"EB",2,4
"1041","Harj01","10/11/2014","BYR 14",3.05,0,31,"ST",2,4
"1042","Lamb01","10/11/2014","A",1.61,0,34,"OS",2,4
"1043","Lamb01","10/11/2014","A",8.3,0,37,"OS",2,4
"1044","Mere01","10/11/2014","Adrein",2.33,0,33,"ST",2,4
"1045","Mere01","10/11/2014","Adrein",2.33,0,33,"ST",2,4
"1046","Mere01","10/11/2014","Adrein",2.33,0,33,"ST",2,4
"1047","Mere01","10/11/2014","Adrein",2.33,0,33,"ST",2,4
"1048","Mere01","10/11/2014","Adrein",1.76,0,33,"ST",2,4
"1049","Padu01","10/11/2014","Rock#2",5.51,0,44,"BL",2,4
"1050","Padu01","10/11/2014","Rock#2",5.51,0,44,"BL",2,4
"1051","Paqu04","10/11/2014","LP5",1.81,0,27,"ST",2,4
"1052","Paqu04","10/11/2014","LP5",2.25,0,32,"ST",2,4
"1053","Reze02","10/11/2014","#13",0.64,0,25,"ST",2,4
"1054","Reze02","10/11/2014","#13",0.64,0,25,"ST",2,4
"1055","Reze02","10/11/2014","#5B",1.03,0,32,"MX",2,4
"1056","Smit02","10/11/2014","USHAW",3.59,0,24,"ST",2,4
"1057","Smit02","10/11/2014","USHAW",3.59,0,24,"ST",2,4
"1058","Smit02","10/11/2014","SCR4",4.04,0,47,"EB",2,4
"1059","Ashl02","10/13/2014","1 S",0.45,0,29,"EB",2,4
"1060","Ashl02","10/13/2014","15 A",1.8,0,39,"EB",2,4
"1061","Ashl02","10/13/2014","15 A",3.26,0,61,"EB",2,4
"1062","Ashl02","10/13/2014","15 A",3.26,0,61,"EB",2,4
"1063","Beat01","10/13/2014","Corwin",3.3,0,58,"EB",2,4
"1064","Bett01","10/13/2014","7A",3.4,0,37,"ST",2,4
"1065","Bett01","10/13/2014","7A",2.39,0,36,"ST",2,4
"1066","Bett01","10/13/2014","7A",5.56,0,37,"ST",2,4
"1067","Bott05","10/13/2014","5",3.54,0,38,"EB",2,4
"1068","Gate02","10/13/2014","E5a",1.5,0,28,"ST",2,4
"1069","Gate02","10/13/2014","E5a",2.45,0,27,"ST",2,4
"1070","Gate02","10/13/2014","E4a",1.19,0,29,"HO",2,4
"1071","Gate02","10/13/2014","E4a",2.1,0,41,"HO",2,4
"1072","Gate02","10/13/2014","E4a",5.5,0,51,"HO",2,4
"1073","Grew02","10/13/2014","ROCK",4.6,0,53,"ST",2,4
"1074","Hamb03","10/13/2014","COOMBE",1.38,0,27,"EB",2,4
"1075","Harj01","10/13/2014","BYRN11",1.4,0,44,"ST",2,4
"1076","Harj01","10/13/2014","BYRN11",0.93,0,47,"ST",2,4
"1077","Krav01","10/13/2014","Ebrwtr",2.05,0,31,"ST",2,4
"1078","Krav01","10/13/2014","Ebrwtr",1,0,40,"ST",2,4
"1079","Padu01","10/13/2014","Rock#4",8.03,0,23,"ST",2,4
"1080","Padu01","10/13/2014","Rock#7",8.06,0,37,"ST",2,4
"1081","Paqu04","10/13/2014","LP5",5.71,0,34,"ST",2,4
"1082","Paqu04","10/13/2014","LP5",5.71,0,34,"ST",2,4
"1083","Reze01","10/13/2014","Ell 7",2.34,0,32,"ST",2,4
"1084","Reze01","10/13/2014","Ell 6",2.06,0,37,"ST",2,4
"1085","Reze02","10/13/2014","#5B",1.03,0,35,"MX",2,4
"1086","Rich01","10/13/2014","Acush1",2.77,0,31,"ST",2,4
"1087","Rich01","10/13/2014","Acush1",2.77,0,31,"ST",2,4
"1088","Smit02","10/13/2014","HIGH3",2.35,0,39,"ST",2,4
"1089","Smit02","10/13/2014","HIGH2",2.91,0,42,"ST",2,4
"1090","Ward01","10/13/2014","#1",2.21,0,61,"EB",2,4
"1091","Ashl02","10/14/2014","15 A",2.08,0,37,"EB",2,4
"1092","Ashl02","10/14/2014","15 A",2.08,0,37,"EB",2,4
"1093","Ashl02","10/14/2014","15 A",2.08,0,37,"EB",2,4
"1094","Cham01","10/14/2014","Asnet",10.69,0,27,"ST",2,4
"1095","Deca03","10/14/2014","ZPD",0,0,NA,"PD",2,4
"1096","Deca03","10/14/2014","ZPD",0,0,NA,"PD",2,4
"1097","Deca03","10/14/2014","ZPD",0,0,NA,"PD",2,4
"1098","Harj01","10/14/2014","BYRN10",0.87,0,33,"ST",2,4
"1099","Harj01","10/14/2014","BYRN10",0.87,0,33,"ST",2,4
"1100","Harj01","10/14/2014","BYRN10",0.87,0,33,"ST",2,4
"1101","Harj01","10/14/2014","BYRN10",1.21,0,27,"ST",2,4
"1102","Harj01","10/14/2014","BYRNE9",1.68,0,32,"ST",2,4
"1103","Harj01","10/14/2014","BYRNE7",1.55,0,27,"ST",2,4
"1104","Harj01","10/14/2014","BYRNE7",1.55,0,27,"ST",2,4
"1105","Harj01","10/14/2014","BYRNE7",1.21,0,28,"ST",2,4
"1106","Henr03","10/14/2014","COLLIN",0.89,0,59,"OE",2,4
"1107","Lamb01","10/14/2014","A",8.3,0,37,"OS",2,4
"1108","Liff01","10/14/2014","RLC",NA,NA,NA,"HO",2,4
"1109","Liff01","10/14/2014","All",9.5,0,36,"ST",2,4
"1110","Morr02","10/14/2014","Thomst",1.11,0,27,"ST",2,4
"1111","Morr02","10/14/2014","Thomst",2.6,0,28,"ST",2,4
"1112","Reze01","10/14/2014","Ell 5",1.93,0,28,"ST",2,4
"1113","Reze01","10/14/2014","Lyon 4",7.15,0,55,"ST",2,4
"1114","Reze01","10/14/2014","Lyon 3",9.72,0,42,"ST",2,4
"1115","Smit02","10/14/2014","HIGH3",2.35,0,39,"ST",2,4
"1116","Smit02","10/14/2014","HIGH3",8.22,0,41,"ST",2,4
"1117","Deca03","10/15/2014","ZPD",0,0,NA,"PD",2,4
"1118","Dvor01","10/15/2014","High 3",0.92,0,24,"HO",2,4
"1119","Dvor01","10/15/2014","High 3",1.55,0,30,"HO",2,4
"1120","Grew02","10/15/2014","ROCK",7.21,0,32,"EB",2,4
"1121","Hann03","10/15/2014","MEL A1",1.78,0,36,"ST",2,4
"1122","Harj01","10/15/2014","BYRNE8",1.65,0,28,"ST",2,4
"1123","Harj01","10/15/2014","BYRNE8",1.65,0,28,"ST",2,4
"1124","Harj01","10/15/2014","BYRNE6",1.42,0,33,"ST",2,4
"1125","Harj01","10/15/2014","BYRNE6",1.25,0,36,"ST",2,4
"1126","Harj01","10/15/2014","BYRNE5",0.92,0,30,"ST",2,4
"1127","Harj01","10/15/2014","BYRNE5",1.3,0,27,"ST",2,4
"1128","Medi01","10/15/2014","A9",2.12,0,24,"HO",2,4
"1129","Paqu04","10/15/2014","LP1",1.3,0,31,"HO",2,4
"1130","Paqu04","10/15/2014","LP1",2.97,0,23,"MX",2,4
"1131","Reze01","10/15/2014","Lyon 3",4.19,0,33,"ST",2,4
"1132","Reze01","10/15/2014","Lyon 2",2.85,0,44,"ST",2,4
"1133","Reze01","10/15/2014","Lyon 2",3.56,0,32,"ST",2,4
"1134","Reze01","10/15/2014","Lyon 1",2.84,0,41,"ST",2,4
"1135","Ashl02","10/16/2014","4 S",2.13,0,30,"ST",2,4
"1136","Ashl02","10/16/2014","4 S",2.27,0,27,"ST",2,4
"1137","Ashl02","10/16/2014","4 S",2.27,0,27,"ST",2,4
"1138","Deca03","10/16/2014","ZPD",0,0,NA,"PD",2,4
"1139","Deca03","10/16/2014","ZPD",0,0,NA,"PD",2,4
"1140","Deca03","10/16/2014","ZPD",0,0,NA,"PD",2,4
"1141","DeMo01","10/16/2014","1",3.96,0,38,"OS",2,4
"1142","DeMo01","10/16/2014","1",3.96,0,38,"OS",2,4
"1143","Gate03","10/16/2014","FRONT",1.72,0,41,"HO",2,4
"1144","Gate03","10/16/2014","FRONT",1.72,0,41,"HO",2,4
"1145","Gate03","10/16/2014","FRONT",2,0,34,"HO",2,4
"1146","Hann01","10/16/2014","D-1",5.56,0,39,"ST",2,4
"1147","Hann01","10/16/2014","D-1",5.56,0,39,"ST",2,4
"1148","Hann03","10/16/2014","MEL A2",1.34,0,53,"ST",2,4
"1149","Hann03","10/16/2014","MEL A3",1.17,0,49,"ST",2,4
"1150","Harj01","10/16/2014","BYRNE4",1.31,0,34,"ST",2,4
"1151","Harj01","10/16/2014","BYRNE4",1.31,0,34,"ST",2,4
"1152","Harj01","10/16/2014","BYRNE3",0.88,0,29,"ST",2,4
"1153","Harj01","10/16/2014","BYRNE3",0.88,0,29,"ST",2,4
"1154","Harj01","10/16/2014","BYRNE3",0.88,0,29,"ST",2,4
"1155","Jenn01","10/16/2014","3",1.77,0,28,"ST",2,4
"1156","Jenn01","10/16/2014","3",1.77,0,28,"ST",2,4
"1157","Liff01","10/16/2014","RLC",4.78,0,42,"MX",2,4
"1158","Medi01","10/16/2014","A9",2.64,0,26,"HO",2,4
"1159","Norr01","10/16/2014","A-7",8.57,0,41,"MX",2,4
"1160","Norr01","10/16/2014","A8A",5.06,0,35,"ST",2,4
"1161","Pava01","10/16/2014","#3",3.25,0,57,"HO",2,4
"1162","Pink02","10/16/2014","#9",1.69,0,35,"ST",2,4
"1163","Pink02","10/16/2014","#10",3.3,0,36,"ST",2,4
"1164","Reze01","10/16/2014","Lyon 1",3.51,0,37,"ST",2,4
"1165","Reze01","10/16/2014","Ell 1",0.8,0,39,"HO",2,4
"1166","Reze01","10/16/2014","Ell 2",1.88,0,37,"HO",2,4
"1167","Smit02","10/16/2014","1-Mar",9.44,0,NA,"HO",2,4
"1168","Smit02","10/16/2014","2-Mar",3.46,0,37,"ST",2,4
"1169","Ashl02","10/17/2014","3 S",1.16,0,31,"ST",2,4
"1170","Ashl02","10/17/2014","3 S",1.16,0,31,"ST",2,4
"1171","Bett01","10/17/2014","11",4.6,0,36,"ST",2,4
"1172","Hann01","10/17/2014","D17",2.4,0,40,"ST",2,4
"1173","Hann01","10/17/2014","D17",2.4,0,40,"ST",2,4
"1174","Hann01","10/17/2014","D17",2.4,0,40,"ST",2,4
"1175","Hann01","10/17/2014","D17",2.4,0,40,"ST",2,4
"1176","Hann01","10/17/2014","D2",1.63,0,51,"ST",2,4
"1177","Hann01","10/17/2014","D2",2.8,0,49,"ST",2,4
"1178","Hann01","10/17/2014","D2",2.8,0,49,"ST",2,4
"1179","Harj01","10/17/2014","BRUF#1",1.12,0,38,"HO",2,4
"1180","Harj01","10/17/2014","BYRNE2",1.33,0,28,"ST",2,4
"1181","Harj01","10/17/2014","BYRNE2",1.33,0,28,"ST",2,4
"1182","Harj01","10/17/2014","BYRNE2",1.33,0,28,"ST",2,4
"1183","Harj01","10/17/2014","BYRNE2",1.33,0,28,"ST",2,4
"1184","Harj01","10/17/2014","BYRNE1",0.97,0,30,"ST",2,4
"1185","Kopa01","10/17/2014","Sat 2",7.3,0,41,"BL",2,4
"1186","Kopa01","10/17/2014","11",1.61,0,28,"ST",2,4
"1187","Lamb01","10/17/2014","A",11.25,0,43,"OS",2,4
"1188","Lamb01","10/17/2014","A",11.25,0,43,"OS",2,4
"1189","Lamb01","10/17/2014","A",11.25,0,43,"OS",2,4
"1190","Liff01","10/17/2014","All",3.14,0,43,"HO",2,4
"1191","Paqu05","10/17/2014","PH2",1.88,0,41,"ST",2,4
"1192","Paqu05","10/17/2014","PH2",1.88,0,41,"ST",2,4
"1193","Paqu05","10/17/2014","PH2",1.88,0,41,"ST",2,4
"1194","Pink01","10/17/2014","Mil#1",6.14,0,33,"HO",2,4
"1195","Smit02","10/17/2014","M-3",2.32,0,32,"ST",2,4
"1196","Smit02","10/17/2014","4-Mar",1.05,0,33,"ST",2,4
"1197","Smit02","10/17/2014","4-Mar",1.05,0,33,"ST",2,4
"1198","Bett01","10/18/2014","6",4.12,0,51,"HO",2,4
"1199","Bott02","10/18/2014","13",5.62,0,48,"EB",2,4
"1200","DeMo01","10/18/2014","4",2.3,0,26,"OS",2,4
"1201","Gate03","10/18/2014","BACKWO",1.84,0,38,"HO",2,4
"1202","Gate03","10/18/2014","BACKWO",1.84,0,38,"HO",2,4
"1203","Gate03","10/18/2014","BACKWO",1.35,0,37,"HO",2,4
"1204","Hamb03","10/18/2014","COOMBE",1.88,0,38,"MX",2,4
"1205","Hann01","10/18/2014","D2",3.07,0,51,"ST",2,4
"1206","Harj01","10/18/2014","BYRNE1",1.01,0,36,"ST",2,4
"1207","Paqu03","10/18/2014","COL2AC",3.6,0,70,"EB",2,4
"1208","Paqu05","10/18/2014","PH1",1.07,0,44,"ST",2,4
"1209","Pink01","10/18/2014","Mil#2",3.53,0,35,"ST",2,4
"1210","Pink01","10/18/2014","Mil#2",3.53,0,35,"ST",2,4
"1211","Ward01","10/18/2014","#8",2.26,0,41,"ST",2,4
"1212","Ward01","10/18/2014","#7",2.47,0,34,"ST",2,4
"1213","Ward01","10/18/2014","#7",2.47,0,34,"ST",2,4
"1214","Beat01","10/20/2014","Lowspl",NA,NA,NA,"HO",2,4
"1215","Beat01","10/20/2014","Lowspl",NA,NA,NA,"HO",2,4
"1216","Deca03","10/20/2014","ZPD",0,0,NA,"PD",2,4
"1217","Deca03","10/20/2014","ZPD",0,0,NA,"PD",2,4
"1218","Fiel05","10/20/2014","EB",4.15,0,58,"EB",2,4
"1219","Fiel05","10/20/2014","ST",6.63,0,44,"ST",2,4
"1220","Hann01","10/20/2014","D-11",2.94,0,51,"MX",2,4
"1221","Hann01","10/20/2014","D12",2,0,45,"HO",2,4
"1222","Hann01","10/20/2014","C11",2,0,38,"HO",2,4
"1223","Hann01","10/20/2014","C11",1.74,0,33,"HO",2,4
"1224","Henr03","10/20/2014","COLLIN",3.3,0,70,"OS",2,4
"1225","Jenn01","10/20/2014","2",0.7,0,38,"ST",2,4
"1226","Jenn01","10/20/2014","1",1.24,0,35,"ST",2,4
"1227","Jenn01","10/20/2014","1",1.24,0,35,"ST",2,4
"1228","Norr01","10/20/2014","A-9",4.89,0,35,"HO",2,4
"1229","Padu01","10/20/2014","Rock#3",2.57,0,34,"ST",2,4
"1230","Padu01","10/20/2014","Rock#3",10.4,0,28,"ST",2,4
"1231","Padu01","10/20/2014","Rock#3",3.62,0,29,"ST",2,4
"1232","Padu01","10/20/2014","Rock#3",9.5,0,32,"ST",2,4
"1233","Paqu05","10/20/2014","PH1",2.22,0,55,"ST",2,4
"1234","Paqu05","10/20/2014","PH1",4.16,0,37,"ST",2,4
"1235","Paqu05","10/20/2014","PH1",3.91,0,48,"ST",2,4
"1236","Paqu05","10/20/2014","PH1",3.49,0,45,"ST",2,4
"1237","Pink01","10/20/2014","Mil#3",3.38,0,55,"ST",2,4
"1238","Pink01","10/20/2014","Mil#3",3.38,0,55,"ST",2,4
"1239","Pink01","10/20/2014","Mil#3",2.89,0,31,"ST",2,4
"1240","Pink01","10/20/2014","Mil#3",3.2,0,44,"ST",2,4
"1241","Rich01","10/20/2014","Acush2",1.23,0,41,"HO",2,4
"1242","Rich01","10/20/2014","Acush2",2.69,0,38,"HO",2,4
"1243","Sull02","10/20/2014","Bog #1",2.7,0,60,"EB",2,4
"1244","Bett01","10/21/2014","9",4.89,0,44,"HO",2,4
"1245","Bral01","10/21/2014","#5A",2.7,0,40,"ST",2,4
"1246","Bral01","10/21/2014","#5A",3.65,0,38,"ST",2,4
"1247","Dvor01","10/21/2014","High 2",1.52,0,38,"HO",2,4
"1248","Dvor01","10/21/2014","High 2",0.45,0,36,"HO",2,4
"1249","Dvor01","10/21/2014","High 2",0.8,0,34,"HO",2,4
"1250","Fiel05","10/21/2014","ST",3.6,0,44,"ST",2,4
"1251","Fiel05","10/21/2014","ST",3.6,0,44,"ST",2,4
"1252","Hamb01","10/21/2014","MM",1.72,0,40,"MX",2,4
"1253","Hamb01","10/21/2014","MM",2.2,0,65,"MX",2,4
"1254","Hann01","10/21/2014","C12",1.1,0,37,"HO",2,4
"1255","Hann01","10/21/2014","C 1",1.53,0,37,"HO",2,4
"1256","Hann01","10/21/2014","C 1",1.1,0,36,"HO",2,4
"1257","Kopa01","10/21/2014","Satuit",2.33,0,44,"BL",2,4
"1258","Kopa01","10/21/2014","Satuit",6.83,0,49,"BL",2,4
"1259","Norr01","10/21/2014","A-13",4.75,0,72,"EB",2,4
"1260","Norr01","10/21/2014","A-3",9.22,0,59,"MX",2,4
"1261","Padu01","10/21/2014","Rock#3",6.7,0,30,"ST",2,4
"1262","Padu01","10/21/2014","Rock#3",4.3,0,41,"ST",2,4
"1263","Paqu05","10/21/2014","PH4",1.76,0,41,"ST",2,4
"1264","Pink01","10/21/2014","CHER01",3.9,0,48,"HO",2,4
"1265","Pink01","10/21/2014","CHER02",4.66,0,40,"HO",2,4
"1266","Ashl02","10/22/2014","4 STAR",3.29,0,33,"ST",2,4
"1267","Ashl02","10/22/2014","4 STAR",0.96,0,26,"HO",2,4
"1268","Ashl02","10/22/2014","4 STAR",0.96,0,26,"HO",2,4
"1269","Ashl02","10/22/2014","11 S",1.29,0,36,"ST",2,4
"1270","Ashl02","10/22/2014","11 S",0.83,0,49,"ST",2,4
"1271","Bral01","10/22/2014","#5A",2.93,0,40,"ST",2,4
"1272","Bral01","10/22/2014","#5A",2.93,0,40,"ST",2,4
"1273","Cako01","10/22/2014","MAIN",7.86,0,44,"OS",2,4
"1274","Deca03","10/22/2014","ZPD",0,0,NA,"PD",2,4
"1275","Dvor01","10/22/2014","High 2",0.67,0,36,"HO",2,4
"1276","Hamb03","10/22/2014","COOMBE",0.88,0,35,"EB",2,4
"1277","Hann01","10/22/2014","C 2",1.1,0,41,"HO",2,4
"1278","Hann01","10/22/2014","C 4",0.28,0,42,"HO",2,4
"1279","Hann01","10/22/2014","C 3",0.21,0,40,"HO",2,4
"1280","Mere01","10/22/2014","BigBog",1.26,0,36,"ST",2,4
"1281","Mere01","10/22/2014","BigBog",1.26,0,36,"ST",2,4
"1282","Mere01","10/22/2014","BigBog",1.26,0,36,"ST",2,4
"1283","Mere01","10/22/2014","BigBog",1.57,0,33,"ST",2,4
"1284","Mere01","10/22/2014","BigBog",2.67,0,36,"ST",2,4
"1285","Norr01","10/22/2014","A-13",1,0,72,"EB",2,4
"1286","Norr01","10/22/2014","A-13",0.66,0,72,"EB",2,4
"1287","Padu01","10/22/2014","Rock#1",6.73,0,47,"HO",2,4
"1288","Ashl02","10/23/2014","11 S",0.83,0,49,"ST",2,4
"1289","Ashl02","10/23/2014","11 S",0.98,0,44,"ST",2,4
"1290","Ashl02","10/23/2014","11 S",1.85,0,38,"ST",2,4
"1291","Ashl02","10/23/2014","11 S",1.85,0,38,"ST",2,4
"1292","Ashl02","10/23/2014","11 S",1.85,0,38,"ST",2,4
"1293","Ashl02","10/23/2014","11 S",1.85,0,38,"ST",2,4
"1294","Coul01","10/23/2014","HARW",5.24,0,52,"MX",2,4
"1295","Deca01","10/23/2014","ROUN11",5.12,0,44,"ST",2,4
"1296","Deca03","10/23/2014","ZPD",0,0,NA,"PD",2,4
"1297","Deca03","10/23/2014","ZPD",0,0,NA,"PD",2,4
"1298","Hamb03","10/23/2014","winn",4.08,0,36,"ST",2,4
"1299","Jenn01","10/23/2014","1",0.82,0,33,"HO",2,4
"1300","Jenn01","10/23/2014","1",0.31,0,50,"HO",2,4
"1301","Mere01","10/23/2014","BigBog",2.38,0,39,"ST",2,4
"1302","Mere01","10/23/2014","BigBog",2.38,0,39,"ST",2,4
"1303","Mere01","10/23/2014","BigBog",2.86,0,32,"MX",2,4
"1304","Mere01","10/23/2014","BigBog",2.86,0,32,"MX",2,4
"1305","Mere01","10/23/2014","BigBog",1.8,0,26,"MX",2,4
"1306","Mere01","10/23/2014","BigBog",6.08,0,35,"ST",2,4
"1307","Mere01","10/23/2014","BigBog",6.08,0,35,"ST",2,4
"1308","Pink01","10/23/2014","CHER03",NA,NA,NA,"HO",2,4
"1309","Pink01","10/23/2014","CHER02",2.68,0,34,"HO",2,4
"1310","Arau01","10/24/2014","SQUANT",0.7,0,55,"OS",2,4
"1311","Bott02","10/24/2014","4",2.26,0,43,"ST",2,4
"1312","Bott02","10/24/2014","4",3.09,0,49,"ST",2,4
"1313","Deca01","10/24/2014","ROUN11",5.44,0,69,"ST",2,4
"1314","Deca01","10/24/2014","LP1",5.9,0,40,"ST",2,4
"1315","Deca01","10/24/2014","LP1",5.9,0,40,"ST",2,4
"1316","Deca03","10/24/2014","ZPD",0,0,NA,"PD",2,4
"1317","Deca03","10/24/2014","ZPD",0,0,NA,"PD",2,4
"1318","Deca03","10/24/2014","ZPD",0,0,NA,"PD",2,4
"1319","Deca03","10/24/2014","ZPD",0,0,NA,"PD",2,4
"1320","Deca03","10/24/2014","ZPD",4.36,0,NA,"PD",2,4
"1321","Ashl02","10/25/2014","4 H",3.83,0,37,"HO",2,4
"1322","Ashl02","10/25/2014","4 H",0.76,0,37,"HO",2,4
"1323","Bott02","10/25/2014","4",3.49,0,42,"ST",2,4
"1324","Bott02","10/25/2014","11",1.8,0,40,"ST",2,4
"1325","Bott02","10/25/2014","19",8.16,0,43,"ST",2,4
"1326","Coul01","10/25/2014","HARW",1.02,0,50,"MX",2,4
"1327","Deca01","10/25/2014","LP2",5.07,0,47,"ST",2,4
"1328","Deca01","10/25/2014","LP2",5.07,0,47,"ST",2,4
"1329","Deca01","10/25/2014","ROUN7",16.01,0,47,"HO",2,4
"1330","MacL01","10/25/2014","MCNB",8.28,0,44,"ST",2,4
"1331","MacL01","10/25/2014","MCNB",8.28,0,44,"ST",2,4
"1332","Pink01","10/25/2014","Swamp",3.13,0,52,"HO",2,4
"1333","Wain02","10/25/2014","DAD",7.22,0,43,"ST",2,4
"1334","Wain02","10/25/2014","DAD",7.22,0,43,"ST",2,4
"1335","Wain02","10/25/2014","DAD",7.22,0,43,"ST",2,4
"1336","Wain02","10/25/2014","DAD",7.22,0,43,"ST",2,4
"1337","Wain02","10/25/2014","DAD",2.82,0,45,"ST",2,4
"1338","Wain02","10/25/2014","DAD",2.82,0,45,"ST",2,4
"1339","Wain02","10/25/2014","DAD",2.82,0,45,"ST",2,4
"1340","Wils01","10/25/2014","RT 28",0.99,0,45,"MX",2,4
"1341","Ashl02","10/27/2014","13H",0.88,0,27,"HO",2,4
"1342","Ashl02","10/27/2014","13H",2.99,0,38,"HO",2,4
"1343","Ashl02","10/27/2014","13H",2.99,0,38,"HO",2,4
"1344","Ashl02","10/27/2014","13H",2.99,0,38,"HO",2,4
"1345","Ashl02","10/27/2014","13H",2.99,0,38,"HO",2,4
"1346","Beat01","10/27/2014","Upspl",13.67,0,46,"HO",2,4
"1347","Beat01","10/27/2014","Upspl",13.67,0,46,"HO",2,4
"1348","Bott02","10/27/2014","21",3.65,0,41,"ST",2,4
"1349","Bott02","10/27/2014","19",2.62,0,41,"ST",2,4
"1350","Coul01","10/27/2014","HARW",5.26,0,61,"HO",2,4
"1351","Deca01","10/27/2014","ROUN8",0.9,0,47,"EB",2,4
"1352","Deca01","10/27/2014","ROUN6",5.97,0,53,"HO",2,4
"1353","Deca01","10/27/2014","ROUN6",5.97,0,53,"HO",2,4
"1354","Deca01","10/27/2014","ROUN1",5.37,0,59,"ST",2,4
"1355","Deca03","10/27/2014","ZPD",0,0,NA,"PD",2,4
"1356","Deca03","10/27/2014","ZPD",0,0,NA,"PD",2,4
"1357","Hamb03","10/27/2014","winn",1.32,0,50,"EB",2,4
"1358","Hamb03","10/27/2014","winn",1.4,0,39,"ST",2,4
"1359","MacL01","10/27/2014","MCNB",7.5,0,44,"ST",2,4
"1360","MacL01","10/27/2014","MCNB",7.5,0,44,"ST",2,4
"1361","MacL01","10/27/2014","MCNB",7.5,0,44,"ST",2,4
"1362","MacL01","10/27/2014","MCNB",18.53,0,46,"ST",2,4
"1363","Rust01","10/27/2014","LOWER",5.1,0,67,"EB",2,4
"1364","Ward01","10/27/2014","#5",1.85,0,48,"HO",2,4
"1365","Ward01","10/27/2014","#1",0.91,0,48,"HO",2,4
"1366","Wils01","10/27/2014","RT 28",0.93,0,60,"HO",2,4
"1367","Ashl02","10/28/2014","13H",3.34,0,30,"HO",2,4
"1368","Ashl02","10/28/2014","13H",3.34,0,30,"HO",2,4
"1369","Brid01","10/28/2014","A5",6.97,0,60,"ST",2,4
"1370","Deca01","10/28/2014","LP3",12.29,0,40,"ST",2,4
"1371","Deca03","10/28/2014","ZPD",0,0,NA,"PD",2,4
"1372","Deca03","10/28/2014","ZPD",0,0,NA,"PD",2,4
"1373","Deca03","10/28/2014","ZPD",0,0,NA,"PD",2,4
"1374","Deca03","10/28/2014","ZPD",0,0,NA,"PD",2,4
"1375","Deca03","10/28/2014","ZPD",0,0,NA,"PD",2,4
"1376","Deca03","10/28/2014","ZPD",0,0,NA,"PD",2,4
"1377","Deca03","10/28/2014","ZPD",0,0,NA,"PD",2,4
"1378","Hann02","10/28/2014","B6",4.81,0,51,"ST",2,4
"1379","Hann02","10/28/2014","B1",3.4,0,34,"ST",2,4
"1380","Hann02","10/28/2014","B8",7.18,0,57,"ST",2,4
"1381","Hann02","10/28/2014","B8",7.18,0,57,"ST",2,4
"1382","Pink01","10/28/2014","Canal",4.29,0,55,"HO",2,4
"1383","Pink01","10/28/2014","Canal",5.78,0,41,"HO",2,4
"1384","Rust01","10/28/2014","UPPER",10.14,0,49,"EB",2,4
"1385","Deca01","10/29/2014","LP3",12.55,0,45,"ST",2,4
"1386","Deca03","10/29/2014","ZPD",0,0,NA,"PD",2,4
"1387","Deca03","10/29/2014","ZPD",0,0,NA,"PD",2,4
"1388","Deca03","10/29/2014","ZPD",0,0,NA,"PD",2,4
"1389","Deca03","10/29/2014","ZPD",0,0,NA,"PD",2,4
"1390","Hann02","10/29/2014","B5",4.48,0,53,"ST",2,4
"1391","Hann02","10/29/2014","B7",5.96,0,57,"ST",2,4
"1392","Hann02","10/29/2014","B7",5.96,0,57,"ST",2,4
"1393","Hann02","10/29/2014","B4",2.88,0,65,"ST",2,4
"1394","Hann02","10/29/2014","B4",2.88,0,65,"ST",2,4
"1395","Hann02","10/29/2014","B3",1.76,0,42,"HO",2,4
"1396","Rint01","10/29/2014","BOG",NA,NA,NA,"HO",2,4
"1397","Rint01","10/29/2014","BOG",NA,NA,NA,"HO",2,4
"1398","Rint01","10/29/2014","BOG",NA,NA,NA,"HO",2,4
"1399","Rint01","10/29/2014","BOG",NA,NA,NA,"HO",2,4
"1400","Ross02","10/29/2014","LS New",12.8,0,35,"ST",2,4
"1401","Ashl02","10/30/2014","5 H",1.58,0,32,"HO",2,4
"1402","Ashl02","10/30/2014","5 H",1.58,0,32,"HO",2,4
"1403","Ashl02","10/30/2014","10 H",3.85,0,36,"HO",2,4
"1404","Deca01","10/30/2014","CAR12",3.72,0,72,"EB",2,4
"1405","Deca01","10/30/2014","CAR10",1.35,0,52,"ST",2,4
"1406","Deca03","10/30/2014","ZPD",0,0,NA,"PD",2,4
"1407","Deca03","10/30/2014","ZPD",0,0,NA,"PD",2,4
"1408","Lawt01","10/30/2014","TT A5",4.29,0,51,"ST",2,4
"1409","Lawt01","10/30/2014","TT A5",5.43,0,49,"ST",2,4
"1410","Ross02","10/30/2014","LS New",9.73,0,40,"ST",2,4
"1411","Ashl02","10/31/2014","10 H",0.99,0,36,"HO",2,4
"1412","Ashl02","10/31/2014","10 H",2.38,0,34,"HO",2,4
"1413","Ashl02","10/31/2014","10 H",6.32,0,30,"HO",2,4
"1414","Chan01","10/31/2014","4.5",13.38,0,35,"MX",2,4
"1415","Deca01","10/31/2014","CAR13",7.01,0,58,"HO",2,4
"1416","Deca01","10/31/2014","CAR09",3.71,0,56,"ST",2,4
"1417","Lawt01","10/31/2014","LMR 1",4.54,0,48,"ST",2,4
"1418","Lawt01","10/31/2014","LMR 1",2.88,0,48,"ST",2,4
"1419","Lawt01","10/31/2014","LMR 5",2.85,0,48,"ST",2,4
