date,grower_id,Bog,LotID,GTL,Rot,Debris,Color,Variety,GTL.1,Pack Out %,kqf_pre,kqf_final,Lot Pack Out,Useable w3% allow,"Useable 
w 3 % Allow",GTLID,BogID,# Totes,"Ave Bin 
Wgt.",NetWeight
2017-10-16,Harj01,BYRNE8,"4,627",6288,1.49,0,25,ST,"45,400",88.68%,4,,"40,259",,"40,259",,,,,
2017-10-16,Harj01,BYRNE7,"4,635",6297,4.36,0,28,ST,"51,100",88.75%,4,,"45,351",,"44,735",,,,,
2017-10-16,Harj01,BYRNE7,"4,635",6300,4.36,0,28,ST,"44,600",88.75%,4,,"39,583",,"39,044",,,,,
2017-10-16,Morr02,Thomst,"4,630",6292,5,0,17,ST,"29,020",90.38%,4,,"26,229",,"25,704",,,,,
2017-10-16,Norr01,B-1,"4,622",6282,1.49,0,22,ST,"22,520",96.64%,4,,"21,763",,"21,763",,,,,
2017-10-16,Norr01,B-0,"4,637",6299,1.3,0,36,ST,"24,120",97.14%,4,,"23,430",,"23,430",,,,,
2017-10-16,Paqu04,LP4,"4,616",6276,2.62,0,27,ST,"10,600",93.75%,4,,"9,937",,"9,937",,,,,
2017-10-16,Pink01,CHER03,"4,631",6293,3,0,21,HO,"16,320",91.60%,4,,"14,949",,"14,949",,,,,
2017-10-16,Reze02,#12,"4,619",6278,1.23,0,30,ST,"51,700",96.89%,4,,"50,090",,"50,090",,,,,
2017-10-16,Reze02,#12,"4,623",6283,2.54,0,26,ST,"47,300",96.73%,4,,"45,754",,"45,754",,,,,
2017-10-16,Reze02,#12,"4,623",6286,2.54,0,26,ST,"17,120",96.73%,4,,"16,561",,"16,561",,,,,
2017-10-16,Reze02,#11,"4,632",6294,1.67,0,25,ST,"46,820",96.26%,4,,"45,070",,"45,070",,,,,
2017-10-16,Reze02,#11,"4,636",6298,1.42,0,25,ST,"54,680",94.89%,4,,"51,886",,"51,886",,,,,
2017-10-16,Smit02,B-1,"4,625",6285,3.25,0,63,EB,"44,460",94.32%,4,,"41,934",,"41,934",,,,,
2017-10-16,Smit02,HIGH1,"4,634",6296,3.32,0,53,EB,"32,520",91.89%,4,,"29,882",,"29,882",,,,,
2017-10-17,Deca01,LP3,"4,642",6304,2.11,0,28,ST,"43,440",94.85%,4,,"41,203",,"41,203",,,,,
2017-10-17,Deca01,CAR25,"4,646",6308,2.5,0,36,ST,"13,720",97.75%,4,,"13,411",,"13,411",,,,,
2017-10-17,Deca01,LP3,"4,652",6313,2.66,0,33,ST,"44,220",94.88%,4,,"41,958",,"41,958",,,,,
2017-10-17,Deca01,LP3,"4,656",6319,1.47,0,26,ST,"44,580",96.59%,4,,"43,058",,"43,058",,,,,
2017-10-17,Deca01,LP3,"4,664",6327,0.76,0,31,ST,"46,740",97.17%,4,,"45,418",,"45,418",,,,,
2017-10-17,Deca01,CARM17,"4,668",6331,1.2,0,37,ST,"45,360",96.63%,4,,"43,832",,"43,832",,,,,
2017-10-17,Deca01,LP3,"4,670",6334,1.65,0,33,ST,"45,740",96.75%,4,,"44,255",,"44,255",,,,,
2017-10-17,Deca03,ZPDO,"4,651",6317,1.01,0,23,OS,"4,135",101.89%,4,,"4,213",,"4,213",,,,,
2017-10-17,Fiel05,EB,"4,650",6312,0.98,0,35,OE,"3,380",90.68%,4,,"3,065",,"3,065",,,,,
2017-10-17,Gate02,E2,"4,654",6315,3,0,26,ST,"50,660",94.88%,4,,"48,066",,"48,066",,,,,
2017-10-17,Gate02,E2,"4,654",6318,3,0,26,ST,"48,820",94.88%,4,,"46,321",,"46,321",,,,,
2017-10-17,Gate02,E2,"4,666",6329,0.95,0,31,ST,"32,640",97.06%,4,,"31,682",,"31,682",,,,,
2017-10-17,Gate02,E4,"4,673",6337,1.29,0,22,HO,"51,920",96.94%,4,,"50,331",,"50,331",,,,,
2017-10-17,Harj01,BYRNE7,"4,648",6310,3.7,0,28,ST,"41,420",89.13%,4,,"36,916",,"36,658",,,,,
2017-10-17,Harj01,BYRNE6,"4,657",6320,2.17,0,22,ST,"51,660",91.67%,4,,"47,359",,"47,359",,,,,
2017-10-17,Harj01,BYRNE6,"4,662",6325,4.3,0,25,ST,"44,900",88.84%,4,,"39,891",,"39,372",,,,,
2017-10-17,Harj01,BYRNE5,"4,667",6330,1.05,0,22,ST,"54,340",89.82%,4,,"48,806",,"48,806",,,,,
2017-10-17,Harj01,BYRNE5,"4,672",6336,3.56,0,26,ST,"51,580",89.40%,4,,"46,112",,"45,854",,,,,
2017-10-17,John04,Fos08,"4,649",6311,1.6,0,25,ST,"49,240",95.34%,4,,"46,946",,"46,946",,,,,
2017-10-17,John04,Fos08,"4,655",6316,1.7,0,23,ST,"34,160",94.85%,4,,"32,400",,"32,400",,,,,
2017-10-17,John04,Fos08,"4,659",6322,2.5,0,20,ST,"26,420",94.33%,4,,"24,923",,"24,923",,,,,
2017-10-17,John04,Fos08,"4,663",6326,2.04,0,28,ST,"26,360",95.31%,4,,"25,125",,"25,125",,,,,
2017-10-17,Norr01,A-13,"4,665",6328,0.92,0,40,EB,"39,500",92.19%,4,,"36,415",,"36,415",,,,,
2017-10-17,Paqu04,LP5,"4,645",6307,2.88,0,24,ST,"7,920",98.74%,4,,"7,820",,"7,820",,,,,
2017-10-17,Pink01,Blue,"4,647",6309,2.21,0,19,HO,"7,200",91.15%,4,,"6,563",,"6,563",,,,,
2017-10-17,Pink01,Canal,"4,658",6321,3.3,0,20,HO,"16,680",95.28%,4,,"15,892",,"15,844",,,,,
2017-10-17,Pink01,Swamp,"4,669",6333,0.76,0,26,HO,"17,740",94.15%,4,,"16,703",,"16,703",,,,,
2017-10-17,Prat01,Pratt,"4,660",6323,14.73,0,31,MX,"42,240",89.48%,4,,"37,797",,"33,363",,,,,
2017-10-17,Reze02,#11,"4,644",6306,1.96,0,23,ST,"45,520",94.81%,4,,"43,156",,"43,156",,,,,
2017-10-17,Reze02,#13,"4,653",6314,2.94,0,26,ST,"49,240",94.33%,4,,"46,446",,"46,446",,,,,
2017-10-17,Reze02,#13,"4,661",6324,2.63,0,35,ST,"60,520",89.58%,4,,"54,216",,"54,216",,,,,
2017-10-17,Reze02,#5B,"4,671",6335,1.78,0,26,MX,"53,860",94.26%,4,,"50,766",,"50,766",,,,,
2017-10-17,Reze02,#5B,"4,671",6338,1.78,0,26,MX,"47,060",94.26%,4,,"44,357",,"44,357",,,,,
2017-10-17,Smit02,LSHAW,"4,643",6305,1.5,0,33,ST,"48,500",97.68%,4,,"47,374",,"47,374",,,,,
2017-10-17,Smit02,SCR2&3,"4,674",6332,6.92,0,33,ST,"50,780",91.85%,4,,"46,639",,"44,811",,,,,
2017-10-18,Deca01,LP3,"4,675",6339,2.87,0,26,ST,"45,840",96.69%,4,,"44,325",,"44,325",,,,,
2017-10-18,Deca01,LP3,"4,675",6342,2.87,0,26,ST,"40,020",96.69%,4,,"38,697",,"38,697",,,,,
2017-10-18,Deca01,ROUN5,"4,685",6350,1.9,0,23,HO,"47,060",94.61%,4,,"44,522",,"44,522",,,,,
2017-10-18,Deca01,ROUN5,"4,693",6360,1.44,0,28,HO,"46,000",96.52%,4,,"44,397",,"44,397",,,,,
2017-10-18,Deca01,ROUN4,"4,697",6365,2.37,0,34,HO,"48,740",95.35%,4,,"46,475",,"46,475",,,,,
2017-10-18,Deca03,ZPD,"4,679",6346,,,,PD,"5,200",97.42%,4,,"5,066",,"5,066",,,,,
2017-10-18,Deca03,ZPDO,"4,686",6352,,,,OS,"2,464",99.59%,4,,"2,454",,"2,454",,,,,
2017-10-18,Fiel05,ST,"4,683",6348,2.22,0,26,OS,"12,760",92.72%,4,,"11,832",,"11,832",,,,,
2017-10-18,Fiel05,ST,"4,683",6366,2.22,0,26,OS,"5,700",92.72%,4,,"5,285",,"5,285",,,,,
2017-10-18,Gate02,E4,"4,677",6341,1.81,0,28,HO,"31,780",95.98%,4,,"30,503",,"30,503",,,,,
2017-10-18,Gate02,E5,"4,682",6347,1.73,0,20,ST,"52,820",97.14%,4,,"51,311",,"51,311",,,,,
2017-10-18,Hann01,D12,"4,676",6340,1.16,0,26,HO,"33,220",93.32%,4,,"31,000",,"31,000",,,,,
2017-10-18,Hann01,D-11,"4,678",6343,2.69,0,24,MX,"52,960",86.24%,4,,"45,671",,"45,671",,,,,
2017-10-18,Hann01,D2,"4,684",6349,2.59,0,33,ST,"59,880",94.49%,4,,"56,579",,"56,579",,,,,
2017-10-18,Hann01,D2,"4,689",6354,2.5,0,34,ST,"35,480",91.06%,4,,"32,307",,"32,307",,,,,
2017-10-18,Hann01,D17,"4,694",6361,1.96,0,28,ST,"57,280",94.71%,4,,"54,248",,"54,248",,,,,
2017-10-18,Hann01,D17,"4,696",6364,2.3,0,21,ST,"49,500",97.27%,4,,"48,151",,"48,151",,,,,
2017-10-18,Hann01,D17,"4,699",6368,2.02,0,30,ST,"41,560",96.31%,4,,"40,025",,"40,025",,,,,
2017-10-18,Harj01,BYRNE4,"4,680",6344,3.05,0,23,ST,"44,180",89.55%,4,,"39,561",,"39,541",,,,,
2017-10-18,Harj01,BYRNE3,"4,687",6351,3.37,0,22,ST,"51,540",89.64%,4,,"46,202",,"46,031",,,,,
2017-10-18,Harj01,BYRNE3,"4,687",6356,3.37,0,22,ST,"53,380",89.64%,4,,"47,851",,"47,674",,,,,
2017-10-18,Harj01,BYRNE3,"4,687",6358,3.37,0,22,ST,"21,460",89.64%,4,,"19,237",,"19,166",,,,,
2017-10-18,Pink01,Orig.,"4,681",6345,3.57,0,27,HO,"8,820",92.53%,4,,"8,161",,"8,114",,,,,
2017-10-18,Pink01,Mil#1,"4,688",6353,5.64,0,24,ST,"17,120",91.79%,4,,"15,715",,"15,300",,,,,
2017-10-18,Pink01,Mil#2,"4,692",6359,1.87,0,30,ST,"16,060",92.35%,4,,"14,832",,"14,832",,,,,
2017-10-18,Smit02,USHAW,"4,691",6357,4.67,0,30,ST,"51,080",92.64%,4,,"47,319",,"46,529",,,,,
2017-10-18,Smit02,USHAW,"4,698",6367,4,0,31,ST,"38,180",90.90%,4,,"34,707",,"34,360",,,,,
2017-10-18,Smit02,USHAW,"4,700",6362,4.68,0,48,ST,"48,280",94.38%,4,,"45,568",,"44,802",,,,,
2017-10-18,Ward01,EarlyB,"4,690",6355,5.16,0,47,EB,"16,360",89.81%,4,,"14,693",,"14,376",,,,,
2017-10-18,Ward01,SmalSt,"4,695",6363,0.98,0,22,ST,"17,760",95.95%,4,,"17,041",,"17,041",,,,,
2017-10-19,Alle02,C-7,"4,706",6374,3.41,0,21,ST,"52,080",95.80%,4,,"49,891",,"49,686",,,,,
2017-10-19,Alle02,C-3,"4,712",6382,1.97,0,25,ST,"26,860",95.85%,4,,"25,745",,"25,745",,,,,
2017-10-19,Alle02,C-3,"4,717",6388,2.54,0,30,ST,"51,240",95.14%,4,,"48,750",,"48,750",,,,,
2017-10-19,Deca01,ROUN4,"4,701",6369,2.6,0,20,HO,"54,540",94.53%,4,,"51,556",,"51,556",,,,,
2017-10-19,Deca01,ROUN2,"4,708",6376,2.4,0,36,HO,"51,140",94.26%,4,,"48,207",,"48,207",,,,,
2017-10-19,Deca01,ROUN2,"4,713",6383,2.29,0,27,HO,"51,400",94.75%,4,,"48,702",,"48,702",,,,,
2017-10-19,Deca01,ROUN2,"4,713",6387,2.29,0,27,HO,"51,720",94.75%,4,,"49,005",,"49,005",,,,,
2017-10-19,Deca01,ROUN2,"4,722",6393,2.61,0,21,HO,"47,160",96.17%,4,,"45,354",,"45,354",,,,,
2017-10-19,Deca03,ZPD,"4,718",6389,,,,PD,"10,880",93.56%,4,,"10,179",,"10,179",,,,,
2017-10-19,Hamb03,MH ST,"4,725",6398,4.15,0,35,ST,"19,460",93.24%,4,,"18,145",,"18,145",,,,,
2017-10-19,Hann01,D-1,"4,705",6373,2.57,0,31,ST,"61,620",94.17%,4,,"58,028",,"58,028",,,,,
2017-10-19,Hann01,D-1,"4,710",6378,2.85,0,37,ST,"50,960",95.67%,4,,"48,753",,"48,753",,,,,
2017-10-19,Hann01,D-1,"4,710",6381,2.85,0,37,ST,"53,940",95.67%,4,,"51,604",,"51,604",,,,,
2017-10-19,Hann01,C19,"4,724",6397,2.5,0,35,ST,"50,780",97.33%,4,,"49,422",,"49,422",,,,,
2017-10-19,Harj01,BRUF#3,"4,702",6370,1.03,0,30,HO,"27,300",91.09%,4,,"24,867",,"24,867",,,,,
2017-10-19,Harj01,BRUF#1,"4,703",6371,2.94,0,32,MX,"41,820",94.02%,4,,"39,319",,"39,319",,,,,
2017-10-19,Harj01,BYRNE1,"4,707",6375,4.43,0,26,ST,"55,300",89.21%,4,,"49,332",,"48,626",,,,,
2017-10-19,Harj01,BYRNE1,"4,707",6379,4.43,0,26,ST,"51,200",89.21%,4,,"45,674",,"45,021",,,,,
2017-10-19,Harj01,BYRNE2,"4,720",6391,4.55,0,28,ST,"43,840",86.86%,4,,"38,080",,"37,490",,,,,
2017-10-19,Harj01,BYRNE2,"4,720",6395,4.55,0,28,ST,"50,660",86.86%,4,,"44,005",,"43,322",,,,,
2017-10-19,John04,Fos09,"4,704",6372,3.8,0,32,ST,"54,440",93.53%,4,,"50,920",,"50,920",,,,,
2017-10-19,John04,Fos09,"4,711",6380,5.29,0,30,ST,"58,620",94.27%,4,,"55,260",,"55,260",,,,,
2017-10-19,John04,Fos09,"4,714",6384,3.63,0,25,ST,"34,440",95.62%,4,,"32,930",,"32,930",,,,,
2017-10-19,John04,Fos09,"4,719",6390,0.35,0,28,ST,"29,560",95.29%,4,,"28,169",,"28,169",,,,,
2017-10-19,John04,Fos09,"4,723",6394,1.84,0,22,ST,"57,540",95.26%,4,,"54,812",,"54,812",,,,,
2017-10-19,Norr01,A-12,"4,716",6386,1.76,0,33,MX,"37,680",94.82%,4,,"35,730",,"35,730",,,,,
2017-10-19,Pink01,Mil#3,"4,709",6377,5.37,0,20,ST,"16,580",92.83%,4,,"15,392",,"15,027",,,,,
2017-10-19,Pink01,Mil#3,"4,715",6385,5.99,0,23,ST,"15,740",91.34%,4,,"14,376",,"13,946",,,,,
2017-10-19,Pink01,Mil#3,"4,715",6396,5.99,0,23,ST,"17,120",91.34%,4,,"15,637",,"15,169",,,,,
2017-10-19,West04,Bog#3,"4,721",6392,0.82,0,37,BL,"13,760",94.71%,4,,"13,032",,"13,032",,,,,
2017-10-20,Alle02,C-1,"4,726",6399,0.97,0,30,EB,"52,580",94.78%,4,,"49,833",,"49,833",,,,,
2017-10-20,Alle02,C-3,"4,729",6402,4.41,0,23,EB,"20,740",94.53%,4,,"19,605",,"19,329",,,,,
2017-10-20,Alle02,C-2,"4,737",6413,3.61,0,28,EB,"52,180",95.80%,4,,"49,987",,"49,682",,,,,
2017-10-20,Deca01,LP5,"4,733",6407,2.65,0,32,ST,"49,100",94.28%,4,,"46,290",,"46,290",,,,,
2017-10-20,Deca01,LP5,"4,733",6410,2.65,0,32,ST,"47,800",94.28%,4,,"45,065",,"45,065",,,,,
2017-10-20,Deca01,LP5,"4,733",6414,2.65,0,32,ST,"48,900",94.28%,4,,"46,102",,"46,102",,,,,
2017-10-20,Deca01,LP5,"4,742",6419,2.61,0,34,ST,"47,580",96.72%,4,,"46,021",,"46,021",,,,,
2017-10-20,Deca01,LP5,"4,742",6422,2.61,0,34,ST,"48,240",96.72%,4,,"46,660",,"46,660",,,,,
2017-10-20,Deca01,LP5,"4,744",6423,4.3,0,30,ST,"39,000",95.32%,4,,"37,174",,"37,174",,,,,
2017-10-20,Deca03,ZPD,"4,718",6406,,,,PD,640,93.56%,4,,599,,599,,,,,
2017-10-20,Deca03,ZPD,"4,718",6411,,,,PD,"9,400",93.56%,4,,"8,794",,"8,794",,,,,
2017-10-20,DeMo01,8,"4,738",6415,4.26,0,26,OS,"13,060",90.79%,4,,"11,857",,"11,708",,,,,
2017-10-20,Hann01,C18,"4,727",6400,0.68,0,28,ST,"49,700",95.38%,4,,"47,405",,"47,405",,,,,
2017-10-20,Hann01,C19,"4,728",6401,2.83,0,24,ST,"58,300",93.69%,4,,"54,623",,"54,623",,,,,
2017-10-20,Hann01,C18,"4,734",6408,1.2,0,30,ST,"51,380",95.43%,4,,"49,031",,"49,031",,,,,
2017-10-20,Hann01,C18,"4,739",6416,1.46,0,28,ST,"60,080",95.72%,4,,"57,507",,"57,507",,,,,
2017-10-20,Hann01,C18,"4,739",6421,1.46,0,28,ST,"47,280",95.72%,4,,"45,256",,"45,256",,,,,
2017-10-20,Harj01,BYRNE2,"4,732",6405,5.23,0,22,ST,"42,360",89.99%,4,,"38,121",,"37,271",,,,,
2017-10-20,John04,Fos09,"4,730",6403,1,0,28,ST,"27,140",95.28%,4,,"25,859",,"25,859",,,,,
2017-10-20,John04,Fos06,"4,735",6409,1,0,25,ST,"56,540",95.66%,4,,"54,084",,"54,084",,,,,
2017-10-20,John04,Fos06,"4,736",6412,1.8,0,25,ST,"33,120",93.90%,4,,"31,099",,"31,099",,,,,
2017-10-20,John04,Fos06,"4,741",6418,0.74,0,30,ST,"38,160",93.93%,4,,"35,843",,"35,843",,,,,
2017-10-20,Pink01,Mil#3,"4,731",6404,1.8,0,27,ST,"15,680",91.45%,4,,"14,340",,"14,340",,,,,
2017-10-20,Pink01,Mil#3,"4,740",6417,2.63,0,41,ST,"16,600",91.31%,4,,"15,157",,"15,157",,,,,
2017-10-20,Smit02,HIGH2,"4,743",6420,1.4,0,36,ST,"49,280",91.56%,4,,"45,120",,"45,120",,,,,
2017-10-20,Smit02,HIGH3,"4,745",6424,1.6,0,43,ST,"49,640",93.59%,4,,"46,459",,"46,459",,,,,
2017-10-21,Alle02,C-5,"4,746",6425,4,0,20,EB,"51,120",91.09%,4,,"46,565",,"46,099",,,,,
2017-10-21,Alle02,C-4,"4,754",6434,1.95,0,24,HO,"28,580",90.96%,4,,"25,996",,"25,996",,,,,
2017-10-21,Deca01,LP4 C,"4,749",6428,2.53,0,34,ST,"50,580",95.94%,4,,"48,525",,"48,525",,,,,
2017-10-21,Deca01,LP4 C,"4,749",6437,2.53,0,34,ST,"37,980",95.94%,4,,"36,437",,"36,437",,,,,
2017-10-21,Deca01,LP4 C,"4,753",6433,2.16,0,37,ST,"50,340",95.49%,4,,"48,072",,"48,072",,,,,
2017-10-21,Hann01,C17,"4,747",6426,1.9,0,33,ST,"58,500",97.71%,4,,"57,159",,"57,159",,,,,
2017-10-21,Hann01,C17,"4,751",6430,2,0,26,ST,"50,740",93.25%,4,,"47,314",,"47,314",,,,,
2017-10-21,Hann01,C17,"4,755",6435,2.66,0,35,ST,"58,160",94.10%,4,,"54,729",,"54,729",,,,,
2017-10-21,Hann01,C17,"4,755",6438,2.66,0,35,ST,"50,400",94.10%,4,,"47,426",,"47,426",,,,,
2017-10-21,Hann01,C17,"4,757",6440,2.97,0,34,ST,"18,960",96.87%,4,,"18,367",,"18,367",,,,,
2017-10-21,Liff01,3,"4,752",6431,3.94,0,47,EB,"17,980",89.59%,4,,"16,108",,"15,956",,,,,
2017-10-21,Liff01,3,"4,752",6432,3.94,0,47,EB,"7,880",89.59%,4,,"7,059",,"6,993",,,,,
2017-10-21,Norr01,A-7,"4,756",6436,1.81,0,31,EB,"21,740",94.51%,4,,"20,546",,"20,546",,,,,
2017-10-21,Norr01,A-11,"4,758",6441,2.82,0,24,ST,"6,120",94.51%,4,,"5,784",,"5,784",,,,,
2017-10-21,Paqu05,PH1,"4,750",6429,2.69,0,34,ST,"12,820",93.78%,4,,"12,022",,"12,022",,,,,
2017-10-21,Pink01,Mil#3,"4,748",6427,3.67,0,26,ST,"8,000",90.59%,4,,"7,247",,"7,198",,,,,
2017-10-21,Smit02,HIGH3,"4,759",6439,2.97,0,37,ST,"49,080",95.61%,4,,"46,927",,"46,927",,,,,
2017-10-23,Alle02,C-8,"4,761",6448,3.4,0,27,HO,"52,920",92.59%,4,,"49,000",,"48,804",,,,,
2017-10-23,Deca01,LP8,"4,760",6443,2.78,0,28,HO,"47,880",96.24%,4,,"46,079",,"46,079",,,,,
2017-10-23,Deca01,LP8,"4,760",6444,2.78,0,28,HO,"49,800",96.24%,4,,"47,927",,"47,927",,,,,
2017-10-23,Deca01,LP8,"4,760",6445,2.78,0,28,HO,"48,840",96.24%,4,,"47,003",,"47,003",,,,,
2017-10-23,Deca01,LP8,"4,760",6446,2.78,0,28,HO,"50,500",96.24%,4,,"48,600",,"48,600",,,,,
2017-10-23,Deca01,LP8,"4,760",6447,2.78,0,28,HO,"28,020",96.24%,4,,"26,966",,"26,966",,,,,
2017-10-23,Deca01,LP4 B,"4,764",6442,10.5,0,49,EB,"50,280",87.80%,4,,"44,146",,"40,835",,,,,
2017-10-23,Deca01,MP1A,"4,767",6454,3.62,0,36,ST,"51,980",93.59%,4,,"48,648",,"48,346",,,,,
2017-10-23,Deca01,MP1A,"4,767",6459,3.62,0,36,ST,"26,280",93.59%,4,,"24,595",,"24,443",,,,,
2017-10-23,Deca01,MP1B,"4,774",6463,2.87,0,29,ST,"52,180",95.96%,4,,"50,072",,"50,072",,,,,
2017-10-23,Deca01,MP1B,"4,778",6466,11.52,0,31,ST,"51,620",90.38%,4,,"46,656",,"42,681",,,,,
2017-10-23,Deca01,MP1B,"4,779",6467,12.06,0,35,ST,"51,120",94.50%,4,,"48,309",,"43,932",,,,,
2017-10-23,Hamb03,MH HO,"4,765",6452,1.63,0,31,HO,"14,580",93.33%,4,,"13,608",,"13,608",,,,,
2017-10-23,Hann01,C11,"4,762",6449,2.64,0,23,HO,"59,060",95.79%,4,,"56,571",,"56,571",,,,,
2017-10-23,Hann01,C11,"4,762",6450,2.64,0,23,HO,"17,880",95.79%,4,,"17,126",,"17,126",,,,,
2017-10-23,Hann01,C12,"4,768",6455,2.16,0,20,HO,"31,180",93.91%,4,,"29,282",,"29,282",,,,,
2017-10-23,Hann01,C 4,"4,769",6456,1.48,0,30,HO,"11,300",95.61%,4,,"10,804",,"10,804",,,,,
2017-10-23,Hann01,C 3,"4,773",6462,0.47,0,31,HO,"33,360",96.50%,4,,"32,192",,"32,192",,,,,
2017-10-23,Hann01,C 2,"4,777",6465,2.09,0,27,HO,"26,840",95.31%,4,,"25,582",,"25,582",,,,,
2017-10-23,John04,Fos07,"4,766",6453,2.21,0,30,ST,"57,620",92.91%,4,,"53,534",,"53,534",,,,,
2017-10-23,John04,Fos07,"4,770",6458,1.48,0,28,ST,"34,600",94.96%,4,,"32,857",,"32,857",,,,,
2017-10-23,John04,Fos07,"4,772",6461,1.43,0,33,ST,"35,720",93.02%,4,,"33,225",,"33,225",,,,,
2017-10-23,Liff01,4,"4,771",6460,7.1,0,35,MX,"15,320",86.08%,4,,"13,187",,"12,646",,,,,
2017-10-23,Norr01,A-8,"4,776",6464,3.14,0,25,ST,"37,640",96.43%,4,,"36,296",,"36,296",,,,,
2017-10-23,Paqu05,PH4,"4,763",6451,7.07,0,27,ST,"7,640",95.01%,4,,"7,259",,"6,964",,,,,
2017-10-23,Smit02,M-3,"4,775",6457,3.32,0,35,ST,"50,780",92.65%,4,,"47,046",,"47,046",,,,,
2017-10-24,Ande01,A-4,"",,,,,ST,"","",4,,"",,"",,,,,
2017-10-24,Cham01,little,"4,788",6479,2.13,0,31,ST,"13,720",90.16%,4,,"12,370",,"12,370",,,,,
2017-10-24,Deca01,MP1B,"4,780",6468,10.48,0,31,ST,"26,600",95.67%,4,,"25,448",,"23,544",,,,,
2017-10-24,Deca01,MP2,"4,785",6473,5.87,0,30,ST,"53,120",94.47%,4,,"50,181",,"48,741",,,,,
2017-10-24,Deca01,MP2,"4,785",6476,5.87,0,30,ST,"51,600",94.47%,4,,"48,745",,"47,346",,,,,
2017-10-24,Deca01,MP2,"4,785",6481,5.87,0,30,ST,"53,060",94.47%,4,,"50,124",,"48,686",,,,,
2017-10-24,Deca01,MP2,"4,785",6483,5.87,0,30,ST,"3,400",94.47%,4,,"3,212",,"3,120",,,,,
2017-10-24,Deca03,ZPD,"4,793",6486,,,,PD,"11,460",97.47%,4,,"11,170",,"11,170",,,,,
2017-10-24,Gate03,SPRUCE,"4,786",6474,11.83,0,28,HO,"51,700",92.89%,4,,"48,023",,"43,783",,,,,
2017-10-24,Gate03,FRONT,"4,790",6482,3.34,0,22,HO,"13,020",95.54%,4,,"12,439",,"12,439",,,,,
2017-10-24,Hann01,C 1,"4,781",6469,0.92,0,24,HO,"17,600",96.44%,4,,"16,974",,"16,974",,,,,
2017-10-24,Hann01,C 1,"4,782",6470,3.65,0,27,HO,"60,340",94.79%,4,,"57,197",,"56,825",,,,,
2017-10-24,Jenn01,3,"4,792",6485,1.03,0,28,ST,"43,280",94.10%,4,,"40,727",,"40,727",,,,,
2017-10-24,Jenn01,3,"4,792",6487,1.03,0,28,ST,"12,240",94.10%,4,,"11,518",,"11,518",,,,,
2017-10-24,John04,Fos04,"4,784",6472,1.85,0,38,ST,"57,720",95.83%,4,,"55,312",,"55,312",,,,,
2017-10-24,John04,Fos04,"4,784",6475,1.85,0,38,ST,"33,680",95.83%,4,,"32,275",,"32,275",,,,,
2017-10-24,John04,Fos04,"4,789",6480,2.05,0,38,ST,"31,260",93.50%,4,,"29,227",,"29,227",,,,,
2017-10-24,Medi01,A9,"4,794",6488,4.1,0,30,HO,"17,320",93.20%,4,,"16,142",,"15,964",,,,,
2017-10-24,Norr01,A-9,"4,787",6477,1.28,0,22,HO,"37,340",94.76%,4,,"35,383",,"35,383",,,,,
2017-10-24,Ross02,LS New,"4,783",6471,3.79,0,33,ST,"16,000",97.21%,4,,"15,553",,"15,553",,,,,
2017-10-24,Smit02,2-Mar,"4,791",6484,2,0,51,ST,"49,840",94.82%,4,,"47,257",,"47,257",,,,,
2017-10-25,Deca01,Merry2,"4,795",6489,4.18,0,22,HO,"52,380",93.78%,4,,"49,123",,"48,543",,,,,
2017-10-25,Deca01,Merry2,"4,795",6492,4.18,0,22,HO,"52,840",93.78%,4,,"49,554",,"48,969",,,,,
2017-10-25,Deca01,Merry2,"4,796",6490,4,0,26,HO,"50,640",95.08%,4,,"48,151",,"47,669",,,,,
2017-10-25,Deca01,Merry2,"4,801",6496,3.6,0,25,HO,"42,000",94.98%,4,,"39,893",,"39,654",,,,,
2017-10-25,Deca03,ZPD,"4,799",6494,,,,PD,"10,820",97.36%,4,,"10,534",,"10,534",,,,,
2017-10-25,Deca03,ZPD,"4,803",6498,,,,PD,"12,720",98.03%,4,,"12,470",,"12,470",,,,,
2017-10-25,Hann02,B8,"4,798",6493,4.99,0,35,ST,"49,660",95.21%,4,,"47,282",,"46,341",,,,,
2017-10-25,Hann02,B8,"4,800",6495,4.4,0,41,ST,"57,980",95.24%,4,,"55,222",,"54,449",,,,,
2017-10-25,Hann02,B8,"4,802",6497,6.1,0,35,ST,"32,740",94.30%,4,,"30,874",,"29,948",,,,,
2017-10-25,Ross02,LS New,"4,797",6491,3.55,0,40,ST,"28,660",93.75%,4,,"26,868",,"26,868",,,,,
2017-10-26,Coul01,HARW,"4,806",6501,8.78,0,65,EB,"18,920",74.56%,4,,"14,107",,"13,292",,,,,
2017-10-26,Deca01,STU4,"4,807",6502,3.3,0,50,MX,"51,440",90.30%,4,,"46,449",,"46,310",,,,,
2017-10-26,Deca01,STU4,"4,808",6503,5.36,0,48,MX,"53,380",89.87%,4,,"47,974",,"46,842",,,,,
2017-10-26,Deca01,STU4,"4,815",6510,5.06,0,45,MX,"51,920",95.28%,4,,"49,471",,"48,452",,,,,
2017-10-26,Deca01,STU4,"4,815",6514,5.06,0,45,MX,"52,740",95.28%,4,,"50,252",,"49,217",,,,,
2017-10-26,Deca03,ZPD,"4,812",6508,,,,PD,"3,980",96.71%,4,,"3,849",,"3,849",,,,,
